County-Level Results For 1870

county,state,population
Baldwin,Alabama,6004
Baldwin,Georgia,10618
Ballard,Kentucky,12576
Baltimore,Maryland,330741
Baltimore City,Maryland,N/a
Bandera,Texas,649
Banks,Georgia,4973
Barbour,Alabama,29309
Barbour,West Virginia,10312
Barnstable,Massachusetts,32774
Barnwell,South Carolina,35724
Barren,Kentucky,17780
Barron/dallas,Wisconsin,538
Barry,Missouri,10373
Barry,Michigan,22199
Bartholomew,Indiana,21133
Barton,Missouri,5087
Barton,Kansas,2
Bartow/cass,Georgia,16566
Bastrop,Texas,12290
Bates,Missouri,15960
Bath,Kentucky,10145
Bath,Virginia,3795
Bay,Michigan,15900
Bayfield/la Point,Wisconsin,344
Baylor,Texas,N/a
Beaufort,South Carolina,34359
Beaufort,North Carolina,13011
Beaver,Pennsylvania,36148
Becker,Minnesota,308
Bedford,Tennessee,24333
Bedford,Virginia,25327
Bedford,Pennsylvania,29635
Bee,Texas,1082
Belknap,New Hampshire,17681
Bell,Texas,9771
Belmont,Ohio,39714
Beltrami,Minnesota,80
Bennington,Vermont,21325
Bent,Colorado,592
Benton,Oregon,4584
Benton,Indiana,5615
Benton,Arkansas,13831
Benton,Minnesota,1558
Benton,Iowa,22454
Benton,Missouri,11322
Benton,Tennessee,8234
Benzie,Michigan,2184
Bergen,New Jersey,30122
Berkeley,West Virginia,14900
Berks,Pennsylvania,106701
Berkshire,Massachusetts,64827
Berrien,Michigan,35104
Berrien,Georgia,4518
Bertie,North Carolina,12950
Bexar,Texas,16043
Bexar District,Texas,1077
Bibb,Georgia,21255
Bibb,Alabama,7469
Bienville,Louisiana,10636
Big Stone,Minnesota,24
Black Hawk,Iowa,21706
Blackbird,Nebraska,31
Blackford,Indiana,6272
Bladen,North Carolina,12831
Blair,Pennsylvania,38051
Blanco,Texas,1187
Bland,Virginia,4000
Bledsoe,Tennessee,4870
Blount,Tennessee,14237
Blount,Alabama,9945
Blue Earth,Minnesota,17302
Bolivar,Mississippi,9732
Bollinger,Missouri,8162
Bond,Illinois,13152
Boone,West Virginia,4553
Boone,Illinois,12942
Boone,Kentucky,10696
Boone,Indiana,22593
Boone,Iowa,14584
Boone,Arkansas,7032
Boone,Missouri,20765
Bosque,Texas,4981
Bossier,Louisiana,12675
Botetourt,Virginia,11329
Boulder,Colorado,1939
Bourbon,Kansas,15076
Bourbon,Kentucky,14863
Bowie,Texas,4684
Boyd,Kentucky,8573
Boyle,Kentucky,9515
Bracken,Kentucky,11409
Bradford,Pennsylvania,53204
Bradford/new Rive,Florida,3671
Bradley,Tennessee,11652
Bradley,Arkansas,8646
Branch,Michigan,26226
Braxton,West Virginia,6480
Brazoria,Texas,7527
Brazos,Texas,9205
Breathitt,Kentucky,5672
Breckinridge,Kentucky,13440
Bremer,Iowa,12528
Brevard/st Lucie,Florida,1216
Bristol,Rhode Island,9421
Bristol,Massachusetts,102886
Brooke,West Virginia,5464
Brooks,Georgia,8342
Broome,New York,44103
Brown,Illinois,12205
Brown,Indiana,8681
Brown,Wisconsin,25168
Brown,Kansas,6823
Brown,Minnesota,6396
Brown,Texas,544
Brown,Ohio,30802
Brunswick,Virginia,13427
Brunswick,North Carolina,7754
Bryan,Georgia,5252
Buchanan,Missouri,35109
Buchanan,Virginia,3777
Buchanan,Iowa,17034
Buckingham,Virginia,13371
Bucks,Pennsylvania,64336
Buena Vista,Iowa,1585
Buffalo,Nebraska,193
Buffalo,Wisconsin,11123
Bullitt,Kentucky,7781
Bulloch,Georgia,5610
Bullock,Alabama,24474
Buncombe,North Carolina,15412
Bureau,Illinois,32415
Burke,North Carolina,9777
Burke,Georgia,17679
Burleson,Texas,8072
Burlington,New Jersey,53639
Burnet,Texas,3688
Burnett,Wisconsin,706
Burt,Nebraska,2847
Butler,Pennsylvania,36510
Butler,Kentucky,9404
Butler,Ohio,39912
Butler,Nebraska,1290
Butler,Missouri,4298
Butler,Kansas,3035
Butler,Alabama,14981
Butler,Iowa,9951
Butte,California,11403
Butts,Georgia,6941
Cabarrus,North Carolina,11954
Cabell,West Virginia,6429
Caddo,Louisiana,21714
Calaveras,California,8895
Calcasieu,Louisiana,6733
Caldwell,Kentucky,10826
Caldwell,Missouri,11390
Caldwell,Texas,6572
Caldwell,Louisiana,4820
Caldwell,North Carolina,8476
Caledonia,Vermont,22235
Calhoun,Michigan,36569
Calhoun,Texas,3443
Calhoun,West Virginia,2939
Calhoun,Florida,998
Calhoun,Iowa,1602
Calhoun,Illinois,6562
Calhoun,Nebraska,N/a
Calhoun,Mississippi,10561
Calhoun,Arkansas,3853
Calhoun,Georgia,5503
Calhoun/benton,Alabama,13980
Callahan,Texas,N/a
Callaway,Missouri,19202
Calloway,Kentucky,9410
Calumet,Wisconsin,12335
Calvert,Maryland,9865
Cambria,Pennsylvania,36569
Camden,North Carolina,5361
Camden,Georgia,4615
Camden,New Jersey,46193
Camden,Missouri,6108
Cameron,Texas,10999
Cameron,Pennsylvania,4273
Cameron,Louisiana,1591
Campbell,Tennessee,7445
Campbell,Georgia,9176
Campbell,Kentucky,27406
Campbell,Virginia,28384
Cannon,Tennessee,10502
Cape Girardeau,Missouri,17558
Cape May,New Jersey,8349
Carbon,Pennsylvania,28144
Carlton,Minnesota,286
Caroline,Virginia,15128
Caroline,Maryland,12101
Carroll,Maryland,28619
Carroll,Iowa,2451
Carroll,Louisiana,10110
Carroll,Virginia,9147
Carroll,Ohio,14491
Carroll,Arkansas,5780
Carroll,Georgia,11782
Carroll,Indiana,16152
Carroll,Mississippi,21047
Carroll,Kentucky,6189
Carroll,Missouri,17446
Carroll,Tennessee,19447
Carroll,New Hampshire,17332
Carroll,Illinois,16705
Carson,Nevada,N/a
Carter,Kentucky,7509
Carter,Tennessee,7909
Carter,Missouri,1455
Carteret,North Carolina,9010
Carver,Minnesota,11586
Casey,Kentucky,8884
Cass,Minnesota,380
Cass,Nebraska,8151
Cass,Illinois,11580
Cass,Indiana,24193
Cass,Iowa,5464
Cass,Michigan,21094
Cass/davis,Texas,8875
Cass/van Buren,Missouri,19296
Caswell,North Carolina,16081
Catahoula,Louisiana,8475
Catawba,North Carolina,10984
Catoosa,Georgia,4409
Cattaraugus,New York,43909
Cayuga,New York,59550
Cecil,Maryland,25874
Cedar,Iowa,19731
Cedar,Missouri,9474
Cedar,Nebraska,1032
Centre,Pennsylvania,34418
Cerro Gordo,Iowa,4722
Chambers,Alabama,17562
Chambers,Texas,1503
Champaign,Ohio,24188
Champaign,Illinois,32737
Chariton,Missouri,19136
Charles,Maryland,15738
Charles City,Virginia,4975
Charleston,South Carolina,88863
Charlevoix,Michigan,1724
Charlotte,Virginia,14513
Charlton,Georgia,1897
Chase,Kansas,1975
Chatham,Georgia,41279
Chatham,North Carolina,19723
Chattahoochee,Georgia,6059
Chattooga,Georgia,6902
Chautauqua,New York,59327
Cheatham,Tennessee,6678
Cheboygan,Michigan,2196
Chemung,New York,35281
Chenango,New York,40564
Cherokee,North Carolina,8080
Cherokee,Alabama,11132
Cherokee,Georgia,10399
Cherokee,Texas,11079
Cherokee,Iowa,1967
Cherokee/mcghee,Kansas,11038
Cheshire,New Hampshire,27265
Chester,South Carolina,18805
Chester,Pennsylvania,77805
Chesterfield,Virginia,18470
Chesterfield,South Carolina,10584
Cheyenne,Nebraska,190
Chickasaw,Mississippi,19899
Chickasaw,Iowa,10180
Chicot,Arkansas,7214
Chilton/baker,Alabama,6194
Chippewa,Minnesota,1467
Chippewa,Wisconsin,8311
Chippewa,Michigan,1689
Chisago,Minnesota,4358
Chittenden,Vermont,36480
Choctaw,Alabama,12676
Choctaw,Mississippi,16988
Chowan,North Carolina,6450
Christian,Illinois,20363
Christian,Kentucky,23227
Christian,Missouri,6707
Churchill,Nevada,196
Clackamas,Oregon,5993
Claiborne,Tennessee,9321
Claiborne,Louisiana,20240
Claiborne,Mississippi,13386
Clare,Michigan,366
Clarendon,South Carolina,14038
Clarion,Pennsylvania,26537
Clark,Arkansas,11953
Clark,Kentucky,10882
Clark,Missouri,13667
Clark,Ohio,32070
Clark,Indiana,24770
Clark,Wisconsin,3450
Clark,Illinois,18719
Clarke,Alabama,14663
Clarke,Virginia,6670
Clarke,Mississippi,7505
Clarke,Georgia,12941
Clarke,Iowa,8735
Clatsop,Oregon,1255
Clay,Alabama,9560
Clay,North Carolina,2461
Clay,Missouri,15564
Clay,Illinois,15875
Clay,Texas,N/a
Clay,Iowa,1523
Clay,Kansas,2942
Clay,Florida,2098
Clay,Kentucky,8297
Clay,West Virginia,2196
Clay,Nebraska,54
Clay,Minnesota,92
Clay,Georgia,5493
Clay,Indiana,19084
Clayton,Georgia,5477
Clayton,Iowa,27771
Clear Creek,Colorado,1596
Clearfield,Pennsylvania,25741
Cleburne,Alabama,8017
Clermont,Ohio,34268
Cleveland,North Carolina,12696
Clinch,Georgia,3945
Clinton,Missouri,14063
Clinton,New York,47947
Clinton,Illinois,16285
Clinton,Iowa,35357
Clinton,Michigan,22845
Clinton,Pennsylvania,23211
Clinton,Kentucky,6497
Clinton,Indiana,17330
Clinton,Ohio,21914
Cloud,Kansas,2323
Coahoma,Mississippi,7144
Cobb,Georgia,13814
Cocke,Tennessee,12458
Coffee,Alabama,6171
Coffee,Georgia,3192
Coffee,Tennessee,10237
Coffey,Kansas,6201
Colbert,Alabama,12537
Cole,Missouri,10292
Coleman,Texas,347
Coles,Illinois,25235
Colfax,Nebraska,1424
Colleton,South Carolina,25410
Collin,Texas,14013
Colorado,Texas,8326
Colquitt,Georgia,1654
Columbia,Oregon,863
Columbia,Pennsylvania,28766
Columbia,Georgia,13529
Columbia,Arkansas,11397
Columbia,Wisconsin,28802
Columbia,Florida,7335
Columbia,New York,47044
Columbiana,Ohio,38299
Columbus,North Carolina,8474
Colusa,California,6165
Comal,Texas,5283
Comanche,Texas,1001
Concho,Texas,N/a
Concordia,Louisiana,9977
Conecuh,Alabama,9574
Conejos,Colorado,2504
Contra Costa,California,8461
Conway,Arkansas,8112
Cook,Illinois,349966
Cooke,Texas,5315
Cooper,Missouri,20692
Coos,New Hampshire,14932
Coos,Oregon,1644
Coosa,Alabama,11945
Copiah,Mississippi,20608
Cortland,New York,25173
Coryell,Texas,4124
Coshocton,Ohio,23600
Costilla,Colorado,1779
Cottonwood,Minnesota,534
Covington,Mississippi,4753
Covington,Alabama,4868
Coweta,Georgia,15875
Cowley,Kansas,1175
Craig,Virginia,2942
Craighead,Arkansas,4577
Craven,North Carolina,20516
Crawford,Illinois,13889
Crawford,Missouri,7982
Crawford,Kansas,8160
Crawford,Wisconsin,13075
Crawford,Ohio,25556
Crawford,Pennsylvania,63832
Crawford,Iowa,2530
Crawford,Indiana,9851
Crawford,Georgia,7557
Crawford,Arkansas,8957
Crenshaw,Alabama,11156
Crittenden,Arkansas,3831
Crittenden,Kentucky,9381
Cross,Arkansas,3915
Crow Wing,Minnesota,200
Culpeper,Virginia,12227
Cumberland,North Carolina,17035
Cumberland,Illinois,12223
Cumberland,Maine,82021
Cumberland,Kentucky,7690
Cumberland,Virginia,8142
Cumberland,Tennessee,3461
Cumberland,Pennsylvania,43912
Cumberland,New Jersey,34665
Cuming,Nebraska,2964
Currituck,North Carolina,5131
Curry,Oregon,504
Cuyahoga,Ohio,132010
Dade,Florida,85
Dade,Missouri,8683
Dade,Georgia,3033
Dakota,Minnesota,16312
Dakota,Nebraska,2040
Dale,Alabama,11325
Dallas,Arkansas,5707
Dallas,Texas,13314
Dallas,Alabama,40705
Dallas,Missouri,8383
Dallas,Iowa,12019
Dane,Wisconsin,53096
Dare,North Carolina,2778
Darke,Ohio,32278
Darlington,South Carolina,26243
Dauphin,Pennsylvania,60740
Davidson,Tennessee,62897
Davidson,North Carolina,17414
Davie,North Carolina,9620
Daviess,Kentucky,20714
Daviess,Missouri,14410
Daviess,Indiana,16747
Davis,Iowa,15565
Davis,Kansas,5526
Dawson,Nebraska,103
Dawson,Georgia,4369
Dawson,Texas,N/a
De Kalb,Missouri,9858
De Kalb,Georgia,10014
De Kalb,Indiana,17167
De Kalb,Alabama,7126
De Kalb,Illinois,23265
De Kalb,Tennessee,11425
De Soto,Louisiana,14962
De Soto,Mississippi,32021
De Witt,Illinois,14768
De Witt,Texas,6443
Dearborn,Indiana,24116
Decatur,Iowa,12018
Decatur,Tennessee,7772
Decatur,Indiana,19053
Decatur,Georgia,15183
Defiance,Ohio,15719
Del Norte,California,2022
Delaware,Ohio,25175
Delaware,New York,42972
Delaware,Iowa,17432
Delaware,Pennsylvania,39403
Delaware,Indiana,19030
Delta,Michigan,2542
Dent,Missouri,6357
Denton,Texas,7251
Des Moines,Iowa,27256
Desha,Arkansas,6125
Dickinson,Iowa,1389
Dickinson,Kansas,3043
Dickson,Tennessee,9340
Dimmit,Texas,109
Dinwiddie,Virginia,30702
Dixon,Nebraska,1345
Doddridge,West Virginia,7076
Dodge,Minnesota,8598
Dodge,Nebraska,4212
Dodge,Wisconsin,47035
Doniphan,Kansas,13969
Dooly,Georgia,9790
Door,Wisconsin,4919
Dorchester,Maryland,19458
Dougherty,Georgia,11517
Douglas,Nebraska,19982
Douglas,Oregon,6066
Douglas,Illinois,13484
Douglas,Wisconsin,1122
Douglas,Colorado,1388
Douglas,Missouri,3915
Douglas,Nevada,1215
Douglas,Kansas,20592
Douglas,Minnesota,4239
Drew,Arkansas,9960
Du Page,Illinois,16685
Dubois,Indiana,12597
Dubuque,Iowa,38969
Dukes,Massachusetts,3787
Dunklin,Missouri,5982
Dunn,Wisconsin,9488
Duplin,North Carolina,15542
Dutchess,New York,74041
Duval,Florida,11921
Duval,Texas,1083
Dyer,Tennessee,13706
Early,Georgia,6998
East Baton Rouge,Louisiana,17816
East Feliciana,Louisiana,13499
Eastland,Texas,88
Eaton,Michigan,25171
Eau Claire,Wisconsin,10769
Echols,Georgia,1978
Edgar,Illinois,21450
Edgecombe,North Carolina,22970
Edgefield,South Carolina,42486
Edmonson,Kentucky,4459
Edwards,Texas,N/a
Edwards,Illinois,7565
Effingham,Illinois,15653
Effingham,Georgia,4214
El Dorado,California,10309
El Paso,Colorado,987
El Paso,Texas,3671
Elbert,Georgia,9249
Elizabeth City,Virginia,8303
Elk,Pennsylvania,8488
Elkhart,Indiana,26026
Elko,Nevada,3447
Elliott,Kentucky,4433
Ellis,Kansas,1336
Ellis,Texas,7514
Ellsworth,Kansas,1185
Elmore,Alabama,14477
Emanuel,Georgia,6134
Emmet,Iowa,1392
Emmet,Michigan,1211
Encinal,Texas,427
Erath,Texas,1801
Erie,New York,178699
Erie,Pennsylvania,65973
Erie,Ohio,28188
Escambia,Alabama,4041
Escambia,Florida,7817
Esmeralda,Nevada,1553
Essex,Massachusetts,200843
Essex,New York,29042
Essex,New Jersey,143839
Essex,Virginia,9927
Essex,Vermont,6811
Estill,Kentucky,9198
Etowah,Alabama,10109
Fairfax,Virginia,12952
Fairfield,South Carolina,19888
Fairfield,Connecticut,95276
Fairfield,Ohio,31138
Falls,Texas,9851
Fannin,Texas,13207
Fannin,Georgia,5429
Faribault,Minnesota,9940
Fauquier,Virginia,19690
Fayette,Georgia,8221
Fayette,Tennessee,26145
Fayette,West Virginia,6647
Fayette,Illinois,19638
Fayette,Pennsylvania,43284
Fayette,Alabama,7136
Fayette,Indiana,10476
Fayette,Texas,16863
Fayette,Iowa,16973
Fayette,Ohio,17170
Fayette,Kentucky,26656
Fentress,Tennessee,4717
Fillmore,Minnesota,24887
Fillmore,Nebraska,238
Fleming,Kentucky,13398
Floyd,Georgia,17230
Floyd,Iowa,10768
Floyd,Virginia,9824
Floyd,Kentucky,7877
Floyd,Indiana,23300
Fluvanna,Virginia,9875
Fond Du Lac,Wisconsin,46273
Ford,Illinois,9103
Ford,Kansas,427
Forest,Pennsylvania,4010
Forsyth,North Carolina,13050
Forsyth,Georgia,7983
Fort Bend,Texas,7114
Fort Randall,Nebraska,N/a
Fountain,Indiana,16389
Franklin,Kentucky,15300
Franklin,Indiana,20223
Franklin,Arkansas,9627
Franklin,Mississippi,7498
Franklin,Massachusetts,32635
Franklin,Nebraska,26
Franklin,Louisiana,5078
Franklin,Vermont,30291
Franklin,Georgia,7893
Franklin,Virginia,18264
Franklin,Kansas,10385
Franklin,Pennsylvania,45365
Franklin,Alabama,8006
Franklin,New York,30271
Franklin,Illinois,12652
Franklin,Iowa,4738
Franklin,Florida,1256
Franklin,Missouri,30098
Franklin,North Carolina,14134
Franklin,Ohio,63019
Franklin,Tennessee,14970
Franklin,Maine,18807
Frederick,Virginia,16596
Frederick,Maryland,47572
Freeborn,Minnesota,10578
Freestone,Texas,8139
Fremont,Iowa,11174
Fremont,Colorado,1064
Fresno,California,6336
Frio,Texas,309
Fulton,Ohio,17789
Fulton,Arkansas,4843
Fulton,Pennsylvania,9360
Fulton,New York,27064
Fulton,Georgia,33446
Fulton,Kentucky,6161
Fulton,Illinois,38291
Fulton,Indiana,12726
Gadsden,Florida,9802
Gage,Nebraska,3359
Gallatin,Kentucky,5074
Gallatin,Illinois,11134
Gallia,Ohio,25545
Galveston,Texas,15290
Garrard,Kentucky,10376
Gasconade,Missouri,10093
Gaston,North Carolina,12602
Gates,North Carolina,7724
Geauga,Ohio,14190
Genesee,New York,31606
Genesee,Michigan,33900
Geneva,Alabama,2959
Gentry,Missouri,11607
Georgetown,South Carolina,16161
Gibson,Tennessee,25666
Gibson,Indiana,17371
Giles,Tennessee,32413
Giles,Virginia,5875
Gillespie,Texas,3566
Gilmer,West Virginia,4338
Gilmer,Georgia,6644
Gilpin,Colorado,5490
Gladwin,Michigan,N/a
Glascock,Georgia,2736
Gloucester,New Jersey,21562
Gloucester,Virginia,10211
Glynn,Georgia,5376
Goliad,Texas,3628
Gonzales,Texas,8951
Goochland,Virginia,10313
Goodhue,Minnesota,22618
Gordon,Georgia,9268
Gove,Kansas,N/a
Grafton,New Hampshire,39103
Grainger,Tennessee,12421
Grand Isle,Vermont,4082
Grand Traverse,Michigan,4443
Grant,Minnesota,340
Grant,Indiana,18487
Grant,Nebraska,484
Grant,Arkansas,3943
Grant,Kentucky,9529
Grant,Wisconsin,37979
Grant,Louisiana,4517
Grant,Oregon,2251
Grant,West Virginia,4467
Granville,North Carolina,24831
Gratiot,Michigan,11810
Graves,Kentucky,19398
Grayson,Texas,14387
Grayson,Kentucky,11580
Grayson,Virginia,9587
Green,Kentucky,9379
Green,Nebraska,N/a
Green,Wisconsin,23611
Green Lake,Wisconsin,13195
Greenbrier,West Virginia,11417
Greene,Iowa,4627
Greene,Tennessee,21668
Greene,Georgia,12454
Greene,Ohio,28038
Greene,Mississippi,2038
Greene,Alabama,18399
Greene,Virginia,4634
Greene,Missouri,21549
Greene,North Carolina,8687
Greene,New York,31832
Greene,Illinois,20277
Greene,Pennsylvania,25887
Greene,Arkansas,7573
Greene,Indiana,19514
Greensville,Virginia,6362
Greenup,Kentucky,11463
Greenville,South Carolina,22262
Greenwood,Kansas,3484
Greenwood,Colorado,510
Grenada,Mississippi,10571
Grimes,Texas,13218
Grundy,Illinois,14938
Grundy,Tennessee,3250
Grundy,Missouri,10567
Grundy,Iowa,6399
Guadalupe,Texas,7282
Guernsey,Ohio,23838
Guilford,North Carolina,21736
Guthrie,Iowa,7061
Gwinnett,Georgia,12431
Habersham,Georgia,6322
Hale,Alabama,21792
Halifax,North Carolina,20408
Halifax,Virginia,27828
Hall,Nebraska,1057
Hall,Georgia,9607
Hamilton,Indiana,20882
Hamilton,Nebraska,130
Hamilton,Tennessee,17241
Hamilton,Iowa,6055
Hamilton,Illinois,13014
Hamilton,New York,2960
Hamilton,Texas,733
Hamilton,Florida,5749
Hamilton,Ohio,260370
Hampden,Massachusetts,78409
Hampshire,Massachusetts,44388
Hampshire,West Virginia,7643
Hancock,West Virginia,4363
Hancock,Kentucky,6591
Hancock,Tennessee,7148
Hancock,Maine,36495
Hancock,Mississippi,4239
Hancock,Indiana,15123
Hancock,Illinois,35935
Hancock,Iowa,999
Hancock,Ohio,23847
Hancock,Georgia,11317
Hanover,Virginia,16455
Haralson,Georgia,4004
Hardeman,Texas,N/a
Hardeman,Tennessee,18074
Hardin,Ohio,18714
Hardin,Illinois,5113
Hardin,Iowa,13684
Hardin,Tennessee,11768
Hardin,Texas,1460
Hardin,Kentucky,15705
Hardy,West Virginia,5518
Harford,Maryland,22605
Harlan,Kentucky,4415
Harnett,North Carolina,8895
Harris,Texas,17375
Harris,Georgia,13284
Harrison,Kentucky,12993
Harrison,Ohio,18682
Harrison,Missouri,14635
Harrison,West Virginia,16714
Harrison,Mississippi,5795
Harrison,Nebraska,631
Harrison,Texas,13241
Harrison,Indiana,19913
Harrison,Iowa,8931
Hart,Kentucky,13687
Hart,Georgia,6783
Hartford,Connecticut,109007
Haskell,Texas,N/a
Hawkins,Tennessee,15837
Hays,Texas,4088
Haywood,North Carolina,7921
Haywood,Tennessee,25094
Heard,Georgia,7866
Hempstead,Arkansas,13768
Henderson,Tennessee,14217
Henderson,Illinois,12582
Henderson,Kentucky,18457
Henderson,Texas,6786
Henderson,North Carolina,7706
Hendricks,Indiana,20277
Hennepin,Minnesota,31566
Henrico,Virginia,66179
Henry,Illinois,35506
Henry,Ohio,14028
Henry,Kentucky,11066
Henry,Tennessee,20380
Henry,Iowa,21463
Henry,Indiana,22986
Henry,Virginia,12303
Henry,Alabama,14191
Henry,Georgia,10102
Henry/rives,Missouri,17401
Herkimer,New York,39929
Hernando/benton,Florida,2938
Hertford,North Carolina,9273
Hickman,Kentucky,8453
Hickman,Tennessee,9856
Hickory,Missouri,6452
Hidalgo,Texas,2387
Highland,Virginia,4151
Highland,Ohio,29133
Hill,Texas,7453
Hillsborough,Florida,3216
Hillsborough,New Hampshire,64238
Hillsdale,Michigan,31684
Hinds,Mississippi,30488
Hocking,Ohio,17925
Holmes,Mississippi,19370
Holmes,Florida,1572
Holmes,Ohio,18177
Holt,Missouri,11652
Hood,Texas,2585
Hopkins,Kentucky,13827
Hopkins,Texas,12651
Horry,South Carolina,10721
Hot Spring,Arkansas,5877
Houghton,Michigan,13879
Houston,Georgia,20406
Houston,Minnesota,14936
Houston,Texas,8147
Howard,Maryland,14150
Howard,Kansas,2794
Howard,Missouri,17233
Howard,Indiana,15847
Howard,Iowa,6282
Howell,Missouri,4218
Hudson,New Jersey,129067
Huerfano,Colorado,2250
Humboldt,California,6140
Humboldt,Iowa,2596
Humboldt,Nevada,1916
Humphreys,Tennessee,9326
Hunt,Texas,10291
Hunter,Kansas,N/a
Hunterdon,New Jersey,36963
Huntingdon,Pennsylvania,31251
Huntington,Indiana,19036
Huron,Ohio,28532
Huron,Michigan,9049
Hyde,North Carolina,6445
Iberia,Louisiana,9042
Iberville,Louisiana,12347
Ida,Iowa,226
Independence,Arkansas,14566
Indiana,Pennsylvania,36138
Ingham,Michigan,25268
Inyo,California,1956
Ionia,Michigan,27681
Iosco,Michigan,3163
Iowa,Iowa,16644
Iowa,Wisconsin,24544
Iredell,North Carolina,16931
Iron,Missouri,6278
Iroquois,Illinois,25782
Irwin,Georgia,1837
Isabella,Michigan,4113
Isanti,Minnesota,2035
Isle Of Wight,Virginia,8320
Issaquena,Mississippi,6887
Itasca,Minnesota,96
Itawamba,Mississippi,7812
Izard,Arkansas,6806
Jack,Texas,694
Jackson,Georgia,11181
Jackson,Ohio,21759
Jackson,Iowa,22619
Jackson,Louisiana,7646
Jackson,Mississippi,4362
Jackson,Kansas,6053
Jackson,Florida,9528
Jackson,Nebraska,9
Jackson,Alabama,19410
Jackson,Michigan,36047
Jackson,Missouri,55041
Jackson,Minnesota,1825
Jackson,West Virginia,10300
Jackson,Texas,2278
Jackson,Illinois,19634
Jackson,Oregon,4778
Jackson,North Carolina,6683
Jackson,Wisconsin,7687
Jackson,Arkansas,7268
Jackson,Kentucky,4547
Jackson,Tennessee,12583
Jackson,Indiana,18974
James City,Virginia,4425
Jasper,Mississippi,10884
Jasper,Missouri,14928
Jasper,Illinois,11234
Jasper,Indiana,6354
Jasper,Iowa,22116
Jasper,Texas,4218
Jasper,Georgia,10439
Jay,Indiana,15000
Jefferson,Colorado,2390
Jefferson,Iowa,17839
Jefferson,Georgia,12190
Jefferson,Texas,1906
Jefferson,Alabama,12345
Jefferson,Kansas,12526
Jefferson,Illinois,17864
Jefferson,Nebraska,2440
Jefferson,Wisconsin,34040
Jefferson,Kentucky,118953
Jefferson,Louisiana,17767
Jefferson,Pennsylvania,21656
Jefferson,West Virginia,13219
Jefferson,Missouri,15380
Jefferson,Arkansas,15733
Jefferson,Tennessee,19476
Jefferson,Mississippi,13848
Jefferson,Ohio,29188
Jefferson,New York,65415
Jefferson,Indiana,29741
Jefferson,Florida,13398
Jennings,Indiana,16218
Jersey,Illinois,15054
Jessamine,Kentucky,8638
Jewell,Kansas,207
Jo Daviess,Illinois,27820
Johnson,Texas,4923
Johnson,Missouri,24648
Johnson,Kansas,13684
Johnson,Iowa,24898
Johnson,Tennessee,5852
Johnson,Arkansas,9152
Johnson,Georgia,2964
Johnson,Indiana,18366
Johnson,Illinois,11248
Johnson,Kentucky,7494
Johnson/johnston,Nebraska,3429
Johnston,North Carolina,16897
Jones,North Carolina,5002
Jones,Texas,N/a
Jones,Nebraska,N/a
Jones,Georgia,9436
Jones,Mississippi,3313
Jones,Iowa,19731
Josephine,Oregon,1204
Josh Bell,Kentucky,3731
Juneau,Wisconsin,12372
Juniata,Pennsylvania,17390
Kalamazoo,Michigan,32054
Kalkaska,Michigan,424
Kanabec,Minnesota,93
Kanawha,West Virginia,22349
