Year,City,State,Population,latitude,longitude
1890,Yonkers,NY,32033,40.93121,-73.898747
1890,Cincinnati,OH,296908,39.103118,-84.51202
1890,Cleveland,OH,261353,41.49932,-81.694361
1890,Columbus,OH,88150,39.961176,-82.998794
1890,Dayton,OH,61220,39.758948,-84.191607
1890,Springfield,OH,31895,39.924227,-83.808817
1890,Toledo,OH,81434,41.663938,-83.555212
1890,Youngstown,OH,33220,41.09978,-80.649519
1890,Portland,OR,46385,45.523062,-122.676482
1890,Allegheny,PA,105287,40.445081,-80.008775
1890,Erie,PA,40634,42.129224,-80.085059
1890,Harrisburg,PA,39385,40.273191,-76.886701
1890,Lancaster,PA,32011,40.037876,-76.305514
1890,Philadelphia,PA,1046964,39.952584,-75.165222
1890,Pittsburgh,PA,238617,40.440625,-79.995886
1890,Reading,PA,58661,40.335648,-75.926875
1890,Scranton,PA,75215,41.408969,-75.662412
1890,Wilkes-Barre,PA,37718,41.245915,-75.881307
1890,Providence,RI,132146,41.823989,-71.412834
1890,Charleston,SC,54955,32.776475,-79.931051
1890,Memphis,TN,64495,35.149534,-90.04898
1890,Nashville,TN,76168,36.162664,-86.781602
1890,Dallas,TX,38067,32.776664,-96.796988
1890,San Antonio,TX,37673,29.424122,-98.493628
1890,Salt Lake City,UT,44843,40.760779,-111.891047
1890,Norfolk,VA,34871,36.850769,-76.285873
1890,Richmond,VA,81388,37.540725,-77.436048
1890,Seattle,WA,42837,47.60621,-122.332071
1890,Tacoma,WA,36006,47.252877,-122.444291
1890,Milwaukee,WI,204468,43.038903,-87.906474
1890,Wheeling,WV,34522,40.063962,-80.720915
1900,Birmingham,AL,38415,33.520661,-86.80249
1900,Mobile,AL,38469,30.695366,-88.039891
1900,Little Rock,AR,38307,34.746481,-92.289595
1900,Los Angeles,CA,102479,34.052234,-118.243685
1900,Oakland,CA,66960,37.804364,-122.271114
1900,San Francisco,CA,342782,37.77493,-122.419416
1900,Denver,CO,133859,39.739236,-104.990251
1900,Bridgeport,CT,70996,41.186548,-73.195177
1900,Hartford,CT,79850,41.763711,-72.685093
1900,New Haven,CT,108027,41.308274,-72.927883
1900,Waterbury,CT,45859,41.558153,-73.051496
1900,Washington,DC,278718,38.907192,-77.036871
1900,Wilmington,DE,76508,39.739072,-75.539788
1900,Atlanta,GA,89872,33.748995,-84.387982
1900,Augusta,GA,39441,33.473498,-82.010515
1900,Savannah city GA,GA,54244,32.083541,-81.099834
1900,Honolulu,HI,39306,21.306944,-157.858333
1900,Des Moines,IA,62139,41.600545,-93.609106
1900,Chicago,IL,1698575,41.878114,-87.629798
1900,Peoria,IL,56100,40.693649,-89.588986
1900,Evansville,IN,59007,37.971559,-87.57109
1900,Fort Wayne,IN,45115,41.079273,-85.139351
1900,Indianapolis,IN,169164,39.768403,-86.158068
1900,Kansas City,KS,51418,39.114053,-94.627464
1900,Covington,KY,42938,39.083671,-84.508554
1900,Louisville,KY,204731,38.252665,-85.758456
1900,New Orleans,LA,287104,29.951066,-90.071532
1900,Boston,MA,560892,42.360083,-71.05888
1900,Brockton,MA,40063,42.083434,-71.018379
1900,Cambridge,MA,91886,42.373616,-71.109733
1900,Fall River,MA,104863,41.701491,-71.155045
1900,Holyoke,MA,45712,42.204259,-72.616201
1900,Lawrence,MA,62559,42.707035,-71.163114
1900,Lowell,MA,94969,42.633425,-71.316172
1900,Lynn,MA,68513,42.466763,-70.949494
1900,New Bedford,MA,62442,41.636215,-70.934205
1900,Somerville,MA,61643,42.387597,-71.099497
1900,Springfield,MA,62059,42.101483,-72.589811
1900,Worcester,MA,118421,42.262593,-71.802293
1900,Baltimore,MD,508957,39.290385,-76.612189
1900,Portland,ME,50145,43.661471,-70.255326
1900,Detroit,MI,285704,42.331427,-83.045754
1900,Grand Rapids,MI,87565,42.96336,-85.668086
1900,Saginaw,MI,42345,43.41947,-83.950807
1900,Duluth,MN,52969,46.786672,-92.100485
1900,Minneapolis,MN,202718,44.977753,-93.265011
1900,St. Paul,MN,163065,44.953703,-93.089958
1900,Kansas City,MO,163752,39.099727,-94.578567
1900,St. Joseph,MO,102979,39.767458,-94.846681
1900,St. Louis,MO,575238,38.627003,-90.199404
1900,Lincoln,NE,40169,40.810556,-96.680278
1900,Omaha,NE,102555,41.252363,-95.997988
1900,Manchester,NH,56987,42.99564,-71.454789
1900,Camden,NJ,75935,39.925946,-75.11962
1900,Elizabeth,NJ,52130,40.663992,-74.210701
1900,Hoboken,NJ,59364,40.743991,-74.032363
1900,Jersey City,NJ,206433,40.728157,-74.077642
1900,Newark,NJ,246070,40.735657,-74.172367
1900,Paterson,NJ,105171,40.916765,-74.171811
1900,Trenton,NJ,73307,40.217053,-74.742938
1900,Albany,NY,94151,42.652579,-73.756232
1900,Binghamton,NY,39647,42.098687,-75.917974
1900,Buffalo,NY,352387,42.886447,-78.878369
1900,New York,NY,3437202,40.712784,-74.005941
1900,Rochester,NY,162608,43.16103,-77.610922
1900,Syracuse,NY,108374,43.048122,-76.147424
1900,Troy,NY,60651,42.728412,-73.691785
1900,Utica,NY,56383,43.100903,-75.232664
1900,Yonkers,NY,47931,40.93121,-73.898747
1900,Akron,OH,42728,41.081445,-81.519005
1900,Cincinnati,OH,325902,39.103118,-84.51202
1900,Cleveland,OH,381768,41.49932,-81.694361
1900,Columbus,OH,125560,39.961176,-82.998794
1900,Dayton,OH,85333,39.758948,-84.191607
1900,Toledo,OH,131822,41.663938,-83.555212
1900,Youngstown,OH,44885,41.09978,-80.649519
1900,Portland,OR,90426,45.523062,-122.676482
1900,Allegheny,PA,129896,40.445081,-80.008775
1900,Altoona,PA,38973,40.518681,-78.394736
1900,Erie,PA,52733,42.129224,-80.085059
1900,Harrisburg,PA,50167,40.273191,-76.886701
1900,Lancaster,PA,41459,40.037876,-76.305514
1900,Philadelphia,PA,1293697,39.952584,-75.165222
1900,Pittsburgh,PA,321616,40.440625,-79.995886
1900,Reading,PA,78961,40.335648,-75.926875
1900,Scranton,PA,102026,41.408969,-75.662412
1900,Wilkes-Barre,PA,51721,41.245915,-75.881307
1900,Pawtucket,RI,39231,41.878711,-71.382556
1900,Providence,RI,175597,41.823989,-71.412834
1900,Charleston,SC,55807,32.776475,-79.931051
1900,Memphis,TN,102320,35.149534,-90.04898
1900,Nashville,TN,80865,36.162664,-86.781602
1900,Dallas,TX,42638,32.776664,-96.796988
1900,Houston,TX,44633,29.760427,-95.369803
1900,San Antonio,TX,53321,29.424122,-98.493628
1900,Salt Lake City,UT,53531,40.760779,-111.891047
1900,Norfolk,VA,46624,36.850769,-76.285873
1900,Richmond,VA,85050,37.540725,-77.436048
1900,Seattle,WA,80671,47.60621,-122.332071
1900,Milwaukee,WI,285315,43.038903,-87.906474
1900,Wheeling,WV,38878,40.063962,-80.720915
