County-Level Results For 1890

county,state,population
Hardeman,Tennessee,21029
Hardin,Kentucky,21304
Hardin,Ohio,28939
Hardin,Iowa,19003
Hardin,Texas,3956
Hardin,Illinois,7234
Hardin,Tennessee,17698
Harding,South Dakota,167
Hardy,West Virginia,7567
Harford,Maryland,28993
Harlan,Nebraska,8158
Harlan,Kentucky,6197
Harnett,North Carolina,13700
Harney,Oregon,2559
Harper,Kansas,13266
Harris,Georgia,16797
Harris,Texas,37249
Harrison,Iowa,21356
Harrison,Indiana,20786
Harrison,Texas,26721
Harrison,Missouri,21033
Harrison,Mississippi,12481
Harrison,Nebraska,-2
Harrison,Kentucky,16914
Harrison,Ohio,20830
Harrison,West Virginia,21919
Hart,Georgia,10887
Hart,Kentucky,16439
Hartford,Connecticut,147180
Hartley,Texas,252
Harvey,Kansas,17601
Haskell,Kansas,1077
Haskell,Texas,1665
Hawkins,Tennessee,22246
Hayes,Nebraska,3953
Hays,Texas,11352
Haywood,Tennessee,23558
Haywood,North Carolina,13346
Heard,Georgia,9557
Hemphill,Texas,519
Hempstead,Arkansas,22796
Henderson,North Carolina,12589
Henderson,Texas,12285
Henderson,Kentucky,29536
Henderson,Tennessee,16336
Henderson,Illinois,9876
Hendricks,Indiana,21498
Hennepin,Minnesota,185294
Henrico,Virginia,103394
Henry,Virginia,18208
Henry,Illinois,33338
Henry,Alabama,24847
Henry,Ohio,25080
Henry,Kentucky,14164
Henry,Tennessee,21070
Henry,Indiana,23879
Henry,Georgia,16220
Henry,Iowa,18895
Henry/rives,Missouri,28235
Herkimer,New York,45608
Hernando/benton,Florida,2476
Hertford,North Carolina,13851
Hettinger,North Dakota,81
Hickman,Tennessee,14499
Hickman,Kentucky,11637
Hickory,Missouri,9453
Hidalgo,Texas,6534
Highland,Ohio,29048
Highland,Virginia,5352
Hill,Texas,27583
Hillsborough,Florida,14941
Hillsborough,New Hampshire,93247
Hillsdale,Michigan,30660
Hinds,Mississippi,39279
Hinsdale,Colorado,862
Hitchcock,Nebraska,5799
Hocking,Ohio,22658
Hockley,Texas,-2
Hodgeman,Kansas,2395
Holmes,Ohio,21139
Holmes,Mississippi,30970
Holmes,Florida,4336
Holt,Nebraska,13672
Holt,Missouri,15469
Hood,Texas,7614
Hooker,Nebraska,426
Hopkins,Kentucky,23505
Hopkins,Texas,20572
Horry,South Carolina,19256
Hot Spring,Arkansas,11603
Houghton,Michigan,35389
Houston,Texas,19360
Houston,Minnesota,14653
Houston,Georgia,21613
Houston,Tennessee,5390
Howard,Nebraska,9430
Howard,Kansas,-2
Howard,Arkansas,13789
Howard,North Dakota,-2
Howard,Indiana,26186
Howard,Missouri,17371
Howard,Texas,1210
Howard,Maryland,16269
Howard,Iowa,11182
Howell,Missouri,18618
Hubbard,Minnesota,1412
Hudson,New Jersey,275126
Huerfano,Colorado,6882
Hughes,South Dakota,5044
Humboldt,California,23469
Humboldt,Nevada,3434
Humboldt,Iowa,9836
Humphreys,Tennessee,11720
Hunt,Texas,31885
Hunterdon,New Jersey,35355
Huntingdon,Pennsylvania,35751
Huntington,Indiana,27644
Huron,Michigan,28545
Huron,Ohio,31949
Hutchinson,South Dakota,10469
Hutchinson,Texas,58
Hyde,North Carolina,8903
Hyde,South Dakota,1860
Iberia,Louisiana,20997
Iberville,Louisiana,21848
Ida,Iowa,10705
Idaho,Idaho,2955
Independence,Arkansas,21961
Indiana,Pennsylvania,42175
Ingham,Michigan,37666
Inyo,California,3544
Ionia,Michigan,32801
Iosco,Michigan,15224
Iowa,Iowa,18270
Iowa,Wisconsin,22117
Iredell,North Carolina,25462
Irion,Texas,870
Iron,Utah,2683
Iron,Michigan,4432
Iron,Missouri,9119
Iroquois,Illinois,35167
Irwin,Georgia,6316
Isabella,Michigan,18784
Isanti,Minnesota,7607
Island,Washington,1787
Isle Of Wight,Virginia,11313
Isle Royale,Michigan,135
Issaquena,Mississippi,12318
Itasca,Minnesota,743
Itawamba,Mississippi,11708
Izard,Arkansas,13038
Jack,Texas,9740
Jackson,Tennessee,13325
Jackson,Florida,17544
Jackson,Iowa,22771
Jackson,Alabama,28026
Jackson,Michigan,45031
Jackson,Arkansas,15179
Jackson,North Carolina,9512
Jackson,Kentucky,8261
Jackson,Missouri,160510
Jackson,Nebraska,-2
Jackson,Kansas,14626
Jackson,Oregon,11455
Jackson,Mississippi,11251
Jackson,South Dakota,30
Jackson,West Virginia,19021
Jackson,Louisiana,7453
Jackson,Georgia,19176
Jackson,Texas,3281
Jackson,Wisconsin,15797
Jackson,Indiana,24139
Jackson,Illinois,27809
Jackson,Minnesota,8924
Jackson,Ohio,28408
James,Tennessee,4903
James City,Virginia,5643
Jasper,Mississippi,14785
Jasper,Texas,5592
Jasper,Georgia,13879
Jasper,Illinois,18188
Jasper,Iowa,24943
Jasper,Indiana,11185
Jasper,Missouri,50500
Jay,Indiana,23478
Jayne,South Dakota,N/a
Jeff Davis,Texas,1394
Jefferson,Illinois,22590
Jefferson,Pennsylvania,44005
Jefferson,West Virginia,15553
Jefferson,Texas,5857
Jefferson,Colorado,8450
Jefferson,Montana,6026
Jefferson,Ohio,39415
Jefferson,Missouri,22484
Jefferson,Louisiana,13221
Jefferson,Tennessee,16478
Jefferson,Kansas,16620
Jefferson,Wisconsin,33530
Jefferson,Arkansas,40881
Jefferson,Washington,8368
Jefferson,Iowa,15184
Jefferson,Georgia,17213
Jefferson,Mississippi,18947
Jefferson,Nebraska,14850
Jefferson,New York,68806
Jefferson,Kentucky,188598
Jefferson,Indiana,24507
Jefferson,Alabama,88501
Jefferson,Florida,15757
Jennings,Indiana,14608
Jerauld,South Dakota,3605
Jersey,Illinois,14810
Jessamine,Kentucky,11248
Jewell,Kansas,19349
Jo Daviess,Illinois,25101
Johnson,Indiana,19561
Johnson,Missouri,28132
Johnson,Arkansas,16758
Johnson,Kansas,17385
Johnson,Illinois,15013
Johnson,Georgia,6129
Johnson,Tennessee,8858
Johnson,Iowa,23082
Johnson,Texas,22313
Johnson,Kentucky,11027
Johnson,Wyoming,2357
Johnson/johnston,Nebraska,10333
Johnston,North Carolina,27239
Jones,Georgia,12709
Jones,Texas,3797
Jones,North Carolina,7403
Jones,Iowa,20233
Jones,Mississippi,8333
Josephine,Oregon,4878
Juab,Utah,5582
Juneau,Wisconsin,17121
Juniata,Pennsylvania,16655
Kalamazoo,Michigan,39273
Kalkaska,Michigan,5160
Kanabec,Minnesota,1579
Kanawha,West Virginia,42756
Kandiyohi,Minnesota,13997
Kane,Utah,1685
Kane,Illinois,65061
Kankakee,Illinois,28732
Karnes,Texas,3637
Kaufman,Texas,21598
Kearney,Nebraska,9061
Kearny,Kansas,1571
Keith,Nebraska,2556
Kemper,Mississippi,17961
Kendall,Texas,3826
Kendall,Illinois,12106
Kennebec,Maine,57012
Kenosha,Wisconsin,15581
Kent,Texas,324
Kent,Rhode Island,26754
Kent,Delaware,32664
Kent,Maryland,17471
Kent,Michigan,109922
Kenton,Kentucky,54161
Keokuk,Iowa,23862
Kern,California,9808
Kerr,Texas,4462
Kershaw,South Carolina,22361
Kewaunee,Wisconsin,16153
Keweenaw,Michigan,2894
Keya Paha,Nebraska,3920
Kidder,North Dakota,1211
Kimball,Nebraska,959
Kimble,Texas,2243
King,Texas,173
King,Washington,63989
King And Queen,Virginia,9669
King George,Virginia,6641
King William,Virginia,9605
Kingman,Kansas,11823
Kings,New York,838547
Kingsbury,South Dakota,8562
Kinney,Texas,3781
Kiowa,Kansas,2873
Kiowa,Colorado,1243
Kit Carson,Colorado,2472
Kitsap,Washington,4624
Kittitas,Washington,8777
Kittson/pembina,Minnesota,5387
Klamath,Oregon,2444
Klamath,California,-2
Klickitat,Washington,5167
Knott,Kentucky,5438
Knox,Tennessee,59557
Knox,Texas,1134
Knox,Indiana,28044
Knox,Illinois,38752
Knox,Ohio,27600
Knox,Missouri,13501
Knox,Kentucky,13762
Knox,Maine,31473
Knox/l'eau Qui Co,Nebraska,8582
Kootenai,Idaho,4108
Kosciusko,Indiana,28645
Kossuth,Iowa,13120
La Crosse,Wisconsin,38801
La Moure,North Dakota,3187
La Plata,Colorado,5509
La Porte,Indiana,34445
La Salle,Texas,2139
La Salle,Illinois,80798
Labette,Kansas,27586
Lac Qui Parle,Minnesota,10382
Lackawanna,Pennsylvania,142088
Laclede,Missouri,14721
Lafayette,Arkansas,7700
Lafayette,Missouri,30184
Lafayette,Louisiana,15966
Lafayette,Florida,3686
Lafayette,Mississippi,20553
Lafayette,Wisconsin,20265
Lafourche,Louisiana,22095
Lagrange,Indiana,15615
Lake,Ohio,18235
Lake,Indiana,23886
Lake,South Dakota,7508
Lake,Illinois,24235
Lake,California,7101
Lake,Michigan,6505
Lake,Oregon,2604
Lake,Tennessee,5304
Lake,Minnesota,1299
Lake,Florida,8034
Lake,Colorado,14663
Lamar,Texas,37302
Lamar/sanford,Alabama,14187
Lamb,Texas,4
Lamoille,Vermont,12831
Lampasas,Texas,7584
Lancaster,Virginia,7191
Lancaster,Pennsylvania,149095
Lancaster,South Carolina,20761
Lancaster,Nebraska,76395
Lander,Nevada,2266
Lane,Kansas,2060
Lane,Oregon,15198
Langlade,Wisconsin,9465
Lapeer,Michigan,29213
Laramie,Wyoming,16777
Larimer,Colorado,9712
Larue,Kentucky,9433
Las Animas,Colorado,17208
Lassen,California,4239
Latah,Idaho,9173
Lauderdale,Tennessee,18756
Lauderdale,Alabama,23739
Lauderdale,Mississippi,29661
Laurel,Kentucky,13747
Laurens,Georgia,13747
Laurens,South Carolina,31610
Lavaca,Texas,21887
Lawrence,Indiana,19792
Lawrence,Kentucky,17702
Lawrence,Arkansas,12984
Lawrence,Pennsylvania,37517
Lawrence,Missouri,26228
Lawrence,Illinois,14693
Lawrence,Ohio,39556
Lawrence,Tennessee,12286
Lawrence,South Dakota,11673
Lawrence,Alabama,20725
Lawrence,Mississippi,12318
Le Sueur,Minnesota,19057
Leake,Mississippi,14803
Leavenworth,Kansas,38485
Lebanon,Pennsylvania,48131
Lee,Kentucky,6205
Lee,Alabama,28694
Lee,Mississippi,20040
Lee,Florida,1414
Lee,Texas,11952
Lee,Iowa,37715
Lee,Virginia,18216
Lee,Georgia,9074
Lee,Arkansas,18886
Lee,Illinois,26187
Leelanau,Michigan,7944
Leflore,Mississippi,16869
Lehigh,Pennsylvania,76631
Lemhi,Idaho,1915
Lenawee,Michigan,48448
Lenoir,North Carolina,14879
Leon,Florida,17752
Leon,Texas,13841
Leslie,Kentucky,3964
Letcher,Kentucky,6920
Levy,Florida,6586
Lewis,New York,29806
Lewis,Kentucky,14803
Lewis,Washington,11499
Lewis,West Virginia,15895
Lewis,Missouri,15935
Lewis,Tennessee,2555
Lewis And Clark,Montana,19145
Lexington,South Carolina,22181
Liberty,Georgia,12887
Liberty,Florida,1452
Liberty,Texas,4230
Licking,Ohio,43279
Limestone,Alabama,21201
Limestone,Texas,21678
Lincoln,Mississippi,17912
Lincoln,Washington,9312
Lincoln,Kentucky,15962
Lincoln,West Virginia,11246
Lincoln,North Carolina,12586
Lincoln,Colorado,689
Lincoln,Georgia,6146
Lincoln,Arkansas,10255
Lincoln,Tennessee,27382
Lincoln,Nevada,2466
Lincoln,Nebraska,10441
Lincoln,Missouri,18346
Lincoln,South Dakota,9143
Lincoln,Kansas,9709
Lincoln,Louisiana,14753
Lincoln,Minnesota,5691
Lincoln,Wisconsin,12008
Lincoln,Maine,21996
Linn,Kansas,17215
Linn,Iowa,45303
Linn,Oregon,16265
Linn,Missouri,24121
Lipscomb,Texas,632
Litchfield,Connecticut,53542
Little River,Arkansas,8903
Live Oak,Texas,2055
Livingston,New York,37801
Livingston,Missouri,20668
Livingston,Louisiana,5769
Livingston,Kentucky,9474
Livingston,Illinois,38455
Livingston,Michigan,20858
Llano,Texas,6772
Logan,Kentucky,23812
Logan,North Dakota,597
Logan,Idaho,4169
Logan,Illinois,25489
Logan,Colorado,3070
Logan,Arkansas,20774
Logan,Nebraska,1378
Logan,West Virginia,11101
Logan,Kansas,3384
Logan,Ohio,27386
Lonoke,Arkansas,19263
Lorain,Ohio,40295
Los Angeles,California,101454
Loudon,Tennessee,9273
Loudoun,Virginia,23274
Louisa,Virginia,16997
Louisa,Iowa,11873
Loup,Nebraska,1662
Loving,Texas,3
Lowndes,Alabama,31550
Lowndes,Georgia,15102
Lowndes,Mississippi,27047
Lubbock,Texas,33
Lucas,Ohio,102296
Lucas,Iowa,14563
Luce,Michigan,2455
Lugenbeel,South Dakota,N/a
Lumpkin,Georgia,6867
Lunenburg,Virginia,11372
Luzerne,Pennsylvania,201203
Lycoming,Pennsylvania,70579
Lyman,South Dakota,233
Lynn,Texas,24
Lyon,Kentucky,7628
Lyon,Nevada,1987
Lyon,Nebraska,-2
Lyon,Minnesota,9501
Lyon,Kansas,23196
Lyon/buncombe,Iowa,8680
Mackinac/michilim,Michigan,7830
Macomb,Michigan,31813
Macon,Tennessee,10878
Macon,Illinois,38083
Macon,Alabama,18439
Macon,North Carolina,10102
Macon,Georgia,13183
Macon,Missouri,30575
Macoupin,Illinois,40380
Madison,New York,42892
Madison,Mississippi,27321
Madison,Nebraska,13669
Madison,Virginia,10225
Madison,Florida,14316
Madison,Indiana,36487
Madison,Missouri,9268
Madison,Texas,8512
Madison,Georgia,11024
Madison,Alabama,38119
Madison,Ohio,20057
Madison,Illinois,51535
Madison,Arkansas,17402
Madison,North Carolina,17805
Madison,Montana,4692
Madison,Tennessee,30497
Madison,Louisiana,14135
Madison,Iowa,15977
Madison,Kentucky,24348
Magoffin,Kentucky,9196
Mahaska,Iowa,28805
Mahoning,Ohio,55979
Malheur,Oregon,2601
Manatee,Florida,2895
Manistee,Michigan,24230
Manitou,Michigan,860
Manitowoc,Wisconsin,37831
Marathon,Wisconsin,30369
Marengo,Alabama,33095
Maries,Missouri,8600
Marin,California,13072
Marinette,Wisconsin,20304
Marion,Georgia,7728
Marion,West Virginia,20721
Marion,Mississippi,9532
Marion,Indiana,141156
Marion,Kansas,20539
Marion,South Carolina,29976
Marion,Alabama,11347
Marion,Iowa,23058
Marion,Texas,10862
Marion,Oregon,22934
Marion,Tennessee,15411
Marion,Illinois,24341
Marion,Kentucky,15648
Marion,Arkansas,10390
Marion,Missouri,26233
Marion,Ohio,24727
Marion,Florida,20796
Mariposa,California,3787
Marlboro,South Carolina,23500
Marquette,Wisconsin,9676
Marquette,Michigan,39521
Marshall,South Dakota,4544
Marshall,Indiana,23818
Marshall,Alabama,18935
Marshall,Kentucky,11287
Marshall,Iowa,25842
Marshall,West Virginia,20735
Marshall,Mississippi,26043
Marshall,Kansas,23912
Marshall,Illinois,13653
Marshall,Tennessee,18906
Marshall,Minnesota,9130
Martin,South Dakota,7
Martin,North Carolina,15221
Martin,Kentucky,4209
Martin,Texas,264
Martin,Minnesota,9403
Martin,Indiana,13973
Mason,West Virginia,22863
Mason,Washington,2826
Mason,Kentucky,20773
Mason,Texas,5180
Mason,Michigan,16385
Mason,Illinois,16067
Massac,Illinois,11313
Matagorda,Texas,3985
Mathews,Virginia,7584
Maury,Tennessee,38112
Maverick,Texas,3698
Mccook,South Dakota,6448
Mccracken,Kentucky,21051
Mcculloch,Texas,3217
Mcdonald,Missouri,11283
Mcdonough,Illinois,27467
Mcdowell,West Virginia,7300
Mcdowell,North Carolina,10939
Mcduffie,Georgia,8789
Mchenry,North Dakota,1584
Mchenry,Illinois,26114
Mcintosh,North Dakota,3248
Mcintosh,Georgia,6470
Mckean,Pennsylvania,46863
Mckenzie,North Dakota,3
Mclean,North Dakota,860
Mclean,Illinois,63036
Mclean,Kentucky,9887
Mclennan,Texas,39204
Mcleod,Minnesota,17026
Mcminn,Tennessee,17890
Mcmullen,Texas,1038
Mcnairy,Tennessee,15510
Mcpherson,South Dakota,5940
Mcpherson,Nebraska,401
Mcpherson,Kansas,21614
Meade,Kentucky,9484
Meade,Kansas,2542
Meade,South Dakota,4640
Meagher,Montana,4749
Mecklenburg,Virginia,25359
Mecklenburg,North Carolina,42673
Mecosta,Michigan,19697
Medina,Texas,5730
Medina,Ohio,21742
Meeker,Minnesota,15456
Meigs,Ohio,29813
Meigs,Tennessee,6930
Menard,Illinois,13120
Menard,Texas,1215
Mendocino,California,17612
Menifee,Kentucky,4666
Menominee,Michigan,33639
Merced,California,8085
Mercer,North Dakota,428
Mercer,Illinois,18545
Mercer,Missouri,14581
Mercer,West Virginia,16002
Mercer,New Jersey,79978
Mercer,Ohio,27220
Mercer,Pennsylvania,55744
Mercer,Kentucky,15034
Meriwether,Georgia,20740
Merrick,Nebraska,8758
Merrimack,New Hampshire,49435
Mesa,Colorado,4260
Metcalfe,Kentucky,9871
Meyer,South Dakota,N/a
Miami,Ohio,39754
Miami,Indiana,25823
Miami/lykins,Kansas,19614
Middlesex,New Jersey,61754
Middlesex,Virginia,7458
Middlesex,Connecticut,39524
Middlesex,Massachusetts,431167
Midland,Michigan,10657
Midland,Texas,1033
Mifflin,Pennsylvania,19996
Milam,Texas,24773
Millard,Utah,4033
Mille Lacs,Minnesota,2845
Miller,Georgia,4275
Miller,Arkansas,14714
Miller,Missouri,14162
Mills,Texas,5493
Mills,Iowa,14548
Milton,Georgia,6208
Milwaukee,Wisconsin,236101
Miner,South Dakota,5165
Mineral,West Virginia,12085
Minnehaha,South Dakota,21879
Missaukee,Michigan,5048
Mississippi,Arkansas,11635
Mississippi,Missouri,10134
Missoula,Montana,14427
Mitchell,Georgia,10906
Mitchell,Texas,2059
Mitchell,North Carolina,12807
Mitchell,Iowa,13299
Mitchell,Kansas,15037
Mobile,Alabama,51587
Modoc,California,4986
Moniteau,Missouri,15630
Monmouth,New Jersey,69128
Mono,California,2002
Monona,Iowa,14515
Monongalia,West Virginia,15705
Monongalia,Minnesota,-2
Monroe,Ohio,25175
Monroe,Michigan,32337
Monroe,Georgia,19137
Monroe,Wisconsin,23211
Monroe,Alabama,18990
Monroe,Iowa,13666
Monroe,Arkansas,15336
Monroe,Indiana,17673
Monroe,New York,189586
Monroe,Nebraska,-2
Monroe,Illinois,12948
Monroe,Pennsylvania,20111
Monroe,Mississippi,30730
Monroe,West Virginia,12429
Monroe,Missouri,20790
Monroe,Florida,18786
Monroe,Kentucky,10989
Monroe,Tennessee,15329
Montague,Texas,18863
Montcalm,Michigan,32637
Monterey,California,18637
Montezuma,Colorado,1529
Montgomery,Maryland,27185
Montgomery,Arkansas,7923
Montgomery,Kentucky,12367
Montgomery,Indiana,28025
Montgomery,Tennessee,29697
Montgomery,New York,45699
Montgomery,Iowa,15848
Montgomery,Mississippi,14459
Montgomery,Virginia,17742
Montgomery,Kansas,23104
Montgomery,North Carolina,11239
Montgomery,Georgia,9248
Montgomery,Texas,11765
Montgomery,Alabama,56172
Montgomery,Missouri,16850
Montgomery,Illinois,30003
Montgomery,Pennsylvania,123290
Montgomery,Ohio,100852
Montmorency,Michigan,1487
Montour,Pennsylvania,15645
Montrose,Colorado,3980
Moody,South Dakota,5941
Moore,Texas,15
Moore,Tennessee,5975
Moore,North Carolina,20479
Morehouse,Louisiana,16786
Morgan,Tennessee,7639
Morgan,Indiana,18643
Morgan,Ohio,19143
Morgan,West Virginia,6744
Morgan,Missouri,12311
Morgan,Colorado,1601
Morgan,Illinois,32636
Morgan,Utah,1780
Morgan,Kentucky,11249
Morgan,Georgia,16041
Morgan/cotaco,Alabama,24089
Morris,Kansas,11381
Morris,Texas,6580
Morris,New Jersey,54101
Morrison,Minnesota,13325
Morrow,Ohio,18120
Morrow,Oregon,4205
Morton,Kansas,724
Morton,North Dakota,4728
Motley,Texas,139
Moultrie,Illinois,14481
Mountrail,North Dakota,122
Mower,Minnesota,18019
Muhlenberg,Kentucky,17955
Multnomah,Oregon,74884
Murray,Georgia,8461
Murray,Minnesota,6692
Muscatine,Iowa,24504
Muscogee,Georgia,27761
Muskegon,Michigan,40013
Muskingum,Ohio,51210
Nacogdoches,Texas,15984
Nance,Nebraska,5773
Nansemond,Virginia,19692
Nantucket,Massachusetts,3268
Napa,California,16411
Nash,North Carolina,20707
Nassau,Florida,8294
Natchitoches,Louisiana,25836
Natrona,Wyoming,1094
Navarro,Texas,26373
Nelson,Virginia,15336
Nelson,Kentucky,16417
Nelson,North Dakota,4293
Nemaha,Nebraska,12930
Nemaha,Kansas,19249
Neosho/dorn,Kansas,18561
Neshoba,Mississippi,11146
Ness,Kansas,4944
Nevada,California,17369
Nevada,Arkansas,14832
New Castle,Delaware,97182
New Hanover,North Carolina,24026
New Haven,Connecticut,209058
New Kent,Virginia,5511
New London,Connecticut,76634
New Madrid,Missouri,9317
New York,New York,1515301
Newaygo,Michigan,20476
Newberry,South Carolina,26434
Newport,Rhode Island,28552
Newton,Georgia,14310
Newton,Arkansas,9950
Newton,Texas,4650
Newton,Mississippi,16625
Newton,Missouri,22108
Newton,Indiana,8803
Nez Perce,Idaho,2847
Niagara,New York,62491
Nicholas,West Virginia,9309
Nicholas,Kentucky,10764
Nicollet,Minnesota,13382
Noble,Indiana,23359
Noble,Ohio,20753
Nobles,Minnesota,7958
Nodaway,Missouri,30914
Nolan,Texas,1573
Norfolk,Massachusetts,118950
Norfolk,Virginia,77038
Norman,Minnesota,10618
Northampton,Pennsylvania,84220
Northampton,North Carolina,21242
Northampton,Virginia,10313
Northumberland,Pennsylvania,74698
Northumberland,Virginia,7885
Norton,Kansas,10617
Nottoway,Virginia,11582
Nowlin,South Dakota,149
Noxubee,Mississippi,27338
Nuckolls,Nebraska,11417
Nueces,Texas,8093
Nye,Nevada,1290
O Brien,Iowa,13060
Oakland,Michigan,41245
Obion,Tennessee,27273
Ocean,New Jersey,15974
Oceana,Michigan,15698
Ochiltree,Texas,198
Oconee,Georgia,7713
Oconee,South Carolina,18687
Oconto,Wisconsin,15009
Ogemaw,Michigan,5583
Ogle,Illinois,28710
Oglethorpe,Georgia,16951
Ohio,Indiana,4955
Ohio,West Virginia,41557
Ohio,Kentucky,22946
Okanogan,Washington,1467
Oktibbeha,Mississippi,17694
Oldham,Texas,270
Oldham,Kentucky,6754
Oliver,North Dakota,464
Olmsted,Minnesota,19806
Oneida,New York,122922
Oneida,Wisconsin,5010
Oneida,Idaho,6819
Onondaga,New York,146247
Onslow,North Carolina,10303
Ontario,New York,48453
Ontonagon,Michigan,3756
Orange,New York,97859
Orange,North Carolina,14948
Orange,Indiana,14678
Orange,Virginia,12814
Orange,Texas,4770
Orange,Vermont,19575
Orange,California,13589
Orange/mosquito,Florida,12584
Orangeburg,South Carolina,49393
Oregon,Missouri,10467
Orleans,Louisiana,242039
Orleans,Vermont,22101
Orleans,New York,30803
Ormsby,Nevada,4883
Osage,Kansas,25062
Osage,Missouri,13080
Osborne,Kansas,12083
Osceola,Iowa,5574
Osceola,Michigan,14630
Osceola,Florida,3133
Oscoda,Michigan,1904
Oswego,New York,71883
Otero,Colorado,4192
Otoe,Nebraska,25403
Otsego,New York,50861
Otsego,Michigan,4272
Ottawa,Michigan,35358
Ottawa,Ohio,21974
Ottawa,Kansas,12581
Otter Tail,Minnesota,34232
Ouachita,Arkansas,17033
Ouachita,Louisiana,17985
Ouray,Colorado,6510
Outagamie,Wisconsin,38690
Overton,Tennessee,12039
Owen,Kentucky,17676
Owen,Indiana,15040
Owsley,Kentucky,5975
Owyhee,Idaho,2021
Oxford,Maine,30586
Ozark,Missouri,9795
Ozaukee,Wisconsin,14943
Pacific,Washington,4358
Page,Virginia,13092
Page,Iowa,21341
Palo Alto,Iowa,9318
Palo Pinto,Texas,8320
Pamlico,North Carolina,7146
Panola,Mississippi,26977
Panola,Texas,14328
Park,Montana,6881
Park,Colorado,3548
Parke,Indiana,20296
Parker,Texas,21682
Parmer,Texas,7
Pasco,Florida,4249
Pasquotank,North Carolina,10748
Passaic,New Jersey,105046
Patrick,Virginia,14147
Paulding,Georgia,11948
Paulding,Ohio,25932
Pawnee,Kansas,5204
Pawnee,Nebraska,10340
Pearl River,Mississippi,2957
Pecos,Texas,1326
Pembina,North Dakota,14334
Pemiscot,Missouri,5975
Pender,North Carolina,12514
Pendleton,West Virginia,8711
Pendleton,Kentucky,16346
Pennington,South Dakota,6540
Penobscot,Maine,72865
Peoria,Illinois,70378
Pepin,Wisconsin,6932
Perkins,Nebraska,4364
Perquimans,North Carolina,9293
Perry,Tennessee,7785
Perry,Pennsylvania,26276
Perry,Illinois,17529
Perry,Indiana,18240
Perry,Arkansas,5538
Perry,Ohio,31151
Perry,Mississippi,6494
Perry,Missouri,13237
Perry,Alabama,29332
Perry,Kentucky,6331
Person,North Carolina,15151
Petersburg,Virginia,22680
Pettis,Missouri,31151
Phelps,Nebraska,9869
Phelps,Missouri,12636
Philadelphia,Pennsylvania,1046964
Phillips,Arkansas,25341
Phillips,Kansas,13661
Phillips,Colorado,2642
Piatt,Illinois,17062
Pickaway,Ohio,26959
Pickens,Alabama,22470
Pickens,Georgia,8182
Pickens,South Carolina,16389
Pickett,Tennessee,4736
Pierce,Wisconsin,20385
Pierce,North Dakota,905
Pierce,Nebraska,4864
Pierce,Georgia,6379
Pierce,Washington,50940
Pike,Pennsylvania,9412
Pike,Missouri,26321
Pike,Georgia,16300
Pike,Kentucky,17378
Pike,Indiana,18544
Pike,Alabama,24423
Pike,Illinois,31000
Pike,Mississippi,21203
Pike,Ohio,17482
Pike,Arkansas,8537
Pine,Minnesota,4052
Pipestone,Minnesota,5132
Piscataquis,Maine,16134
Pitkin,Colorado,8929
Pitt,North Carolina,25519
Pittsylvania,Virginia,59941
Piute,Utah,2842
Placer,California,15101
Plaquemines,Louisiana,12541
Platt,South Dakota,34
Platte,Missouri,16248
Platte,Nebraska,15437
Pleasants,West Virginia,7539
Plumas,California,4933
Plymouth,Iowa,19568
Plymouth,Massachusetts,92700
Pocahontas,West Virginia,6814
Pocahontas,Iowa,9553
Poinsett,Arkansas,4272
Pointe Coupee,Louisiana,19613
Polk,Arkansas,9283
Polk,Tennessee,8361
Polk,North Carolina,5902
Polk,Minnesota,30192
Polk,Florida,7905
Polk,Wisconsin,12968
Polk,Iowa,65410
Polk,Missouri,20339
Polk,Texas,10332
Polk,Nebraska,10817
Polk,Georgia,14945
Polk,Oregon,7858
Pontotoc,Mississippi,14940
Pope,Illinois,14016
Pope,Arkansas,19458
Pope,Minnesota,10032
Portage,Ohio,27868
Portage,Wisconsin,24798
Porter,Indiana,18052
Posey,Indiana,21529
Pottawatomie,Kansas,17722
Pottawattamie,Iowa,47430
Potter,Pennsylvania,22778
Potter,Texas,849
Potter,South Dakota,2910
Powell,Kentucky,4698
Poweshiek,Iowa,18394
Powhatan,Virginia,6791
Prairie,Arkansas,11374
Pratt,South Dakota,23
Pratt,Kansas,8118
Preble,Ohio,23421
Prentiss,Mississippi,13679
Presho,South Dakota,181
Presidio,Texas,1698
Presque Isle,Michigan,4687
Preston,West Virginia,20355
Price,Wisconsin,5258
Prince Edward,Virginia,14694
Prince George,Virginia,7872
Prince Georges,Maryland,26080
Prince William,Virginia,9805
Princess Anne,Virginia,9510
Providence,Rhode Island,255123
Prowers,Colorado,1969
Pueblo,Colorado,31491
Pulaski,Illinois,11355
Pulaski,Arkansas,47329
Pulaski,Georgia,16559
Pulaski,Indiana,11233
Pulaski,Missouri,9387
Pulaski,Kentucky,25731
Pulaski,Virginia,12790
Putnam,Florida,11186
Putnam,Tennessee,13683
Putnam,New York,14849
Putnam,Georgia,14842
Putnam,Illinois,4730
Putnam,Ohio,30188
Putnam,Indiana,22335
Putnam,West Virginia,14342
Putnam,Missouri,15365
Queen Annes,Maryland,18461
Queens,New York,128059
Quitman,Mississippi,3286
Quitman,Georgia,4471
Rabun,Georgia,5606
Racine,Wisconsin,36268
Rains,Texas,3909
Raleigh,West Virginia,9597
Ralls,Missouri,12294
Ramsey,North Dakota,4418
Ramsey,Minnesota,139796
