County-Level Results For 1890

county,state,population
Baldwin,Georgia,14608
Ballard,Kentucky,8390
Baltimore,Maryland,72909
Baltimore City,Maryland,434439
Bandera,Texas,3795
Banks,Georgia,8562
Banner,Nebraska,2435
Baraga,Michigan,3036
Barber,Kansas,7973
Barbour,Alabama,34898
Barbour,West Virginia,12702
Barnes,North Dakota,7045
Barnstable,Massachusetts,29172
Barnwell,South Carolina,44613
Barren,Kentucky,21490
Barron/dallas,Wisconsin,15416
Barry,Missouri,22943
Barry,Michigan,23783
Bartholomew,Indiana,23867
Barton,Kansas,13172
Barton,Missouri,18504
Bartow/cass,Georgia,20616
Bastrop,Texas,20736
Bates,Missouri,32223
Bath,Virginia,4587
Bath,Kentucky,12813
Baxter,Arkansas,8527
Bay,Michigan,56412
Bayfield/la Point,Wisconsin,7390
Baylor,Texas,2595
Beadle,South Dakota,9586
Bear Lake,Idaho,6057
Beaufort,South Carolina,34119
Beaufort,North Carolina,21072
Beaver,Utah,3340
Beaver,Pennsylvania,50077
Beaverhead,Montana,4655
Becker,Minnesota,9401
Bedford,Pennsylvania,38644
Bedford,Tennessee,24739
Bedford,Virginia,31213
Bee,Texas,3720
Belknap,New Hampshire,20321
Bell,Kentucky,10312
Bell,Texas,33377
Belmont,Ohio,57413
Beltrami,Minnesota,312
Bennington,Vermont,20448
Benson,North Dakota,2460
Bent,Colorado,1313
Benton,Indiana,11903
Benton,Oregon,8650
Benton,Iowa,24178
Benton,Minnesota,6284
Benton,Missouri,14973
Benton,Arkansas,27716
Benton,Mississippi,10585
Benton,Tennessee,11230
Benzie,Michigan,5237
Bergen,New Jersey,47226
Berkeley,West Virginia,18702
Berkeley,South Carolina,55428
Berks,Pennsylvania,137327
Berkshire,Massachusetts,81108
Berrien,Georgia,10694
Berrien,Michigan,41285
Bertie,North Carolina,19176
Bexar,Texas,49266
Bexar District,Texas,-2
Bibb,Georgia,42370
Bibb,Alabama,13824
Bienville,Louisiana,14108
Big Horn,Wyoming,-2
Big Stone,Minnesota,5722
Billings,North Dakota,170
Bingham,Idaho,13575
Black Hawk,Iowa,24219
Blackford,Indiana,10461
Bladen,North Carolina,16763
Blaine,Nebraska,1146
Blair,Pennsylvania,70866
Blanco,Texas,4649
Bland,Virginia,5129
Bledsoe,Tennessee,6134
Blount,Alabama,21927
Blount,Tennessee,17589
Blue Earth,Minnesota,29210
Boise,Idaho,3342
Bolivar,Mississippi,29980
Bollinger,Missouri,13121
Bon Homme,South Dakota,9057
Bond,Illinois,14550
Boone,Iowa,23772
Boone,Indiana,26572
Boone,Kentucky,12246
Boone,West Virginia,6885
Boone,Illinois,12203
Boone,Nebraska,8683
Boone,Missouri,26043
Boone,Arkansas,15816
Borden,Texas,222
Boreman,South Dakota,N/a
Bosque,Texas,14224
Bossier,Louisiana,20330
Botetourt,Virginia,14854
Bottineau,North Dakota,2893
Boulder,Colorado,14082
Bourbon,Kansas,28575
Bourbon,Kentucky,16976
Bowie,Texas,20267
Bowman,North Dakota,6
Box Butte,Nebraska,5494
Box Elder,Utah,7642
Boyd,Nebraska,695
Boyd,Kentucky,14033
Boyle,Kentucky,12948
Bracken,Kentucky,12369
Bradford,Pennsylvania,59233
Bradford/new Rive,Florida,7516
Bradley,Tennessee,13607
Bradley,Arkansas,7972
Branch,Michigan,26791
Braxton,West Virginia,13928
Brazoria,Texas,11506
Brazos,Texas,16650
Breathitt,Kentucky,8705
Breckinridge,Kentucky,18976
Bremer,Iowa,14630
Brevard/st Lucie,Florida,3401
Brewster,Texas,710
Briscoe,Texas,-2
Bristol,Rhode Island,11428
Bristol,Massachusetts,186465
Brooke,West Virginia,6660
Brookings,South Dakota,10132
Brooks,Georgia,13979
Broome,New York,62973
Brown,Minnesota,15817
Brown,South Dakota,16855
Brown,Texas,11421
Brown,Indiana,10308
Brown,Kansas,20319
Brown,Nebraska,4359
Brown,Ohio,29899
Brown,Wisconsin,39164
Brown,Illinois,11951
Brule,South Dakota,6737
Brunswick,Virginia,17245
Brunswick,North Carolina,10900
Bryan,Georgia,5520
Buchanan,Iowa,18997
Buchanan,Missouri,70100
Buchanan,Virginia,5867
Buchel,Texas,298
Buckingham,Virginia,14383
Bucks,Pennsylvania,70615
Buena Vista,Iowa,13548
Buffalo,Kansas,-2
Buffalo,Nebraska,22162
Buffalo,South Dakota,993
Buffalo,Wisconsin,15997
Buford,North Dakota,803
Bullitt,Kentucky,8291
Bulloch,Georgia,13712
Bullock,Alabama,27063
Buncombe,North Carolina,35266
Bureau,Illinois,35014
Burke,Georgia,28501
Burke,North Carolina,14939
Burleigh,North Dakota,4247
Burleson,Texas,13001
Burlington,New Jersey,58528
Burnet,Texas,10747
Burnett,Wisconsin,4393
Burt,Nebraska,11069
Butler,Missouri,10164
Butler,Alabama,21641
Butler,Kentucky,13956
Butler,Nebraska,15454
Butler,Ohio,48597
Butler,Pennsylvania,55339
Butler,Kansas,24055
Butler,Iowa,15463
Butte,South Dakota,1037
Butte,California,17939
Butts,Georgia,10565
Cabarrus,North Carolina,18142
Cabell,West Virginia,23595
Cache,Utah,15509
Caddo,Louisiana,31555
Calaveras,California,8882
Calcasieu,Louisiana,20176
Caldwell,North Carolina,12298
Caldwell,Louisiana,5814
Caldwell,Kentucky,13186
Caldwell,Missouri,15152
Caldwell,Texas,15769
Caledonia,Vermont,23436
Calhoun,Illinois,7652
Calhoun,Arkansas,7267
Calhoun,Georgia,8438
Calhoun,West Virginia,8155
Calhoun,Texas,815
Calhoun,Iowa,13107
Calhoun,Michigan,43501
Calhoun,Mississippi,14688
Calhoun,Florida,1681
Calhoun/benton,Alabama,33835
Callahan,Texas,5457
Callaway,Missouri,25131
Calloway,Kentucky,14675
Calumet,Wisconsin,16639
Calvert,Maryland,9860
Cambria,Pennsylvania,66375
Camden,Missouri,10040
Camden,North Carolina,5667
Camden,New Jersey,87687
Camden,Georgia,6178
Cameron,Texas,14424
Cameron,Louisiana,2828
Cameron,Pennsylvania,7238
Camp,Texas,6624
Campbell,Georgia,9115
Campbell,Virginia,41087
Campbell,South Dakota,3510
Campbell,Kentucky,44208
Campbell,Tennessee,13486
Cannon,Tennessee,12197
Cape Girardeau,Missouri,22060
Cape May,New Jersey,11268
Carbon,Pennsylvania,38624
Carbon,Wyoming,6857
Carlisle,Kentucky,7612
Carlton,Minnesota,5272
Caroline,Maryland,13903
Caroline,Virginia,16681
Carroll,Iowa,18828
Carroll,New Hampshire,18124
Carroll,Mississippi,18773
Carroll,Illinois,18320
Carroll,Georgia,22301
Carroll,Virginia,15497
Carroll,Tennessee,23630
Carroll,Missouri,25742
Carroll,Kentucky,9266
Carroll,Louisiana,-2
Carroll,Maryland,32376
Carroll,Indiana,20021
Carroll,Arkansas,17288
Carroll,Ohio,17566
Carson,Texas,356
Carter,Tennessee,13389
Carter,Missouri,4659
Carter,Kentucky,17204
Carteret,North Carolina,10825
Carver,Minnesota,16532
Cascade,Montana,8755
Casey,Kentucky,11848
Cass,Iowa,19645
Cass,Nebraska,24080
Cass,North Dakota,19613
Cass,Minnesota,1247
Cass,Indiana,31152
Cass,Illinois,15963
Cass,Michigan,20953
Cass/davis,Texas,22554
Cass/van Buren,Missouri,23301
Cassia,Idaho,3143
Castro,Texas,9
Caswell,North Carolina,16028
Catahoula,Louisiana,12002
Catawba,North Carolina,18689
Catoosa,Georgia,5431
Cattaraugus,New York,60866
Cavalier,North Dakota,6471
Cayuga,New York,65302
Cecil,Maryland,25851
Cedar,Missouri,15620
Cedar,Nebraska,7028
Cedar,Iowa,18253
Centre,Pennsylvania,43269
Cerro Gordo,Iowa,14864
Chaffee,Colorado,6612
Chambers,Alabama,26319
Chambers,Texas,2241
Champaign,Illinois,42159
Champaign,Ohio,26980
Chariton,Missouri,26254
Charles,Maryland,15191
Charles City,Virginia,5066
Charles Mix,South Dakota,4178
Charleston,South Carolina,59903
Charlevoix,Michigan,9686
Charlotte,Virginia,15077
Charlton,Georgia,3335
Chase,Nebraska,4807
Chase,Kansas,8233
Chatham,North Carolina,25413
Chatham,Georgia,57740
Chattahoochee,Georgia,4902
Chattooga,Georgia,11202
Chautauqua,New York,75202
Chautauqua,Kansas,12297
Cheatham,Tennessee,8845
Cheboygan,Michigan,11986
Chemung,New York,48265
Chenango,New York,37776
Cherokee,Texas,22975
Cherokee,Alabama,20459
Cherokee,Iowa,15659
Cherokee,Georgia,15412
Cherokee,North Carolina,9976
Cherokee/mcghee,Kansas,27770
Cherry,Nebraska,6428
Cheshire,New Hampshire,29579
Chester,South Carolina,26660
Chester,Tennessee,9069
Chester,Pennsylvania,89377
Chesterfield,Virginia,26211
Chesterfield,South Carolina,18468
Cheyenne,Colorado,534
Cheyenne,Kansas,4401
Cheyenne,Nebraska,5693
Chickasaw,Iowa,15019
Chickasaw,Mississippi,19891
Chicot,Arkansas,11419
Childress,Texas,1175
Chilton/baker,Alabama,14549
Chippewa,Wisconsin,25143
Chippewa,Minnesota,8555
Chippewa,Michigan,12019
Chisago,Minnesota,10359
Chittenden,Vermont,35389
Choctaw,Mississippi,10847
Choctaw,Alabama,17526
Choteau,South Dakota,8
Chouteau,Montana,4741
Chowan,North Carolina,9167
Christian,Illinois,30531
Christian,Kentucky,34118
Christian,Missouri,14017
Church,North Dakota,74
Churchill,Nevada,703
Citrus,Florida,2394
Clackamas,Oregon,15233
Claiborne,Louisiana,23312
Claiborne,Mississippi,14516
Claiborne,Tennessee,15103
Clallam,Washington,2771
Clare,Michigan,7558
Clarendon,South Carolina,23233
Clarion,Pennsylvania,36802
Clark,Missouri,15126
Clark,Illinois,21899
Clark,Ohio,52277
Clark,Washington,11709
Clark,Kentucky,15434
Clark,Indiana,30259
Clark,South Dakota,6728
Clark,Kansas,2357
Clark,Arkansas,20997
Clark,Wisconsin,17708
Clarke,Iowa,11332
Clarke,Virginia,8071
Clarke,Alabama,22624
Clarke,Mississippi,15826
Clarke,Georgia,15186
Clatsop,Oregon,10016
Clay,Indiana,30536
Clay,Minnesota,11517
Clay,Georgia,7817
Clay,North Carolina,4197
Clay,South Dakota,7509
Clay,Texas,7503
Clay,Kansas,16146
Clay,West Virginia,4659
Clay,Missouri,19856
Clay,Arkansas,12200
Clay,Florida,5154
Clay,Mississippi,18607
Clay,Nebraska,16310
Clay,Tennessee,7260
Clay,Alabama,15765
Clay,Iowa,9309
Clay,Kentucky,12447
Clay,Illinois,16772
Clayton,Georgia,8295
Clayton,Iowa,26733
Clear Creek,Colorado,7184
Clearfield,Pennsylvania,69565
Cleburne,Arkansas,7884
Cleburne,Alabama,13218
Clermont,Ohio,33553
Cleveland,North Carolina,20394
Cleveland,Arkansas,11362
Clinch,Georgia,6652
Clinton,Pennsylvania,28685
Clinton,Ohio,24240
Clinton,Iowa,41199
Clinton,Illinois,17411
Clinton,Kentucky,7047
Clinton,Missouri,17138
Clinton,Michigan,26509
Clinton,New York,46437
Clinton,Indiana,27370
Cloud,Kansas,19295
Coahoma,Mississippi,18342
Cobb,Georgia,22286
Cochran,Texas,-2
Cocke,Tennessee,16523
Codington,South Dakota,7037
Coffee,Georgia,10483
Coffee,Alabama,12170
Coffee,Tennessee,13827
Coffey,Kansas,15856
Coke,Texas,2059
Colbert,Alabama,20189
Cole,Missouri,17281
Coleman,Texas,6112
Coles,Illinois,30093
Colfax,Nebraska,10453
Colleton,South Carolina,40293
Collin,Texas,36736
Collingsworth,Texas,357
Colorado,Texas,19512
Colquitt,Georgia,4794
Columbia,Oregon,5191
Columbia,Georgia,11281
Columbia,New York,46172
Columbia,Arkansas,19893
Columbia,Wisconsin,28350
Columbia,Washington,6709
Columbia,Pennsylvania,36832
Columbia,Florida,12877
Columbiana,Ohio,59029
Columbus,North Carolina,17856
Colusa,California,14640
Comal,Texas,6398
Comanche,Texas,15608
Comanche,Kansas,2549
Concho,Texas,1065
Concordia,Louisiana,14871
Conecuh,Alabama,14594
Conejos,Colorado,7193
Contra Costa,California,13515
Converse,Wyoming,2738
Conway,Arkansas,19459
Cook,Minnesota,98
Cook,Illinois,1191922
Cooke,Texas,24696
Cooper,Missouri,22707
Coos,Oregon,8874
Coos,New Hampshire,23211
Coosa,Alabama,15906
Copiah,Mississippi,30233
Cortland,New York,28657
Coryell,Texas,16873
Coshocton,Ohio,26703
Costilla,Colorado,3491
Cottle,Texas,240
Cottonwood,Minnesota,7412
Covington,Mississippi,8299
Covington,Alabama,7536
Coweta,Georgia,22354
Cowley,Kansas,34478
Cowlitz,Washington,5917
Craig,Virginia,3835
Craighead,Arkansas,12025
Crane,Texas,15
Craven,North Carolina,20533
Crawford,Michigan,2962
Crawford,Iowa,18894
Crawford,Wisconsin,15987
Crawford,Indiana,13941
Crawford,Pennsylvania,65324
Crawford,Ohio,31927
Crawford,Missouri,11961
Crawford,Georgia,9315
Crawford,Illinois,17283
Crawford,Arkansas,21714
Crawford,Kansas,30286
Crenshaw,Alabama,15425
Crittenden,Arkansas,13940
Crittenden,Kentucky,13119
Crockett,Texas,194
Crockett,Tennessee,15146
Crook,Wyoming,2338
Crook,Oregon,3244
Crosby,Texas,346
Cross,Arkansas,7693
Crow Wing,Minnesota,8852
Cullman,Alabama,13439
Culpeper,Virginia,13233
Cumberland,Pennsylvania,47271
Cumberland,Virginia,9482
Cumberland,Tennessee,5376
Cumberland,New Jersey,45438
Cumberland,Kentucky,8452
Cumberland,North Carolina,27321
Cumberland,Maine,90949
Cumberland,Illinois,15443
Cuming,Nebraska,12265
Currituck,North Carolina,6747
Curry,Oregon,1709
Custer,Colorado,2970
Custer,Montana,5308
Custer,Nebraska,21677
Custer,South Dakota,4891
Custer,Idaho,2176
Cuyahoga,Ohio,309970
Dade,Georgia,5707
Dade,Missouri,17526
Dade,Florida,861
Dakota,Minnesota,20240
Dakota,Nebraska,5386
Dale,Alabama,17225
Dallam,Texas,112
Dallas,Missouri,12647
Dallas,Texas,67042
Dallas,Iowa,20479
Dallas,Arkansas,9296
Dallas,Alabama,49350
Dane,Wisconsin,59578
Dare,North Carolina,3768
Darke,Ohio,42961
Darlington,South Carolina,29134
Dauphin,Pennsylvania,96977
Davidson,Tennessee,108174
Davidson,North Carolina,21702
Davie,North Carolina,11621
Daviess,Indiana,26227
Daviess,Kentucky,33120
Daviess,Missouri,20456
Davis,Utah,6751
Davis,Iowa,15258
Davison,South Dakota,5449
Dawes,Nebraska,9722
Dawson,Georgia,5612
Dawson,Nebraska,10129
Dawson,Montana,2056
Dawson,Texas,29
Day,South Dakota,9168
De Kalb,Indiana,24307
De Kalb,Georgia,17189
De Kalb,Missouri,14539
De Kalb,Alabama,21106
De Kalb,Illinois,27066
De Kalb,Tennessee,15650
De Soto,Mississippi,24183
De Soto,Florida,4944
De Soto,Louisiana,19860
De Witt,Illinois,17011
De Witt,Texas,14307
Deaf Smith,Texas,179
Dearborn,Indiana,23364
Decatur,Tennessee,8995
Decatur,Georgia,19949
Decatur,Indiana,19277
Decatur,Iowa,15643
Decatur,Kansas,8414
Deer Lodge,Montana,15155
Defiance,Ohio,25769
Del Norte,California,2592
Delano,South Dakota,40
Delaware,Indiana,30131
Delaware,New York,45496
Delaware,Ohio,27189
Delaware,Iowa,17349
Delaware,Pennsylvania,74683
Delta,Texas,9117
Delta,Michigan,15330
Delta,Colorado,2534
Dent,Missouri,12149
Denton,Texas,21289
Des Moines,Iowa,35324
Desha,Arkansas,10324
Deuel,Nebraska,2893
Deuel,South Dakota,4574
Dewey,South Dakota,N/a
Dickens,Texas,295
Dickenson,Virginia,5077
Dickey,North Dakota,5573
Dickinson,Kansas,22273
Dickinson,Iowa,4328
Dickson,Tennessee,13645
Dimmit,Texas,1049
Dinwiddie,Virginia,13515
Dixon,Nebraska,8084
Doddridge,West Virginia,12183
Dodge,Nebraska,19260
Dodge,Minnesota,10864
Dodge,Wisconsin,44984
Dodge,Georgia,11452
Dolores,Colorado,1498
Doniphan,Kansas,13535
Donley,Texas,1056
Dooly,Georgia,18146
Door,Wisconsin,15682
Dorchester,Maryland,24843
Dougherty,Georgia,12206
Douglas,Washington,3161
Douglas,Illinois,17669
Douglas,Nebraska,158008
Douglas,Kansas,23961
Douglas,Nevada,1551
Douglas,Wisconsin,13468
Douglas,Oregon,11864
Douglas,South Dakota,4600
Douglas,Colorado,3006
Douglas,Missouri,14111
Douglas,Minnesota,14606
Douglas,Georgia,7794
Drew,Arkansas,17352
Du Page,Illinois,22551
Dubois,Indiana,20253
Dubuque,Iowa,49848
Dukes,Massachusetts,4369
Dundy,Nebraska,4012
Dunklin,Missouri,15085
Dunn,North Dakota,159
Dunn,Wisconsin,22664
Duplin,North Carolina,18690
Durham,North Carolina,18041
Dutchess,New York,77879
Duval,Texas,7598
Duval,Florida,26800
Dyer,Tennessee,19878
Eagle,Colorado,3725
Early,Georgia,9792
East Baton Rouge,Louisiana,25922
East Carroll,Louisiana,12362
East Feliciana,Louisiana,17903
Eastland,Texas,10373
Eaton,Michigan,32094
Eau Claire,Wisconsin,30673
Echols,Georgia,3079
Ector,Texas,224
Eddy,North Dakota,1377
Edgar,Illinois,26787
Edgecombe,North Carolina,24113
Edgefield,South Carolina,49259
Edmonson,Kentucky,8005
Edmunds,South Dakota,4399
Edwards,Texas,1970
Edwards,Illinois,9444
Edwards,Kansas,3600
Effingham,Georgia,5599
Effingham,Illinois,19358
El Dorado,California,9232
El Paso,Colorado,21239
El Paso,Texas,15678
Elbert,Georgia,15376
Elbert,Colorado,1856
Elizabeth City,Virginia,16168
Elk,Kansas,12216
Elk,Pennsylvania,22239
Elkhart,Indiana,39201
Elko,Nevada,4794
Elliott,Kentucky,9214
Ellis,Kansas,7942
Ellis,Texas,31774
Ellsworth,Kansas,9272
Elmore,Alabama,21732
Elmore,Idaho,1870
Emanuel,Georgia,14703
Emery,Utah,5076
Emmet,Iowa,4274
Emmet,Michigan,8756
Emmons,North Dakota,1971
Encinal,Texas,2744
Erath,Texas,21594
Erie,Pennsylvania,86074
Erie,New York,322981
Erie,Ohio,35462
Escambia,Florida,20188
Escambia,Alabama,8666
Esmeralda,Nevada,2148
Essex,Virginia,10047
Essex,Massachusetts,299995
Essex,New York,33052
Essex,New Jersey,256098
Essex,Vermont,9511
Estill,Kentucky,10836
Etowah,Alabama,21926
Eureka,Nevada,3275
Ewing,South Dakota,16
Fairfax,Virginia,16655
Fairfield,Connecticut,150081
Fairfield,South Carolina,28599
Fairfield,Ohio,33939
Fall River,South Dakota,4478
Falls,Texas,20706
Fannin,Georgia,8724
Fannin,Texas,38709
Faribault,Minnesota,16708
Faulk,South Dakota,4062
Faulkner,Arkansas,18342
Fauquier,Virginia,22590
Fayette,Alabama,12823
Fayette,Georgia,8728
Fayette,Iowa,23141
Fayette,Ohio,22309
Fayette,Pennsylvania,80006
Fayette,West Virginia,20542
Fayette,Texas,31481
Fayette,Tennessee,28878
Fayette,Kentucky,35698
Fayette,Illinois,23367
Fayette,Indiana,12630
Fentress,Tennessee,5226
Fergus,Montana,3514
Fillmore,Minnesota,25966
Fillmore,Nebraska,16022
Finney,Kansas,3350
Fisher,Texas,2996
Flannery,North Dakota,72
Fleming,Kentucky,16078
Florence,Wisconsin,2604
Florence,South Carolina,25027
Floyd,Kentucky,11256
Floyd,Texas,529
Floyd,Iowa,15424
Floyd,Virginia,14405
Floyd,Georgia,28391
Floyd,Indiana,29458
Fluvanna,Virginia,9508
Foley,Texas,25
Fond Du Lac,Wisconsin,44088
Foote,Kansas,-2
Ford,Illinois,17035
Ford,Kansas,5308
Forest,Wisconsin,1012
Forest,Pennsylvania,8482
Forsyth,Georgia,11155
Forsyth,North Carolina,28434
Fort Bend,Texas,10586
Foster,North Dakota,1210
Fountain,Indiana,19558
Franklin,New York,38110
Franklin,Vermont,29755
Franklin,Pennsylvania,51433
Franklin,Tennessee,18929
Franklin,Arkansas,19934
Franklin,Louisiana,6900
Franklin,Massachusetts,38610
Franklin,Maine,17053
Franklin,Virginia,24985
Franklin,Washington,696
Franklin,Florida,3308
Franklin,Illinois,17138
Franklin,Mississippi,10424
Franklin,Iowa,12871
Franklin,North Carolina,21090
Franklin,Alabama,10681
Franklin,Kentucky,21267
Franklin,Ohio,124087
Franklin,Texas,6481
Franklin,Indiana,18366
Franklin,Georgia,14670
Franklin,Missouri,28056
Franklin,Nebraska,7693
Franklin,Kansas,20279
Frederick,Virginia,17880
Frederick,Maryland,49512
Freeborn,Minnesota,17962
Freestone,Texas,15987
Fremont,Iowa,16842
Fremont,Wyoming,2463
Fremont,Colorado,9156
Fresno,California,32026
Frio,Texas,3112
Frontier,Nebraska,8497
Fulton,Kentucky,10005
Fulton,Illinois,43110
Fulton,Pennsylvania,10137
Fulton,New York,37650
Fulton,Arkansas,10984
Fulton,Georgia,84655
Fulton,Indiana,16746
Fulton,Ohio,22023
Furnas,Nebraska,9840
Gadsden,Florida,11894
Gage,Nebraska,36344
Gaines,Texas,68
Gallatin,Illinois,14935
Gallatin,Montana,6246
Gallatin,Kentucky,4611
Gallia,Ohio,27005
Galveston,Texas,31476
Garfield,Washington,3897
Garfield,Utah,2457
Garfield,Kansas,881
Garfield,Nebraska,1659
Garfield,North Dakota,33
Garfield,Colorado,4478
Garland,Arkansas,15328
Garrard,Kentucky,11138
Garrett,Maryland,14213
Garza,Texas,14
Gasconade,Missouri,11706
Gaston,North Carolina,17764
Gates,North Carolina,10252
Geary,Kansas,10423
Geauga,Ohio,13489
Genesee,New York,33265
Genesee,Michigan,39430
Geneva,Alabama,10690
Gentry,Missouri,19018
Georgetown,South Carolina,20857
Gibson,Indiana,24920
Gibson,Tennessee,35859
Giles,Tennessee,34957
Giles,Virginia,9090
Gillespie,Texas,7056
Gilliam,Oregon,3600
Gilmer,Georgia,9074
Gilmer,West Virginia,9746
Gilpin,Colorado,5867
Gladwin,Michigan,4208
Glascock,Georgia,3720
Glasscock,Texas,208
Gloucester,New Jersey,28649
Gloucester,Virginia,11653
Glynn,Georgia,13420
Gogebic,Michigan,13166
Goliad,Texas,5910
Gonzales,Texas,18016
Goochland,Virginia,9958
Goodhue,Minnesota,28806
Gordon,Georgia,12758
Gosper,Nebraska,4816
Gove,Kansas,2994
Grafton,New Hampshire,37217
Graham,North Carolina,3313
Graham,Kansas,5029
Grainger,Tennessee,13196
Grand,Utah,541
Grand,Colorado,604
Grand Forks,North Dakota,18357
Grand Isle,Vermont,3843
Grand Traverse,Michigan,13355
Grant,Minnesota,6875
Grant,Indiana,31493
Grant,Kansas,1308
Grant,Kentucky,12671
Grant,Louisiana,8270
Grant,Nebraska,458
Grant,Oregon,5080
Grant,West Virginia,6802
Grant,Arkansas,7786
Grant,Wisconsin,36651
Grant,South Dakota,6814
Granville,North Carolina,24484
Gratiot,Michigan,28668
Graves,Kentucky,28534
Gray,Kansas,2415
Gray,Texas,203
Grays Harbor/cheh,Washington,9249
Grayson,Texas,53211
Grayson,Kentucky,18688
Grayson,Virginia,14394
Greeley,Nebraska,4869
Greeley,Kansas,1264
Green,Wisconsin,22732
Green,Kentucky,11463
Green Lake,Wisconsin,15163
Greenbrier,West Virginia,18034
Greene,Illinois,23791
Greene,Pennsylvania,28935
Greene,Missouri,48616
Greene,Tennessee,26614
Greene,Virginia,5622
Greene,Iowa,15797
Greene,Arkansas,12908
Greene,New York,31598
Greene,Alabama,22007
Greene,Mississippi,3906
Greene,Georgia,17051
Greene,Ohio,29820
Greene,North Carolina,10039
Greene,Indiana,24379
Greensville,Virginia,8230
Greenup,Kentucky,11911
Greenville,South Carolina,44310
Greenwood,Colorado,-2
Greenwood,Kansas,16309
Gregg,Texas,9402
Gregory,South Dakota,295
Grenada,Mississippi,14974
Griggs,North Dakota,2817
Grimes,Texas,21312
Grundy,Tennessee,6345
Grundy,Iowa,13215
Grundy,Missouri,17876
Grundy,Illinois,21024
Guadalupe,Texas,15217
Guernsey,Ohio,28645
Guilford,North Carolina,28052
Gunnison,Colorado,4359
Guthrie,Iowa,17380
Gwinnett,Georgia,19899
Habersham,Georgia,11573
Hale,Texas,721
Hale,Alabama,27501
Halifax,Virginia,34424
Halifax,North Carolina,28908
Hall,Nebraska,16513
Hall,Georgia,18047
Hall,Texas,703
Hamblen,Tennessee,11418
Hamilton,Nebraska,14096
Hamilton,Indiana,26123
Hamilton,Ohio,374573
Hamilton,Texas,9313
Hamilton,Kansas,2027
Hamilton,Illinois,17800
Hamilton,Tennessee,53482
Hamilton,Florida,8507
Hamilton,New York,4762
Hamilton,Iowa,15319
Hamlin,South Dakota,4625
Hampden,Massachusetts,135713
Hampshire,Massachusetts,51859
Hampshire,West Virginia,11419
Hampton,South Carolina,20544
Hancock,Ohio,42563
Hancock,Tennessee,10342
Hancock,Kentucky,9214
Hancock,Mississippi,8318
Hancock,Illinois,31907
Hancock,Georgia,17149
Hancock,Iowa,7621
Hancock,West Virginia,6414
Hancock,Indiana,17829
Hancock,Maine,37312
Hand,South Dakota,6546
Hanover,Virginia,17402
Hansford,Texas,133
Hanson,South Dakota,4267
Haralson,Georgia,11316
Hardeman,Texas,3904
