County-Level Results For 1800

county,state,population
Perquimans,North Carolina,5708
Person,North Carolina,6402
Petersburg,Virginia,3521
Philadelphia,Pennsylvania,81009
Pitt,North Carolina,9084
Pittsylvania,Virginia,12697
Plymouth,Massachusetts,30073
Powhatan,Virginia,7769
Prince Edward,Virginia,10962
Prince George,Virginia,7425
Prince Georges,Maryland,21175
Prince William,Virginia,12733
Princess Anne,Virginia,8859
Providence,Rhode Island,25854
Pulaski,Kentucky,3161
Queen Annes,Maryland,14857
Queens,New York,16893
Randolph,North Carolina,9234
Randolph,Virginia,1826
Rensselaer,New York,30442
Richland,South Carolina,6097
Richmond,North Carolina,5623
Richmond,New York,4563
Richmond,Georgia,5473
Richmond City,Virginia,5737
Richmond-Westmore,Virginia,13744
Robertson,Tennessee,4280
Robeson,North Carolina,6839
Rockbridge,Virginia,8945
Rockingham,Virginia,10374
Rockingham,New Hampshire,45427
Rockingham,North Carolina,8277
Rockland,New York,6353
Rowan,North Carolina,20060
Russell,Virginia,4808
Rutherford,North Carolina,10753
Rutland,Vermont,23813
Salem,New Jersey,11371
Sampson,North Carolina,6719
Saratoga,New York,24483
Schoharie,New York,9808
Scott,Kentucky,8007
Screven,Georgia,3019
Sevier,Tennessee,3419
Shelby,Kentucky,8191
Shenandoah,Virginia,13823
Smith,Tennessee,4294
Somerset,Maryland,17358
Somerset,New Jersey,12815
Somerset,Pennsylvania,10188
Southampton,Virginia,13925
Spartanburg,South Carolina,12122
Spotsylvania,Virginia,13002
St Marys,Maryland,13699
Stafford,Virginia,9971
Steuben,New York,1788
Stokes,North Carolina,11026
Strafford,New Hampshire,32614
Suffolk,New York,19464
Suffolk,Massachusetts,28015
Sullivan,Tennessee,10218
Sumner,Tennessee,4616
Sumter,South Carolina,3571
Surry,North Carolina,9505
Surry,Virginia,6535
Sussex,Virginia,11062
Sussex,Delaware,19358
Sussex,New Jersey,22534
Talbot,Maryland,13436
Tazewell,Virginia,2127
Tioga,New York,6889
Tolland,Connecticut,14319
Tyrrell,North Carolina,3395
Ulster,New York,24855
Union,South Carolina,10237
Venango,Pennsylvania,1130
Wake,North Carolina,13437
Warren,Georgia,8329
Warren,Pennsylvania,233
Warren,Kentucky,4686
Warren,North Carolina,11284
Warwick,Virginia,1659
Washington,Pennsylvania,28298
Washington,Tennessee,6379
Washington,Maryland,18650
Washington,New York,35574
Washington,Maine,4461
Washington,North Carolina,2422
Washington,Kentucky,9050
Washington,Virginia,9536
Washington,Georgia,10300
Washington,Rhode Island,16135
Wayne,North Carolina,6772
Wayne,Pennsylvania,2562
Westchester,New York,27428
Westmoreland,Pennsylvania,22726
Wilkes,North Carolina,7247
Wilkes,Georgia,13103
Williamsburg,South Carolina,5678
Williamson,Tennessee,2868
Wilson,Tennessee,3261
Windham,Connecticut,28222
Windham,Vermont,23581
Windsor,Vermont,26944
Wood,Virginia,1217
Woodford,Kentucky,6624
Worcester,Massachusetts,61192
Worcester,Maryland,16370
Wythe,Virginia,6380
York,Pennsylvania,25643
York,Virginia,3231
York,Maine,37896
York,South Carolina,10248
