County-Level Results For 1860

county,state,population
Lawrence,Kentucky,7601
Lawrence,Mississippi,9213
Le Sueur,Minnesota,5318
Leake,Mississippi,9324
Leavenworth,Kansas,12606
Lebanon,Pennsylvania,31831
Lee,Virginia,11032
Lee,Illinois,17651
Lee,Georgia,7196
Lee,Iowa,29232
Leelanau,Michigan,2158
Lehigh,Pennsylvania,43753
Lenawee,Michigan,38112
Lenoir,North Carolina,10220
Leon,Florida,12343
Leon,Texas,6781
Letcher,Kentucky,3904
Levy,Florida,1781
Lewis,Tennessee,2241
Lewis,Kentucky,8361
Lewis,Missouri,12286
Lewis,New York,28580
Lewis,Virginia,7999
Lexington,South Carolina,15579
Liberty,Texas,3189
Liberty,Florida,1457
Liberty,Georgia,8367
Licking,Ohio,37011
Lillington,North Carolina,6286
Limestone,Alabama,15306
Limestone,Texas,4537
Lincoln,Missouri,14210
Lincoln,Georgia,5466
Lincoln,Tennessee,22828
Lincoln,Maine,27860
Lincoln,Kentucky,10647
Lincoln,North Carolina,8195
Linn,Kansas,6336
Linn,Missouri,9112
Linn,Iowa,18947
Linn,Oregon,6772
Litchfield,Connecticut,47318
Live Oak,Texas,593
Livingston,Louisiana,4431
Livingston,Illinois,11637
Livingston,Kentucky,7213
Livingston,Missouri,7417
Livingston,New York,39546
Livingston,Michigan,16851
Llano,Texas,1101
Logan,Kentucky,19021
Logan,Illinois,14272
Logan,Virginia,4938
Logan,Ohio,20996
Lorain,Ohio,29744
Los Angeles,California,11333
Loudoun,Virginia,21774
Louisa,Virginia,16701
Louisa,Iowa,10370
Lowndes,Georgia,5249
Lowndes,Alabama,27716
Lowndes,Mississippi,23625
Lucas,Iowa,5766
Lucas,Ohio,25831
Lumpkin,Georgia,4626
Lunenburg,Virginia,11983
Luzerne,Pennsylvania,90244
Lycoming,Pennsylvania,37399
Lyon,Kentucky,5307
Lyon/buncombe,Iowa,
Mackinac/michilim,Michigan,1938
Macomb,Michigan,22843
Macon,Illinois,13738
Macon,Missouri,14346
Macon,North Carolina,6004
Macon,Alabama,26802
Macon,Georgia,8449
Macon,Tennessee,7290
Macoupin,Illinois,24602
Madison,Mississippi,23382
Madison,Virginia,8854
Madison,Indiana,16518
Madison,Ohio,13015
Madison,Tennessee,21535
Madison,Missouri,5664
Madison,Texas,2238
Madison,Arkansas,7740
Madison,Georgia,5933
Madison,North Carolina,5908
Madison,Kansas,636
Madison,New York,43545
Madison,Illinois,31251
Madison,Nebraska,-10
Madison,Iowa,7339
Madison,Florida,7779
Madison,Kentucky,17207
Madison,Louisiana,14133
Madison,Alabama,26451
Magoffin,Kentucky,3485
Mahaska,Iowa,14816
Mahoning,Ohio,25894
Manatee,Florida,854
Manistee,Michigan,975
Manitou,Michigan,1042
Manitowoc,Wisconsin,22416
Manomin,Minnesota,136
Marathon,Wisconsin,2892
Marengo,Alabama,31171
Maries,Missouri,4901
Marin,California,3334
Marion,Kentucky,12593
Marion,Florida,8609
Marion,Indiana,39855
Marion,Arkansas,6192
Marion,Kansas,74
Marion,Illinois,12739
Marion,Iowa,16813
Marion,Oregon,7088
Marion,Missouri,18838
Marion,Mississippi,4686
Marion,South Carolina,21190
Marion,Georgia,7390
Marion,Virginia,12722
Marion,Alabama,11182
Marion,Ohio,15490
Marion,Tennessee,6190
Marion,Texas,3977
Mariposa,California,6243
Marlboro,South Carolina,12434
Marquette,Wisconsin,8233
Marquette,Michigan,2821
Marshall,Iowa,6015
Marshall,Virginia,12997
Marshall,Mississippi,28823
Marshall,Tennessee,14592
Marshall,Kansas,2280
Marshall,Alabama,11472
Marshall,Kentucky,6982
Marshall,Indiana,12722
Marshall,Illinois,13437
Martin,North Carolina,10195
Martin,Minnesota,151
Martin,Indiana,8975
Mason,Texas,630
Mason,Virginia,9173
Mason,Michigan,831
Mason,Illinois,10931
Mason,Kentucky,18222
Massac,Illinois,6213
Matagorda,Texas,3454
Mathews,Virginia,7091
Maury,Tennessee,32498
Maverick,Texas,726
Mccracken,Kentucky,10360
Mcculloch,Texas,0
Mcdonald,Missouri,4038
Mcdonough,Illinois,20069
Mcdowell,North Carolina,7120
Mcdowell,Virginia,1535
Mchenry,Illinois,22089
Mcintosh,Georgia,5546
Mckean,Pennsylvania,8859
Mclean,Illinois,28772
Mclean,Kentucky,6144
Mclennan,Texas,6206
Mcleod,Minnesota,1286
Mcminn,Tennessee,13555
Mcmullen,Texas,0
Mcnairy,Tennessee,14732
Meade,Kentucky,8898
Mecklenburg,North Carolina,17374
Mecklenburg,Virginia,20096
Mecosta,Michigan,970
Medina,Texas,1838
Medina,Ohio,22517
Meeker,Minnesota,928
Meigs,Ohio,26534
Meigs,Tennessee,4667
Menard,Illinois,9584
Mendocino,California,3967
Menora,Texas,0
Merced,California,1141
Mercer,Ohio,14104
Mercer,Kentucky,13700
Mercer,Virginia,6819
Mercer,Pennsylvania,36856
Mercer,Missouri,9300
Mercer,Illinois,15042
Mercer,New Jersey,37419
Meriwether,Georgia,15330
Merrick,Nebraska,109
Merrimack,New Hampshire,41408
Metcalfe,Kentucky,7745
Miami,Indiana,16851
Miami,Ohio,29959
Miami/lykins,Kansas,4980
Middlesex,Virginia,4364
Middlesex,Massachusetts,216354
Middlesex,Connecticut,30859
Middlesex,New Jersey,34812
Midland,Michigan,787
Mifflin,Pennsylvania,16340
Milam,Texas,5175
Mille Lacs,Minnesota,73
Miller,Missouri,6812
Miller,Georgia,1791
Mills,Iowa,4481
Milton,Georgia,4602
Milwaukee,Wisconsin,62518
Mississippi,Arkansas,3895
Mississippi,Missouri,4859
Mitchell,Iowa,3409
Mitchell,Georgia,4308
Mobile,Alabama,41131
Moniteau,Missouri,10124
Monmouth,New Jersey,39346
Monona,Iowa,832
Monongalia,Virginia,13048
Monongalia,Minnesota,350
Monroe,Virginia,10757
Monroe,Illinois,12832
Monroe,Florida,2913
Monroe,Arkansas,5657
Monroe,Michigan,21593
Monroe,New York,100648
Monroe,Ohio,25741
Monroe,Alabama,15667
Monroe,Indiana,12847
Monroe,Georgia,15953
Monroe,Tennessee,12607
Monroe,Pennsylvania,16758
Monroe,Wisconsin,8410
Monroe,Kentucky,8551
Monroe,Iowa,8612
Monroe,Missouri,14785
Monroe,Mississippi,21283
Monroe-Dade,Florida,-10
Montague,Texas,849
Montcalm,Michigan,3968
Monterey,California,4739
Montgomery,Illinois,13979
Montgomery,Georgia,2997
Montgomery,Pennsylvania,70500
Montgomery,North Carolina,7649
Montgomery,Maryland,18322
Montgomery,Arkansas,3633
Montgomery,Iowa,1256
Montgomery,Virginia,10617
Montgomery,Alabama,35904
Montgomery,Ohio,52230
Montgomery,Indiana,20888
Montgomery,Missouri,9718
Montgomery,Texas,5479
Montgomery,Kentucky,7859
Montgomery,Tennessee,20895
Montgomery,New York,30866
Montour,Pennsylvania,13053
Moore,North Carolina,11427
Morehouse,Louisiana,10357
Morgan,Virginia,3732
Morgan,Georgia,9997
Morgan,Tennessee,3353
Morgan,Kentucky,9237
Morgan,Ohio,22119
Morgan,Illinois,22112
Morgan,Missouri,8202
Morgan,Indiana,16110
Morgan/cotaco,Alabama,11335
Morris,New Jersey,34677
Morris,Kansas,770
Morrison,Minnesota,618
Morrow,Ohio,20445
Moultrie,Illinois,6385
Mower,Minnesota,3217
Muhlenberg,Kentucky,10725
Multnomah,Oregon,4150
Murray,Minnesota,29
Murray,Georgia,7083
Muscatine,Iowa,16444
Muscogee,Georgia,16584
Muskegon,Michigan,3947
Muskingum,Ohio,44416
Nacogdoches,Texas,8292
Nansemond,Virginia,13693
Nantucket,Massachusetts,6094
Napa,California,5521
Nash,North Carolina,11687
Nassau,Florida,3644
Natchitoches,Louisiana,16699
Navarro,Texas,5996
Nelson,Kentucky,15799
Nelson,Virginia,13015
Nemaha,Nebraska,3139
Nemaha,Kansas,2436
Neosho/dorn,Kansas,88
Neshoba,Mississippi,8343
Nevada,California,16446
New Castle,Delaware,54797
New Hanover,North Carolina,15429
New Haven,Connecticut,97345
New Kent,Virginia,5884
New London,Connecticut,61731
New Madrid,Missouri,5654
New York,New York,813669
Newaygo,Michigan,2760
Newberry,South Carolina,20879
Newport,Rhode Island,21896
Newton,Mississippi,9661
Newton,Missouri,9319
Newton,Arkansas,3393
Newton,Indiana,2360
Newton,Texas,3119
Newton,Georgia,14320
Niagara,New York,50399
Nicholas,Kentucky,11030
Nicholas,Virginia,4627
Nicollet,Minnesota,3773
Noble,Ohio,20751
Noble,Indiana,14915
Nobles,Minnesota,35
Nodaway,Missouri,5252
Norfolk,Virginia,36227
Norfolk,Massachusetts,109950
Northampton,North Carolina,13372
Northampton,Pennsylvania,47904
Northampton,Virginia,7832
Northumberland,Virginia,7531
Northumberland,Pennsylvania,28922
Nottoway,Virginia,8836
Noxubee,Mississippi,20667
Nuckolls,Nebraska,22
Nueces,Texas,2906
O Brien,Iowa,8
Oakland,Michigan,38261
Obion,Tennessee,12817
Ocean,New Jersey,11176
Oceana,Michigan,1816
Oconto,Wisconsin,3592
Ogle,Illinois,22888
Oglethorpe,Georgia,11549
Ohio,Kentucky,12209
Ohio,Virginia,22422
Ohio,Indiana,5462
Oktibbeha,Mississippi,12977
Oldham,Kentucky,7283
Olmsted,Minnesota,9524
Oneida,New York,105202
Onondaga,New York,90686
Onslow,North Carolina,8856
Ontario,New York,44563
Ontonagon,Michigan,4568
Orange,New York,63812
Orange,North Carolina,16947
Orange,Virginia,10851
Orange,Vermont,25455
Orange,Texas,1916
Orange,Indiana,12076
Orange/mosquito,Florida,987
Orangeburg,South Carolina,24896
Oregon,Missouri,3009
Orleans,Vermont,18981
Orleans,New York,28717
Orleans,Louisiana,174491
Osage,Kansas,1113
Osage,Missouri,7879
Osceola,Iowa,0
Osceola,Michigan,27
Oswego,New York,75958
Otoe,Kansas,238
Otoe,Nebraska,4211
Otsego,New York,50157
Ottawa,Ohio,7016
Ottawa,Michigan,13215
Otter Tail,Minnesota,240
Ouachita,Arkansas,12936
Ouachita,Louisiana,4727
Outagamie,Wisconsin,9587
Overton,Tennessee,12637
Owen,Indiana,14376
Owen,Kentucky,12719
Owsley,Kentucky,5335
Oxford,Maine,36698
Ozark,Missouri,2447
Ozaukee,Wisconsin,15682
Page,Iowa,4419
Page,Virginia,8109
Palo Alto,Iowa,132
Palo Pinto,Texas,1524
Panola,Mississippi,13794
Panola,Texas,8475
Parke,Indiana,15538
Parker,Texas,4213
Pasquotank,North Carolina,8940
Passaic,New Jersey,29013
Patrick,Virginia,9359
Paulding,Georgia,7038
Paulding,Ohio,4945
Pawnee,Nebraska,882
Pemiscot,Missouri,2962
Pendleton,Kentucky,10443
Pendleton,Virginia,6164
Penobscot,Maine,72731
Peoria,Illinois,36601
Pepin,Wisconsin,2392
Perquimans,North Carolina,7238
Perry,Missouri,9128
Perry,Alabama,27724
Perry,Illinois,9552
Perry,Mississippi,2606
Perry,Arkansas,2465
Perry,Pennsylvania,22793
Perry,Kentucky,3950
Perry,Indiana,11847
Perry,Tennessee,6042
Perry,Ohio,19678
Person,North Carolina,11221
Pettis,Missouri,9392
Phelps,Missouri,5714
Philadelphia,Pennsylvania,565529
Phillips,Arkansas,14877
Piatt,Illinois,6127
Pickaway,Ohio,23469
Pickens,Georgia,4951
Pickens,Alabama,22316
Pickens,South Carolina,19639
Pierce,Minnesota,11
Pierce,Georgia,1973
Pierce,Wisconsin,4672
Pike,Georgia,10078
Pike,Pennsylvania,7155
Pike,Alabama,24435
Pike,Arkansas,4025
Pike,Missouri,18417
Pike,Indiana,10078
Pike,Mississippi,11135
Pike,Kentucky,7384
Pike,Ohio,13643
Pike,Illinois,27249
Pine,Minnesota,92
Pipestone,Minnesota,23
Piscataquis,Maine,15032
Pitt,North Carolina,16080
Pittsylvania,Virginia,32104
Placer,California,13270
Plaquemines,Louisiana,8494
Platte,Missouri,18350
Platte,Nebraska,-10
Platte-Madison,Nebraska,782
Pleasants,Virginia,2945
Plumas,California,4363
Plymouth,Massachusetts,64768
Plymouth,Iowa,148
Pocahontas,Virginia,3958
Pocahontas,Iowa,103
Poinsett,Arkansas,3621
Pointe Coupee,Louisiana,17718
Polk,Arkansas,4262
Polk,Wisconsin,1400
Polk,North Carolina,4043
Polk,Missouri,9995
Polk,Nebraska,19
Polk,Iowa,11625
Polk,Texas,8300
Polk,Minnesota,240
Polk,Georgia,6295
Polk,Tennessee,8726
Polk,Oregon,3625
Pontotoc,Mississippi,22113
Pope,Arkansas,7883
Pope,Illinois,6742
Portage,Ohio,24208
Portage,Wisconsin,7507
Porter,Indiana,10313
Posey,Indiana,16167
Pottawatomie,Kansas,1529
Pottawattamie,Iowa,4968
Potter,Pennsylvania,11470
Powell,Kentucky,2257
Poweshiek,Iowa,5668
Powhatan,Virginia,8392
Prairie,Arkansas,8854
Preble,Ohio,21820
Presidio,Texas,580
Presque Isle,Michigan,26
Preston,Virginia,13312
Prince Edward,Virginia,11844
Prince George,Virginia,8411
Prince Georges,Maryland,23327
Prince William,Virginia,8565
Princess Anne,Virginia,7714
Providence,Rhode Island,107799
Pulaski,Georgia,8744
Pulaski,Kentucky,17201
Pulaski,Virginia,5416
Pulaski,Indiana,5711
Pulaski,Illinois,3943
Pulaski,Missouri,3835
Pulaski,Arkansas,11699
Putnam,Ohio,12808
Putnam,Tennessee,8558
Putnam,Virginia,6301
Putnam,Georgia,10125
Putnam,Missouri,9207
Putnam,Florida,2712
Putnam,Illinois,5587
Putnam,Indiana,20681
Putnam,New York,14002
Queen Annes,Maryland,15961
Queens,New York,57391
Quitman,Georgia,3499
Rabun,Georgia,3271
Racine,Wisconsin,21360
Raleigh,Virginia,3367
Ralls,Missouri,8592
Ramsey,Minnesota,12150
Randolph,Illinois,17205
Randolph,Alabama,20059
Randolph,Virginia,4990
Randolph,Missouri,11407
Randolph,North Carolina,16793
Randolph,Georgia,9571
Randolph,Indiana,18997
Randolph,Arkansas,6261
Rankin,Mississippi,13635
Rapides,Louisiana,25360
Rappahannock,Virginia,8850
Ray,Missouri,14092
Red River,Texas,8535
Refugio,Texas,1600
Rensselaer,New York,86328
Renville,Minnesota,245
Reynolds,Missouri,3173
Rhea,Tennessee,4991
Rice,Minnesota,7543
Richardson,Nebraska,2835
Richland,Illinois,9711
Richland,Ohio,31158
Richland,Wisconsin,9732
Richland,South Carolina,18307
Richmond,Virginia,6856
Richmond,Georgia,21284
Richmond,North Carolina,11009
Richmond,New York,25492
Riley,Kansas,1224
Ringgold,Iowa,2923
Ripley,Missouri,3747
Ripley,Indiana,19054
Ritchie,Virginia,6847
Roane,Tennessee,13583
Roane,Virginia,5381
Roanoke,Virginia,8048
Robertson,Texas,4997
Robertson,Tennessee,15265
Robeson,North Carolina,15489
Rock,Wisconsin,36690
Rock Island,Illinois,21005
Rockbridge,Virginia,17248
Rockcastle,Kentucky,5343
Rockingham,Virginia,23408
Rockingham,North Carolina,16746
Rockingham,New Hampshire,50122
Rockland,New York,22492
Ross,Ohio,35071
Rowan,North Carolina,14589
Rowan,Kentucky,2282
Runnels,Texas,0
Rush,Indiana,16193
Rusk,Texas,15803
Russell,Kentucky,6024
Russell,Virginia,10280
Russell,Alabama,26592
Rutherford,Tennessee,27918
Rutherford,North Carolina,11573
Rutland,Vermont,35946
Sabine,Louisiana,5828
Sabine,Texas,2750
Sac,Iowa,246
Sacramento,California,24142
Sagadahoc,Maine,21790
Saginaw,Michigan,12693
Salem,New Jersey,22458
Saline,Nebraska,39
Saline,Arkansas,6640
Saline,Missouri,14699
Saline,Illinois,9331
Sampson,North Carolina,16624
San Augustine,Texas,4094
San Bernardino,California,5551
San Diego,California,4324
San Francisco,California,56802
San Joaquin,California,9435
San Luis Obispo,California,1782
San Mateo,California,3214
San Patricio,Texas,620
San Saba,Texas,913
Sandusky,Ohio,21429
Sangamon,Illinois,32274
Sanilac,Michigan,7599
Santa Barbara,California,3543
Santa Clara,California,11912
Santa Cruz,California,4944
Santa Rosa,Florida,5480
Saratoga,New York,51729
Sarpy,Nebraska,1201
Sauk,Wisconsin,18963
Schenectady,New York,20002
Schley,Georgia,4633
Schoharie,New York,34469
Schoolcraft,Michigan,78
Schuyler,New York,18840
Schuyler,Missouri,6697
Schuyler,Illinois,14684
Schuylkill,Pennsylvania,89510
Scioto,Ohio,24297
Scotland,Missouri,8873
Scott,Indiana,7303
Scott,Tennessee,3519
Scott,Virginia,12072
Scott,Arkansas,5145
Scott,Missouri,5247
Scott,Minnesota,4595
Scott,Iowa,25959
Scott,Mississippi,8139
Scott,Illinois,9069
Scott,Kentucky,14417
Screven,Georgia,8274
Searcy,Arkansas,5271
Sebastian,Arkansas,9238
Seneca,Ohio,30868
Seneca,New York,28138
Sequatchie,Tennessee,2120
Sevier,Tennessee,9122
Sevier,Arkansas,10516
Shackelford,Texas,44
Shannon,Missouri,2284
Shasta,California,4360
Shawano,Wisconsin,829
Shawnee,Kansas,3513
Sheboygan,Wisconsin,26875
Shelby,Kentucky,16433
Shelby,Missouri,7301
Shelby,Tennessee,48092
Shelby,Indiana,19569
Shelby,Ohio,17493
Shelby,Alabama,12618
Shelby,Iowa,818
Shelby,Illinois,14613
Shelby,Texas,5362
Shenandoah,Virginia,13896
Sherburne,Minnesota,723
Shiawassee,Michigan,12349
Shorter,Nebraska,117
Sibley,Minnesota,3609
Sierra,California,11387
Simpson,Mississippi,6080
Simpson,Kentucky,8146
Sioux,Iowa,10
Siskiyou,California,7629
Smith,Texas,13392
Smith,Tennessee,16357
Smith,Mississippi,7643
Smyth,Virginia,8952
Snyder,Pennsylvania,15035
Solano,California,7169
Somerset,Maine,36753
Somerset,New Jersey,22057
Somerset,Pennsylvania,26778
Somerset,Maryland,24992
Sonoma,California,11867
Southampton,Virginia,12915
Spalding,Georgia,8699
Spartanburg,South Carolina,26919
Spencer,Kentucky,6188
Spencer,Indiana,14556
Spotsylvania,Virginia,16076
St Bernard,Louisiana,4076
St Charles,Louisiana,5297
St Charles,Missouri,16523
St Clair,Michigan,26604
St Clair,Illinois,37694
St Clair,Missouri,6812
St Clair,Alabama,11013
St Croix,Wisconsin,5392
St Francis,Arkansas,8672
St Francois,Missouri,7249
St Helena,Louisiana,7130
St James,Louisiana,11499
St John The Bapti,Louisiana,7930
St Johns,Florida,3038
St Joseph,Indiana,18455
St Joseph,Michigan,21262
St Landry,Louisiana,23104
St Lawrence,New York,83689
St Louis,Missouri,190524
St Louis,Minnesota,406
St Martin,Louisiana,12674
St Mary,Louisiana,16816
St Marys,Maryland,15213
St Marys,Nevada,105
St Tammany,Louisiana,5406
Stafford,Virginia,8555
Stanislaus,California,2245
Stanly,North Carolina,7801
Stark,Illinois,9004
Stark,Ohio,42978
Starke,Indiana,2195
Starr,Texas,2406
Ste Genevieve,Missouri,8029
Stearns,Minnesota,4505
Steele,Minnesota,2863
Stephens/buchanan,Texas,230
Stephenson,Illinois,25112
Steuben,New York,66690
Steuben,Indiana,10374
Stewart,Tennessee,9896
Stewart,Georgia,13422
Stoddard,Missouri,7877
Stokes,North Carolina,10402
Stone,Missouri,2400
Story,Iowa,4051
Strafford,New Hampshire,31493
Suffolk,Massachusetts,192700
Suffolk,New York,43275
Sullivan,New York,32385
Sullivan,Missouri,9198
Sullivan,New Hampshire,19041
Sullivan,Pennsylvania,5637
Sullivan,Indiana,15064
Sullivan,Tennessee,13552
Summit,Ohio,27344
Sumner,Tennessee,22030
Sumter,Alabama,24035
Sumter,South Carolina,23859
Sumter,Georgia,9428
Sumter,Florida,1549
Sunflower,Mississippi,1102
Surry,North Carolina,10380
Surry,Virginia,6133
Susquehanna,Pennsylvania,36267
Sussex,New Jersey,23846
Sussex,Virginia,10175
Sussex,Delaware,29615
Sutter,California,3390
Suwannee,Florida,2303
Switzerland,Indiana,12698
Talbot,Maryland,14795
Talbot,Georgia,13616
Taliaferro,Georgia,4583
Talladega,Alabama,23520
Tallahatchie,Mississippi,7890
Tallapoosa,Alabama,23827
Tama,Iowa,5285
Taney,Missouri,3576
Tarrant,Texas,6020
Tattnall,Georgia,4352
Taylor,Florida,1384
Taylor,Iowa,3590
Taylor,Georgia,5998
Taylor,Kentucky,7481
Taylor,Texas,0
Taylor,Virginia,7463
Tazewell,Illinois,21470
Tazewell,Virginia,9920
Tehama,California,4044
Telfair,Georgia,2713
Tensas,Louisiana,16078
Terrebonne,Louisiana,12091
Terrell,Georgia,6232
Texas,Missouri,6067
Thomas,Georgia,10766
Throckmorton,Texas,124
Tillamook,Oregon,95
Tioga,Pennsylvania,31044
Tioga,New York,28748
Tippah,Mississippi,22550
Tippecanoe,Indiana,25726
Tipton,Indiana,8170
Tipton,Tennessee,10705
Tishomingo,Mississippi,24149
Titus,Texas,9648
Todd,Minnesota,430
Todd,Kentucky,11575
Tolland,Connecticut,20709
Tompkins,New York,31409
Towns,Georgia,2459
Travis,Texas,8080
Trempealeau,Wisconsin,2560
Trigg,Kentucky,11051
Trimble,Kentucky,5880
Trinity,California,5125
Trinity,Texas,4392
Troup,Georgia,16262
Trumbull,Ohio,30656
Tucker,Virginia,1428
Tulare,California,4638
Tunica,Mississippi,4366
Tuolumne,California,16229
Tuscaloosa,Alabama,23200
Tuscarawas,Ohio,32463
Tuscola,Michigan,4886
Twiggs,Georgia,8320
Tyler,Texas,4525
Tyler,Virginia,6517
Tyrrell,North Carolina,4944
Ulster,New York,76381
Umpqua,Oregon,1250
Union,New Jersey,27780
Union,Indiana,7109
Union,Pennsylvania,14145
Union,North Carolina,11202
Union,Illinois,11181
Union,Iowa,2012
Union,Kentucky,12791
Union,Louisiana,10389
Union,Arkansas,12288
Union,Tennessee,6117
Union,Ohio,16507
Union,Georgia,4413
Union,South Carolina,19635
Upshur,Virginia,7292
Upshur,Texas,10645
Upson,Georgia,9910
Uvalde,Texas,506
Van Buren,Arkansas,5357
Van Buren,Iowa,17081
Van Buren,Michigan,15224
Van Buren,Tennessee,2581
Van Wert,Ohio,10238
Van Zandt,Texas,3777
Vanderburgh,Indiana,20552
Venango,Pennsylvania,25043
Vermilion,Illinois,19800
Vermillion,Louisiana,4324
Vermillion,Indiana,9422
Vernon,Missouri,4850
Vernon/bad Ax,Wisconsin,11007
Victoria,Texas,4171
Vigo,Indiana,22517
Vinton,Ohio,13631
Volusia,Florida,1158
Wabash,Indiana,17547
Wabash,Illinois,7313
Wabasha,Minnesota,7228
Wabaunsee,Kansas,1023
Wake,North Carolina,28627
Wakulla,Florida,2839
Waldo,Maine,38447
Walker,Georgia,10082
Walker,Alabama,7980
Walker,Texas,8191
Walton,Florida,3037
Walton,Georgia,11074
Walworth,Wisconsin,26496
Wapello,Iowa,14518
Ware,Georgia,2200
Warren,Missouri,8839
Warren,North Carolina,15726
Warren,Mississippi,20696
Warren,New Jersey,28433
Warren,Ohio,26902
Warren,New York,21434
Warren,Georgia,9820
Warren,Tennessee,11147
Warren,Indiana,10057
Warren,Illinois,18336
Warren,Iowa,10281
Warren,Kentucky,17320
Warren,Pennsylvania,19190
Warren,Virginia,6442
Warrick,Indiana,13261
Warwick,Virginia,1740
Wasco,Oregon,1689
Waseca,Minnesota,2601
Washington,Alabama,4669
Washington,Minnesota,6123
Washington,Kansas,383
Washington,Pennsylvania,46805
Washington,Virginia,16892
Washington,Oregon,2801
Washington,Ohio,36268
Washington,Louisiana,4708
Washington,Nebraska,1249
Washington,North Carolina,6357
Washington,Wisconsin,23622
Washington,Maine,42534
Washington,Indiana,17909
Washington,Texas,15215
Washington,Maryland,31417
Washington,Florida,2154
Washington,Vermont,27612
Washington,Tennessee,14829
Washington,Illinois,13731
Washington,Rhode Island,18715
Washington,New York,45904
Washington,Missouri,9723
Washington,Mississippi,1212
Washington,Georgia,12698
Washington,Arkansas,14673
Washington,Iowa,14235
Washington,Kentucky,11575
Washtenaw,Michigan,35686
Watauga,North Carolina,4957
Waukesha,Wisconsin,26831
Waupaca,Wisconsin,8851
Waushara,Wisconsin,8770
Wayne,Georgia,2268
Wayne,Mississippi,3691
Wayne,Indiana,29558
Wayne,Kentucky,10259
Wayne,Virginia,6747
Wayne,Pennsylvania,32239
Wayne,Iowa,6409
Wayne,Illinois,12223
Wayne,Tennessee,9115
Wayne,Michigan,75547
Wayne,North Carolina,14905
Wayne,Ohio,32483
Wayne,New York,47762
Wayne,Missouri,5629
Weakley,Tennessee,18216
Webb,Texas,1397
Webster,Kentucky,7533
Webster,Georgia,5030
Webster,Virginia,1555
Webster,Missouri,7099
Webster,Iowa,2504
Wells,Indiana,10844
West Baton Rouge,Louisiana,7312
West Feliciana,Louisiana,11671
Westchester,New York,99497
Westmoreland,Virginia,8282
Westmoreland,Pennsylvania,53736
Wetzel,Virginia,6703
Wharton,Texas,3380
White,Tennessee,9381
White,Illinois,12403
White,Georgia,3315
White,Indiana,8258
White,Arkansas,8316
Whiteside,Illinois,18737
Whitfield,Georgia,10047
Whitley,Indiana,10730
Whitley,Kentucky,7762
Wilcox,Alabama,24618
Wilcox,Georgia,2115
Wilkes,Georgia,11420
Wilkes,North Carolina,14749
Wilkin/toombs,Minnesota,40
Wilkinson,Georgia,9376
Wilkinson,Mississippi,15933
Will,Illinois,29321
Williams,Ohio,16633
Williamsburg,South Carolina,15489
Williamson,Illinois,12205
Williamson,Texas,4529
Williamson,Tennessee,23827
Wilson,North Carolina,9720
Wilson,Kansas,27
Wilson,Tennessee,26072
Windham,Vermont,26982
Windham,Connecticut,34747
Windsor,Vermont,37193
Winn,Louisiana,6876
Winnebago,Illinois,24491
Winnebago,Iowa,168
Winnebago,Wisconsin,23770
Winneshiek,Iowa,13942
Winona,Minnesota,9208
Winston,Mississippi,9811
Winston/hancock,Alabama,3576
Wirt,Virginia,3751
Wise,Virginia,4508
Wise,Texas,3160
Wood,Virginia,11046
Wood,Wisconsin,2425
Wood,Texas,4968
Wood,Ohio,17886
Woodbury,Iowa,1119
Woodford,Illinois,13282
Woodford,Kentucky,11219
Woodson,Kansas,1488
Worcester,Massachusetts,159659
Worcester,Maryland,20661
Worth,Georgia,2763
Worth,Iowa,756
Wright,Iowa,653
Wright,Minnesota,3729
Wright,Missouri,4508
Wyandot,Ohio,15596
Wyandotte,Kansas,2609
Wyoming,New York,31968
Wyoming,Pennsylvania,12540
Wyoming,Virginia,2861
Wythe,Virginia,12305
Yadkin,North Carolina,10714
Yalobusha,Mississippi,16952
Yamhill,Oregon,3245
Yancey,North Carolina,8655
Yates,New York,20290
Yazoo,Mississippi,22373
Yell,Arkansas,6333
Yolo,California,4716
York,Maine,62107
York,Pennsylvania,68200
York,Virginia,4949
York,South Carolina,21502
Young,Texas,592
Yuba,California,13668
Zapata,Texas,1248
Zavala,Texas,26
