County-Level Results For 1830

county,state,population
Brown,Ohio,17867
Brunswick,Virginia,15767
Brunswick,North Carolina,6516
Bryan,Georgia,3139
Buckingham,Virginia,18351
Bucks,Pennsylvania,45745
Bullitt,Kentucky,5652
Bulloch,Georgia,2587
Buncombe,North Carolina,16281
Burke,North Carolina,17888
Burke,Georgia,11833
Burlington,New Jersey,31107
Butler,Alabama,5650
Butler,Kentucky,3058
Butler,Ohio,27142
Butler,Pennsylvania,14581
Butts,Georgia,4944
Cabarrus,North Carolina,8810
Cabell,Virginia,5884
Caldwell,Kentucky,8324
Caledonia,Vermont,20967
Calhoun,Illinois,1090
Callaway,Missouri,6159
Calloway,Kentucky,5164
Calvert,Maryland,8900
Cambria,Pennsylvania,7076
Camden,North Carolina,6733
Camden,Georgia,4578
Campbell,Virginia,20350
Campbell,Tennessee,5110
Campbell,Georgia,3323
Campbell,Kentucky,9883
Cape Girardeau,Missouri,7445
Cape May,New Jersey,4936
Caroline,Maryland,9070
Caroline,Virginia,17760
Carroll,Tennessee,9397
Carroll,Georgia,3419
Carroll,Indiana,1611
Carter,Tennessee,6414
Carteret,North Carolina,6597
Casey,Kentucky,4342
Cass,Indiana,1162
Cass,Michigan,919
Caswell,North Carolina,15185
Catahoula,Louisiana,2581
Cattaraugus,New York,16724
Cayuga,New York,47948
Cecil,Maryland,15432
Centre,Pennsylvania,18879
Champaign,Ohio,12131
Chariton,Missouri,1780
Charles,Maryland,17769
Charles City,Virginia,5500
Charleston,South Carolina,76293
Charlotte,Virginia,15252
Chatham,Georgia,14127
Chatham,North Carolina,15405
Chautauqua,New York,34671
Chenango,New York,37238
Cheshire,New Hampshire,27016
Chester,South Carolina,17182
Chester,Pennsylvania,50910
Chesterfield,South Carolina,8472
Chesterfield,Virginia,18637
Chicot,Arkansas,1165
Chippewa,Michigan,626
Chittenden,Vermont,21765
Chowan,North Carolina,6697
Christian,Kentucky,12684
Claiborne,Mississippi,9787
Claiborne,Louisiana,1764
Claiborne,Tennessee,8470
Clark,Indiana,10686
Clark,Kentucky,13051
Clark,Arkansas,1369
Clark,Illinois,3940
Clark,Ohio,13114
Clarke,Georgia,10176
Clarke,Alabama,7595
Clay,Illinois,755
Clay,Missouri,5338
Clay,Indiana,1616
Clay,Kentucky,3548
Clearfield,Pennsylvania,4803
Clermont,Ohio,20466
Clinton,Ohio,11436
Clinton,New York,19344
Clinton,Indiana,1423
Clinton,Illinois,2330
Cocke,Tennessee,6017
Cole,Missouri,3023
Colleton,South Carolina,37301
Columbia,New York,39907
Columbia,Georgia,12606
Columbia,Pennsylvania,20059
Columbiana,Ohio,35592
Columbus,North Carolina,4141
Concordia,Louisiana,4662
Conecuh,Alabama,7444
Conway,Arkansas,982
Cooper,Missouri,6904
Coos,New Hampshire,8388
Copiah,Mississippi,7001
Cortland,New York,23791
Coshocton,Ohio,11161
Covington,Alabama,1522
Covington,Mississippi,2551
Coweta,Georgia,5003
Craven,North Carolina,13734
Crawford,Illinois,3117
Crawford,Arkansas,2440
Crawford,Michigan,692
Crawford,Pennsylvania,16030
Crawford,Georgia,5313
Crawford,Missouri,1712
Crawford,Ohio,4791
Crawford,Indiana,3238
Crittenden,Arkansas,1272
Culpeper,Virginia,24027
Cumberland,Kentucky,8624
Cumberland,Pennsylvania,29226
Cumberland,Maine,60102
Cumberland,North Carolina,14834
Cumberland,New Jersey,14093
Cumberland,Virginia,11690
Currituck,North Carolina,7655
Cuyahoga,Ohio,10373
Dale,Alabama,2031
Dallas,Alabama,14017
Darke,Ohio,6204
Darlington,South Carolina,13728
Dauphin,Pennsylvania,25243
Davidson,Tennessee,28122
Davidson,North Carolina,13389
Daviess,Kentucky,5209
Daviess,Indiana,4543
De Kalb,Georgia,10042
Dearborn,Indiana,13974
Decatur,Georgia,3854
Decatur,Indiana,5887
Delaware,Ohio,11504
Delaware,Pennsylvania,17323
Delaware,Indiana,2374
Delaware,New York,33024
Dickson,Tennessee,7265
Dinwiddie,Virginia,13579
Dooly,Georgia,2135
Dorchester,Maryland,18686
Dubois,Indiana,1778
Dukes,Massachusetts,3517
Duplin,North Carolina,11291
Dutchess,New York,50926
Dyer,Tennessee,1904
Early,Georgia,2051
East Baton Rouge,Louisiana,6698
East Feliciana,Louisiana,8247
Edgar,Illinois,4071
Edgecombe,North Carolina,14935
Edgefield,South Carolina,30509
Edmonson,Kentucky,2642
Edwards,Illinois,1649
Effingham,Georgia,2924
Elbert,Georgia,12354
Elizabeth City,Virginia,5053
Elkhart,Indiana,935
Emanuel,Georgia,2673
Erie,New York,35719
Erie,Pennsylvania,17041
Essex,New York,19287
Essex,Virginia,10521
Essex,Massachusetts,82859
Essex,New Jersey,41911
Essex,Vermont,3981
Estill,Kentucky,4618
Fairfax,Virginia,9204
Fairfield,Connecticut,47010
Fairfield,South Carolina,21546
Fairfield,Ohio,24786
Fauquier,Virginia,26086
Fayette,Kentucky,25098
Fayette,Tennessee,8652
Fayette,Georgia,5504
Fayette,Ohio,8182
Fayette,Indiana,9112
Fayette,Illinois,2704
Fayette,Alabama,3547
Fayette,Pennsylvania,29172
Fentress,Tennessee,2748
Fleming,Kentucky,13499
Floyd,Kentucky,4347
Floyd,Indiana,6361
Fluvanna,Virginia,8221
Fountain,Indiana,7619
Franklin,Indiana,10190
Franklin,Virginia,14911
Franklin,Tennessee,15620
Franklin,Kentucky,9254
Franklin,Illinois,4083
Franklin,New York,11312
Franklin,North Carolina,10665
Franklin,Vermont,24525
Franklin,Georgia,10107
Franklin,Ohio,14741
Franklin,Mississippi,4622
Franklin,Pennsylvania,35037
Franklin,Missouri,3484
Franklin,Massachusetts,29501
Franklin,Alabama,11078
Frederick,Maryland,45789
Frederick,Virginia,26046
Fulton,Illinois,1841
Gallatin,Illinois,7405
Gallatin,Kentucky,6674
Gallia,Ohio,9733
Garrard,Kentucky,11871
Gasconade,Missouri,1545
Gates,North Carolina,7866
Geauga,Ohio,15813
Genesee,New York,52147
Georgetown,South Carolina,19943
Gibson,Indiana,5418
Gibson,Tennessee,5801
Giles,Tennessee,18703
Giles,Virginia,5274
Gloucester,New Jersey,28431
Gloucester,Virginia,10608
Glynn,Georgia,4567
Goochland,Virginia,10369
Grafton,New Hampshire,38682
Grainger,Tennessee,10066
Grand Isle,Vermont,3696
Grant,Kentucky,2986
Granville,North Carolina,19355
Graves,Kentucky,2504
Grayson,Virginia,7675
Grayson,Kentucky,3880
Green,Kentucky,13138
Greenbrier,Virginia,9006
Greene,North Carolina,6413
Greene,Georgia,12549
Greene,New York,29525
Greene,Pennsylvania,18028
Greene,Alabama,15026
Greene,Mississippi,1854
Greene,Tennessee,14410
Greene,Ohio,14801
Greene,Indiana,4242
Greene,Illinois,7674
Greensville,Virginia,7117
Greenup,Kentucky,5852
Greenville,South Carolina,16476
Guernsey,Ohio,18036
Guilford,North Carolina,18737
Gwinnett,Georgia,13289
Habersham,Georgia,10671
Halifax,Virginia,28034
Halifax,North Carolina,17739
Hall,Georgia,11748
Hamilton,Indiana,1757
Hamilton,Tennessee,2276
Hamilton,Ohio,52317
Hamilton,New York,1325
Hamilton,Illinois,2616
Hampden,Massachusetts,31639
Hampshire,Virginia,11279
Hampshire,Massachusetts,30254
Hancock,Kentucky,1515
Hancock,Georgia,11820
Hancock,Ohio,813
Hancock,Illinois,483
Hancock,Maine,24336
Hancock,Mississippi,1962
Hancock,Indiana,1436
Hanover,Virginia,16253
Hardeman,Tennessee,11655
Hardin,Kentucky,12849
Hardin,Ohio,210
Hardin,Tennessee,4868
Hardy,Virginia,6798
Harford,Maryland,16319
Harlan,Kentucky,2929
Harris,Georgia,5105
Harrison,Virginia,14722
Harrison,Indiana,10273
Harrison,Ohio,20916
Harrison,Kentucky,13234
Hart,Kentucky,5191
Hartford,Connecticut,51131
Hawkins,Tennessee,13683
Haywood,North Carolina,4578
Haywood,Tennessee,5334
Hempstead,Arkansas,2512
Henderson,Tennessee,8748
Henderson,Kentucky,6659
Hendricks,Indiana,3975
Henrico,Virginia,12737
Henry,Kentucky,11387
Henry,Indiana,6497
Henry,Ohio,262
Henry,Virginia,7100
Henry,Alabama,4020
Henry,Georgia,10566
Henry,Illinois,41
Henry,Tennessee,12249
Herkimer,New York,35870
Hertford,North Carolina,8537
Hickman,Tennessee,8119
Hickman,Kentucky,5198
Highland,Ohio,16345
Hillsborough,New Hampshire,37724
Hinds,Mississippi,8645
Hocking,Ohio,4008
Holmes,Ohio,9135
Hopkins,Kentucky,6763
Horry,South Carolina,5245
Hot Spring,Arkansas,458
Houston,Georgia,7369
Howard,Missouri,10854
Humphreys,Tennessee,6187
Hunterdon,New Jersey,31060
Huntingdon,Pennsylvania,27145
Huron,Ohio,13341
Hyde,North Carolina,6184
Iberville,Louisiana,7049
Independence,Arkansas,2031
Indiana,Pennsylvania,14252
Iowa,Michigan,1587
Iredell,North Carolina,14918
Irwin,Georgia,1180
Isle Of Wight,Virginia,10517
Izard,Arkansas,1266
Jackson,Missouri,2823
Jackson,Tennessee,9698
Jackson,Alabama,12700
Jackson,Georgia,9004
Jackson,Illinois,1828
Jackson,Ohio,5941
Jackson,Indiana,4870
Jackson,Arkansas,333
Jackson,Mississippi,1792
James City,Virginia,3838
Jasper,Georgia,13131
Jefferson,Alabama,6855
Jefferson,Tennessee,11801
Jefferson,Kentucky,23979
Jefferson,Virginia,12927
Jefferson,Mississippi,9755
Jefferson,Louisiana,6846
Jefferson,Georgia,7309
Jefferson,Arkansas,772
Jefferson,Ohio,22489
Jefferson,Indiana,11465
Jefferson,Pennsylvania,2025
Jefferson,Illinois,2555
Jefferson,Missouri,2592
Jefferson,New York,48493
Jennings,Indiana,3974
Jessamine,Kentucky,9960
Jo Daviess,Illinois,2111
Johnson,Indiana,4019
Johnson,Illinois,1596
Johnston,North Carolina,10938
Jones,North Carolina,5608
Jones,Georgia,13345
Jones,Mississippi,1471
Kanawha,Virginia,9326
Kennebec,Maine,52485
Kent,Rhode Island,12789
Kent,Delaware,19913
Kent,Maryland,10501
Kershaw,South Carolina,13545
King And Queen,Virginia,11644
King George,Virginia,6397
King William,Virginia,9812
Kings,New York,20535
Knox,Tennessee,14498
Knox,Kentucky,4315
Knox,Illinois,274
Knox,Ohio,17085
Knox,Indiana,6525
Lafayette,Louisiana,5653
Lafayette,Missouri,2912
Lafayette,Arkansas,748
Lafourche,Louisiana,5503
Lancaster,South Carolina,10361
Lancaster,Pennsylvania,76631
Lancaster,Virginia,4801
Lauderdale,Alabama,11781
Laurel,Kentucky,2206
Laurens,South Carolina,20863
Laurens,Georgia,5589
Lawrence,Tennessee,5411
Lawrence,Illinois,3668
Lawrence,Alabama,14984
Lawrence,Ohio,5367
Lawrence,Arkansas,2806
Lawrence,Indiana,9234
Lawrence,Kentucky,3900
Lawrence,Mississippi,5293
Lebanon,Pennsylvania,20557
Lee,Virginia,6461
Lee,Georgia,1680
Lehigh,Pennsylvania,22256
Lenawee,Michigan,1491
Lenoir,North Carolina,7723
Lewis,Kentucky,5229
Lewis,New York,15239
Lewis,Virginia,6241
Lexington,South Carolina,9065
Liberty,Georgia,7233
Licking,Ohio,20869
Limestone,Alabama,14807
Lincoln,North Carolina,22455
Lincoln,Georgia,6145
Lincoln,Tennessee,22075
Lincoln,Kentucky,11002
Lincoln,Missouri,4059
Lincoln,Maine,57192
Litchfield,Connecticut,42858
Livingston,New York,27729
Livingston,Kentucky,5971
Logan,Kentucky,13012
Logan,Ohio,6440
Logan,Virginia,3680
Lorain,Ohio,5696
Loudoun,Virginia,21939
Louisa,Virginia,16151
Lowndes,Alabama,9410
Lowndes,Mississippi,3173
Lowndes,Georgia,2453
Lunenburg,Virginia,11957
Luzerne,Pennsylvania,27379
Lycoming,Pennsylvania,17636
Mackinac/michilim,Michigan,877
Macomb,Michigan,2413
Macon,Illinois,1122
Macon,North Carolina,5333
Macoupin,Illinois,1990
Madison,Mississippi,4973
Madison,Virginia,9236
Madison,Missouri,2371
Madison,Ohio,6190
Madison,Illinois,6221
Madison,Kentucky,18751
Madison,Georgia,4646
Madison,Tennessee,11594
Madison,New York,39038
Madison,Alabama,27990
Madison,Indiana,2238
Marengo,Alabama,7700
Marion,Mississippi,3691
Marion,Illinois,2125
Marion,Georgia,1436
Marion,South Carolina,11208
Marion,Missouri,4837
Marion,Alabama,4058
Marion,Indiana,7192
Marion,Tennessee,5508
Marion,Ohio,6551
Marlboro,South Carolina,8582
Martin,North Carolina,8539
Martin,Indiana,2010
Mason,Kentucky,16199
Mason,Virginia,6534
Mathews,Virginia,7664
Maury,Tennessee,27665
Mccracken,Kentucky,1297
Mcintosh,Georgia,4998
Mckean,Pennsylvania,1439
Mcminn,Tennessee,14460
Mcnairy,Tennessee,5697
Meade,Kentucky,4131
Mecklenburg,Virginia,20477
Mecklenburg,North Carolina,20073
Medina,Ohio,7560
Meigs,Ohio,6158
Mercer,Pennsylvania,19729
Mercer,Illinois,26
Mercer,Ohio,1110
Mercer,Kentucky,17694
Meriwether,Georgia,4422
Merrimack,New Hampshire,34614
Miami,Ohio,12807
Middlesex,Connecticut,24844
Middlesex,Massachusetts,77961
Middlesex,New Jersey,23157
Middlesex,Virginia,4122
Mifflin,Pennsylvania,21690
Miller,Arkansas,356
Mobile,Alabama,6267
Monmouth,New Jersey,29233
Monongalia,Virginia,14056
Monroe,Ohio,8768
Monroe,Virginia,7798
Monroe,Illinois,2000
Monroe,Michigan,3187
Monroe,Georgia,16202
Monroe,Kentucky,5340
Monroe,Indiana,6577
Monroe,Alabama,8782
Monroe,Mississippi,3861
Monroe,New York,49855
Monroe,Arkansas,461
Monroe,Tennessee,13708
Montgomery,Pennsylvania,39406
Montgomery,Indiana,7317
Montgomery,Illinois,2953
Montgomery,Missouri,3902
Montgomery,Kentucky,10240
Montgomery,Virginia,12306
Montgomery,Georgia,1269
Montgomery,Alabama,12695
Montgomery,Ohio,24362
Montgomery,North Carolina,10919
Montgomery,New York,43715
Montgomery,Maryland,19816
Montgomery,Tennessee,14349
Moore,North Carolina,7745
Morgan,Indiana,5593
Morgan,Kentucky,2857
Morgan,Illinois,12714
Morgan,Georgia,12046
Morgan,Ohio,11800
Morgan,Tennessee,2582
Morgan,Virginia,2694
Morgan/cotaco,Alabama,9062
Morris,New Jersey,23666
Muhlenberg,Kentucky,5340
Muscogee,Georgia,3508
Muskingum,Ohio,29334
Nansemond,Virginia,11784
Nantucket,Massachusetts,7202
Nash,North Carolina,8490
Natchitoches,Louisiana,7905
Nelson,Virginia,11254
Nelson,Kentucky,14932
New Castle,Delaware,29720
New Hanover,North Carolina,10959
New Haven,Connecticut,43847
New Kent,Virginia,6458
New London,Connecticut,42201
New Madrid,Missouri,2350
New York,New York,202589
Newberry,South Carolina,17441
Newport,Rhode Island,16535
Newton,Georgia,11155
Niagara,New York,18482
Nicholas,Kentucky,8834
Nicholas,Virginia,3346
Norfolk,Massachusetts,41972
Norfolk,Virginia,14992
Norfolk City,Virginia,9814
Northampton,North Carolina,13391
Northampton,Virginia,8641
Northampton,Pennsylvania,39482
Northumberland,Pennsylvania,18133
Northumberland,Virginia,7953
Nottoway,Virginia,10130
Oakland,Michigan,4911
Obion,Tennessee,2099
Oglethorpe,Georgia,13618
Ohio,Kentucky,4715
Ohio,Virginia,15584
Oldham,Kentucky,9588
Oneida,New York,71326
Onondaga,New York,58973
Onslow,North Carolina,7814
Ontario,New York,40288
Orange,Virginia,14637
Orange,Vermont,27285
Orange,Indiana,7901
Orange,North Carolina,23908
Orange,New York,45366
Orangeburg,South Carolina,18453
Orleans,New York,17732
Orleans,Louisiana,49826
Orleans,Vermont,13980
Oswego,New York,27119
Otsego,New York,51372
Ouachita,Louisiana,5140
Overton,Tennessee,8242
Owen,Kentucky,5786
Owen,Indiana,4017
Oxford,Maine,35219
Parke,Indiana,7535
Pasquotank,North Carolina,8641
Patrick,Virginia,7395
Paulding,Ohio,161
Pendleton,Virginia,6271
Pendleton,Kentucky,3863
Penobscot,Maine,31530
Peoria-Putnam,Illinois,1310
Perquimans,North Carolina,7419
Perry,Tennessee,7094
Perry,Pennsylvania,14261
Perry,Missouri,3349
Perry,Indiana,3369
Perry,Kentucky,3330
Perry,Mississippi,2300
Perry,Ohio,13970
Perry,Alabama,11490
Perry,Illinois,1215
Person,North Carolina,10027
Petersburg,Virginia,8322
Philadelphia,Pennsylvania,188797
Phillips,Arkansas,1152
Pickaway,Ohio,16001
Pickens,Alabama,6622
Pickens,South Carolina,14473
Pike,Pennsylvania,4843
Pike,Ohio,6024
Pike,Illinois,2396
Pike,Mississippi,5402
Pike,Georgia,6149
Pike,Kentucky,2677
Pike,Indiana,2475
Pike,Missouri,6129
Pike,Alabama,7108
Pitt,North Carolina,12093
Pittsylvania,Virginia,26034
Plaquemines,Louisiana,4489
Plymouth,Massachusetts,43044
Pocahontas,Virginia,2542
Pointe Coupee,Louisiana,5936
Pope,Illinois,3316
Pope,Arkansas,1483
Portage,Ohio,18826
Posey,Indiana,6549
Potter,Pennsylvania,1265
Powhatan,Virginia,8517
Preble,Ohio,16291
Preston,Virginia,5144
Prince Edward,Virginia,14107
Prince George,Virginia,8367
Prince Georges,Maryland,20474
Prince William,Virginia,9330
Princess Anne,Virginia,9102
Providence,Rhode Island,47018
Pulaski,Arkansas,2395
Pulaski,Georgia,4906
Pulaski,Kentucky,9500
Putnam,New York,12628
Putnam,Indiana,8262
Putnam,Ohio,230
Putnam,Georgia,13261
Queen Annes,Maryland,14397
Queens,New York,22460
Rabun,Georgia,2176
Ralls,Missouri,4375
Randolph,Illinois,4429
Randolph,Georgia,2191
Randolph,Indiana,3912
Randolph,North Carolina,12406
Randolph,Virginia,5000
Randolph,Missouri,2942
Rankin,Mississippi,2083
Rapides,Louisiana,7575
Ray,Missouri,2657
Rensselaer,New York,49424
Rhea,Tennessee,8186
Richland,Ohio,24006
Richland,South Carolina,14772
Richmond,North Carolina,9396
Richmond,New York,7082
Richmond,Virginia,6055
Richmond,Georgia,11644
Richmond City,Virginia,16060
Ripley,Indiana,3989
Roane,Tennessee,11341
Robertson,Tennessee,13272
Robeson,North Carolina,9433
Rockbridge,Virginia,14244
Rockcastle,Kentucky,2865
Rockingham,Virginia,20683
Rockingham,North Carolina,12935
Rockingham,New Hampshire,44325
Rockland,New York,9388
Ross,Ohio,24068
Rowan,North Carolina,20786
Rush,Indiana,9707
Russell,Kentucky,3879
Russell,Virginia,6714
Rutherford,Tennessee,26134
Rutherford,North Carolina,17557
Rutland,Vermont,31294
Salem,New Jersey,14155
Saline,Missouri,2873
Sampson,North Carolina,11634
Sandusky,Ohio,2851
Sangamon,Illinois,12960
Saratoga,New York,38679
Schenectady,New York,12347
Schoharie,New York,27902
Schuyler-Mcdonoug,Illinois,2959
Schuylkill,Pennsylvania,20744
Scioto,Ohio,8740
Scott,Kentucky,14677
Scott,Virginia,5724
Scott,Missouri,2136
Scott,Indiana,3092
Screven,Georgia,4776
Seneca,Ohio,5159
Seneca,New York,21041
Sevier,Tennessee,5717
Sevier,Arkansas,634
Shelby,Indiana,6295
Shelby,Alabama,5704
Shelby,Tennessee,5648
Shelby,Illinois,2972
Shelby,Kentucky,19030
Shelby,Ohio,3671
Shenandoah,Virginia,19750
Simpson,Mississippi,2680
Simpson,Kentucky,5815
Smith,Tennessee,19906
Somerset,Maine,35787
Somerset,New Jersey,17689
Somerset,Pennsylvania,17762
Somerset,Maryland,20166
Southampton,Virginia,16074
Spartanburg,South Carolina,21150
Spencer,Kentucky,6812
Spencer,Indiana,3196
Spotsylvania,Virginia,15134
St Bernard,Louisiana,3356
St Charles,Missouri,4320
St Charles,Louisiana,5147
St Clair,Illinois,7078
St Clair,Michigan,1114
St Clair,Alabama,5975
St Francis,Arkansas,1505
St Francois,Missouri,2366
St Helena,Louisiana,4028
St James,Louisiana,7146
St John The Bapti,Louisiana,5677
St Joseph,Michigan,1313
St Joseph,Indiana,287
St Landry,Louisiana,12591
St Lawrence,New York,36354
St Louis,Missouri,14125
St Martin,Louisiana,7205
St Mary,Louisiana,6442
St Marys,Maryland,13459
St Tammany,Louisiana,2864
Stafford,Virginia,9362
Stark,Ohio,26588
Ste Genevieve,Missouri,2186
Steuben,New York,33851
Stewart,Tennessee,6968
Stokes,North Carolina,16196
Strafford,New Hampshire,58910
Suffolk,Massachusetts,62163
Suffolk,New York,26780
Sullivan,New York,12364
Sullivan,New Hampshire,19669
Sullivan,Indiana,4630
Sullivan,Tennessee,10073
Sumner,Tennessee,20569
Sumter,South Carolina,28277
Surry,North Carolina,14504
Surry,Virginia,7109
Susquehanna,Pennsylvania,16787
Sussex,Delaware,27115
Sussex,Virginia,12720
Sussex,New Jersey,20346
Switzerland,Indiana,7028
Talbot,Georgia,5940
Talbot,Maryland,12947
Taliaferro,Georgia,4934
Tattnall,Georgia,2040
Tazewell,Illinois,4716
Tazewell,Virginia,5749
Telfair,Georgia,2136
Terrebonne,Louisiana,2121
Thomas,Georgia,3299
Tioga,New York,27690
Tioga,Pennsylvania,8978
Tippecanoe,Indiana,7187
Tipton,Tennessee,5317
Todd,Kentucky,8680
Tolland,Connecticut,18702
Tompkins,New York,36545
Trigg,Kentucky,5916
Troup,Georgia,5799
Trumbull,Ohio,26153
Tuscaloosa,Alabama,13646
Tuscarawas,Ohio,14298
Twiggs,Georgia,8031
Tyler,Virginia,4104
Tyrrell,North Carolina,4732
Ulster,New York,36550
Union,Kentucky,4764
Union,Ohio,3192
Union,Arkansas,640
Union,Indiana,7944
Union,South Carolina,17906
Union,Pennsylvania,20795
Union,Illinois,3239
Upson,Georgia,7013
Van Buren,Michigan,5
Van Wert,Ohio,49
Vanderburgh,Indiana,2611
Venango,Pennsylvania,9470
Vermilion,Illinois,5836
Vermillion,Indiana,5692
Vigo,Indiana,5766
Wabash,Illinois,2710
Wake,North Carolina,20398
Waldo,Maine,29788
Walker,Alabama,2202
Walton,Georgia,10929
Ware,Georgia,1205
Warren,New York,11796
Warren,Ohio,21468
Warren,Mississippi,7861
Warren,Georgia,10946
Warren,Tennessee,15210
Warren,North Carolina,11877
Warren,Illinois,308
Warren,Indiana,2861
Warren,Pennsylvania,4697
Warren,New Jersey,18627
Warren,Kentucky,10949
Warrick,Indiana,2877
Warwick,Virginia,1570
Washington,Rhode Island,15411
Washington,Illinois,1675
Washington,Tennessee,10995
Washington,Georgia,9820
Washington,North Carolina,4552
Washington,Vermont,21378
Washington,Virginia,15614
Washington,Kentucky,19017
Washington,Ohio,11731
Washington,New York,42635
Washington,Pennsylvania,42784
Washington,Indiana,13064
Washington,Maryland,25268
Washington,Mississippi,1976
Washington,Alabama,3474
Washington,Arkansas,2182
Washington,Missouri,6784
Washington,Louisiana,2286
Washington,Maine,21294
Washtenaw,Michigan,4042
Wayne,New York,33643
Wayne,Illinois,2553
Wayne,Missouri,3264
Wayne,Tennessee,6013
Wayne,Georgia,963
Wayne,Mississippi,2781
Wayne,North Carolina,10331
Wayne,Kentucky,8685
Wayne,Indiana,18571
Wayne,Pennsylvania,7663
Wayne,Michigan,6781
Wayne,Ohio,23333
Weakley,Tennessee,4797
West Baton Rouge,Louisiana,3084
West Feliciana,Louisiana,8629
Westchester,New York,36456
Westmoreland,Virginia,8396
Westmoreland,Pennsylvania,38400
White,Illinois,6091
White,Tennessee,9967
Whitley,Kentucky,3806
Wilcox,Alabama,9548
Wilkes,North Carolina,11968
Wilkes,Georgia,14237
Wilkinson,Georgia,6513
Wilkinson,Mississippi,11686
Williams,Ohio,387
Williamsburg,South Carolina,9018
Williamson,Tennessee,26638
Wilson,Tennessee,25472
Windham,Connecticut,27082
Windham,Vermont,28748
Windsor,Vermont,40625
Wood,Virginia,6429
Wood,Ohio,1102
Woodford,Kentucky,12273
Worcester,Maryland,18273
Worcester,Massachusetts,84355
Wythe,Virginia,12163
Yates,New York,19009
Yazoo,Mississippi,6550
York,Maine,51722
York,South Carolina,17790
York,Virginia,5354
York,Pennsylvania,42859
