County-Level Results For 1900

county,state,population
Berrien,Michigan,49165
Bertie,North Carolina,20538
Bexar,Texas,69422
Bibb,Georgia,50473
Bibb,Alabama,18498
Bienville,Louisiana,17588
Big Horn,Wyoming,4328
Big Stone,Minnesota,8731
Billings,North Dakota,975
Bingham,Idaho,10447
Black Hawk,Iowa,32399
Blackfeet Res,Montana,N/a
Blackford,Indiana,17213
Bladen,North Carolina,17677
Blaine,Nebraska,603
Blaine,Idaho,4900
Blair,Pennsylvania,85099
Blanco,Texas,4703
Bland,Virginia,5497
Bledsoe,Tennessee,6626
Blount,Tennessee,19206
Blount,Alabama,23119
Blue Earth,Minnesota,32263
Boise,Idaho,4174
Bolivar,Mississippi,35427
Bollinger,Missouri,14650
Bon Homme,South Dakota,10379
Bond,Illinois,16078
Boone,Indiana,26321
Boone,Iowa,28200
Boone,Missouri,28642
Boone,Nebraska,11689
Boone,Arkansas,16396
Boone,Kentucky,11170
Boone,West Virginia,8194
Boone,Illinois,15791
Borden,Texas,776
Boreman,South Dakota,N/a
Bosque,Texas,17390
Bossier,Louisiana,24153
Botetourt,Virginia,17161
Bottineau,North Dakota,7532
Boulder,Colorado,21544
Bourbon,Kentucky,18069
Bourbon,Kansas,24712
Bowie,Texas,26676
Box Butte,Nebraska,5572
Box Elder,Utah,10009
Boyd,Kentucky,18834
Boyd,Nebraska,7332
Boyle,Kentucky,13817
Bracken,Kentucky,12137
Bradford,Pennsylvania,59403
Bradford/new Rive,Florida,10295
Bradley,Tennessee,15759
Bradley,Arkansas,9651
Branch,Michigan,27811
Braxton,West Virginia,18904
Brazoria,Texas,14861
Brazos,Texas,18859
Breathitt,Kentucky,14322
Breckinridge,Kentucky,20534
Bremer,Iowa,16305
Brevard/st Lucie,Florida,5158
Brewster,Texas,2356
Briscoe,Texas,1253
Bristol,Virginia,4579
Bristol,Massachusetts,252029
Bristol,Rhode Island,13144
Broadwater,Montana,2641
Brooke,West Virginia,7219
Brookings,South Dakota,12561
Brooks,Georgia,18606
Broome,New York,69149
Brown,Illinois,11557
Brown,Indiana,9727
Brown,Nebraska,3470
Brown,Minnesota,19787
Brown,Kansas,22369
Brown,Ohio,28237
Brown,Texas,16019
Brown,Wisconsin,46359
Brown,South Dakota,15286
Brule,South Dakota,5401
Brunswick,Virginia,18217
Brunswick,North Carolina,12657
Bryan,Georgia,6122
Buchanan,Missouri,121838
Buchanan,Iowa,21427
Buchanan,Virginia,9692
Buckingham,Virginia,15266
Bucks,Pennsylvania,71190
Buena Vista,Virginia,2388
Buena Vista,Iowa,16975
Buffalo,Wisconsin,16765
Buffalo,Nebraska,20254
Buffalo,South Dakota,1790
Bullitt,Kentucky,9602
Bulloch,Georgia,21377
Bullock,Alabama,31944
Buncombe,North Carolina,44288
Bureau,Illinois,41112
Burke,Georgia,30165
Burke,North Carolina,17699
Burleigh,North Dakota,6081
Burleson,Texas,18367
Burlington,New Jersey,58241
Burnet,Texas,10528
Burnett,Wisconsin,7478
Burt,Nebraska,13040
Butler,Pennsylvania,56962
Butler,Iowa,17955
Butler,Kansas,23363
Butler,Nebraska,15703
Butler,Kentucky,15896
Butler,Missouri,16769
Butler,Alabama,25761
Butler,Ohio,56870
Butte,California,17117
Butte,South Dakota,2907
Butts,Georgia,12805
Cabarrus,North Carolina,22456
Cabell,West Virginia,29252
Cache,Utah,18139
Caddo,Louisiana,44499
Calaveras,California,11200
Calcasieu,Louisiana,30428
Caldwell,Kentucky,14510
Caldwell,Louisiana,6917
Caldwell,Texas,21765
Caldwell,North Carolina,15694
Caldwell,Missouri,16656
Caledonia,Vermont,24381
Calhoun,Georgia,9274
Calhoun,Michigan,49315
Calhoun,Mississippi,16512
Calhoun,Illinois,8917
Calhoun,Iowa,18569
Calhoun,Texas,2395
Calhoun,Florida,5132
Calhoun,Arkansas,8539
Calhoun,West Virginia,10266
Calhoun/benton,Alabama,34874
Callahan,Texas,8768
Callaway,Missouri,25984
Calloway,Kentucky,17633
Calumet,Wisconsin,17078
Calvert,Maryland,10223
Cambria,Pennsylvania,104837
Camden,New Jersey,107643
Camden,North Carolina,5474
Camden,Missouri,13113
Camden,Georgia,7669
Cameron,Louisiana,3952
Cameron,Texas,16095
Cameron,Pennsylvania,7048
Camp,Texas,9146
Campbell,Virginia,23256
Campbell,South Dakota,4527
Campbell,Kentucky,54223
Campbell,Georgia,9518
Campbell,Tennessee,17317
Cannon,Tennessee,12121
Canyon,Idaho,7497
Cape Girardeau,Missouri,24315
Cape May,New Jersey,13201
Carbon,Wyoming,9589
Carbon,Montana,7533
Carbon,Utah,5004
Carbon,Pennsylvania,44510
Carlisle,Kentucky,10195
Carlton,Minnesota,10017
Caroline,Virginia,16709
Caroline,Maryland,16248
Carroll,Virginia,19303
Carroll,New Hampshire,16895
Carroll,Maryland,33860
Carroll,Iowa,20319
Carroll,Ohio,16811
Carroll,Georgia,26576
Carroll,Illinois,18963
Carroll,Kentucky,9825
Carroll,Indiana,19953
Carroll,Tennessee,24250
Carroll,Arkansas,18848
Carroll,Mississippi,22116
Carroll,Missouri,26455
Carson,Texas,469
Carter,Tennessee,16688
Carter,Kentucky,20228
Carter,Missouri,6706
Carteret,North Carolina,11811
Carver,Minnesota,17544
Cascade,Montana,25777
Casey,Kentucky,15144
Cass,Michigan,20876
Cass,North Dakota,28625
Cass,Iowa,21274
Cass,Minnesota,7777
Cass,Illinois,17222
Cass,Nebraska,21330
Cass,Indiana,34545
Cass/davis,Texas,22841
Cass/van Buren,Missouri,23636
Cassia,Idaho,3951
Castro,Texas,400
Caswell,North Carolina,15028
Catahoula,Louisiana,16351
Catawba,North Carolina,22133
Catawba Res,South Carolina,N/a
Catoosa,Georgia,5823
Cattaraugus,New York,65643
Cavalier,North Dakota,12580
Cayuga,New York,66234
Cecil,Maryland,24662
Cedar,Iowa,19371
Cedar,Missouri,16923
Cedar,Nebraska,12467
Centre,Pennsylvania,42894
Cerro Gordo,Iowa,20672
Chaffee,Colorado,7085
Chambers,Alabama,32554
Chambers,Texas,3046
Champaign,Ohio,26642
Champaign,Illinois,47622
Chariton,Missouri,26826
Charles,Maryland,17662
Charles City,Virginia,5040
Charles Mix,South Dakota,8498
Charleston,South Carolina,88006
Charlevoix,Michigan,13956
Charlotte,Virginia,15343
Charlottesville,Virginia,6449
Charlton,Georgia,3592
Chase,Kansas,8246
Chase,Nebraska,2559
Chatham,North Carolina,23912
Chatham,Georgia,71239
Chattahoochee,Georgia,5790
Chattooga,Georgia,12952
Chautauqua,Kansas,11804
Chautauqua,New York,88314
Cheatham,Tennessee,10112
Cheboygan,Michigan,15516
Chelan,Washington,3931
Chemung,New York,54063
Chenango,New York,36568
Cherokee,Iowa,16570
Cherokee,North Carolina,11860
Cherokee,Alabama,21096
Cherokee,Georgia,15243
Cherokee,Texas,25154
Cherokee,South Carolina,21359
Cherokee/mcghee,Kansas,42694
Cherry,Nebraska,6541
Cheshire,New Hampshire,31321
Chester,South Carolina,28616
Chester,Pennsylvania,95695
Chester,Tennessee,9896
Chesterfield,Virginia,18804
Chesterfield,South Carolina,20401
Cheyenne,Nebraska,5570
Cheyenne,Kansas,2640
Cheyenne,Colorado,501
Cheyenne Rvr Res,South Dakota,2357
Chickasaw,Iowa,17037
Chickasaw,Mississippi,19892
Chicot,Arkansas,14528
Childress,Texas,2138
Chilton/baker,Alabama,16522
Chippewa,Michigan,21338
Chippewa,Wisconsin,33037
Chippewa,Minnesota,12499
Chisago,Minnesota,13248
Chittenden,Vermont,39600
Choctaw,Mississippi,13036
Choctaw,Alabama,18136
Chouteau,Montana,10966
Chowan,North Carolina,10258
Christian,Missouri,16939
Christian,Illinois,32790
Christian,Kentucky,37962
Churchill,Nevada,830
Citrus,Florida,5391
Clackamas,Oregon,19658
Claiborne,Tennessee,20696
Claiborne,Mississippi,20787
Claiborne,Louisiana,23029
Clallam,Washington,5603
Clare,Michigan,8360
Clarendon,South Carolina,28184
Clarion,Pennsylvania,34283
Clark,Illinois,24033
Clark,Washington,13419
Clark,Indiana,31835
Clark,South Dakota,6942
Clark,Kansas,1701
Clark,Missouri,15383
Clark,Ohio,58939
Clark,Kentucky,16694
Clark,Arkansas,21289
Clark,Wisconsin,25848
Clarke,Georgia,17708
Clarke,Virginia,7927
Clarke,Iowa,12440
Clarke,Mississippi,17741
Clarke,Alabama,27790
Clatsop,Oregon,12765
Clay,Mississippi,19563
Clay,Alabama,17099
Clay,North Carolina,4532
Clay,Iowa,13401
Clay,Georgia,8568
Clay,Kansas,15833
Clay,Florida,5635
Clay,Arkansas,15886
Clay,Nebraska,15735
Clay,South Dakota,9316
Clay,Texas,9231
Clay,Indiana,34285
Clay,Missouri,18903
Clay,West Virginia,8248
Clay,Minnesota,17942
Clay,Kentucky,15364
Clay,Illinois,19553
Clay,Tennessee,8421
Clayton,Georgia,9598
Clayton,Iowa,27750
Clear Creek,Colorado,7082
Clearfield,Pennsylvania,80614
Cleburne,Arkansas,9628
Cleburne,Alabama,13206
Clermont,Ohio,31610
Cleveland,Arkansas,11620
Cleveland,North Carolina,25078
Clinch,Georgia,8732
Clinton,Illinois,19824
Clinton,Indiana,28202
Clinton,Pennsylvania,29197
Clinton,Kentucky,7871
Clinton,Ohio,24202
Clinton,Iowa,43832
Clinton,Missouri,17363
Clinton,Michigan,25136
Clinton,New York,47430
Cloud,Kansas,18071
Coahoma,Mississippi,26293
Cobb,Georgia,24664
Cochran,Texas,25
Cocke,Tennessee,19153
Codington,South Dakota,8770
Coeur D'alene Res,Idaho,N/a
Coffee,Tennessee,15574
Coffee,Georgia,16169
Coffee,Alabama,20972
Coffey,Kansas,16643
Coke,Texas,3430
Colbert,Alabama,22341
Cole,Missouri,20578
Coleman,Texas,10077
Coles,Illinois,34146
Colfax,Nebraska,11211
Colleton,South Carolina,33452
Collin,Texas,50087
Collingsworth,Texas,1233
Colorado,Texas,22203
Colquitt,Georgia,13636
Columbia,Arkansas,22077
Columbia,Georgia,10653
Columbia,Wisconsin,31121
Columbia,Pennsylvania,39896
Columbia,Washington,7128
Columbia,Florida,17094
Columbia,New York,43211
Columbia,Oregon,6237
Columbiana,Ohio,68590
Columbus,North Carolina,21274
Colusa,California,7364
Colville Res,Washington,N/a
Comal,Texas,7008
Comanche,Kansas,1619
Comanche,Texas,23009
Concho,Texas,1427
Concordia,Louisiana,13559
Conecuh,Alabama,17514
Conejos,Colorado,8794
Contra Costa,California,18046
Converse,Wyoming,3337
Conway,Arkansas,19772
Cook,Illinois,1838735
Cook,Minnesota,810
Cooke,Texas,27494
Cooper,Missouri,22532
Coos,Oregon,10324
Coos,New Hampshire,29468
Coosa,Alabama,16144
Copiah,Mississippi,34395
Cortland,New York,27576
Coryell,Texas,21308
Coshocton,Ohio,29337
Costilla,Colorado,4632
Cottle,Texas,1002
Cottonwood,Minnesota,12069
Covington,Mississippi,13076
Covington,Alabama,15346
Coweta,Georgia,24980
Cowley,Kansas,30156
Cowlitz,Washington,7877
Craig,Virginia,4293
Craighead,Arkansas,19505
Crane,Texas,51
Craven,North Carolina,24160
Crawford,Wisconsin,17286
Crawford,Arkansas,21270
Crawford,Illinois,19240
Crawford,Ohio,33915
Crawford,Kansas,38809
Crawford,Michigan,2943
Crawford,Pennsylvania,63643
Crawford,Georgia,10368
Crawford,Missouri,12959
Crawford,Indiana,13476
Crawford,Iowa,21685
Crenshaw,Alabama,19668
Crittenden,Arkansas,14529
Crittenden,Kentucky,15191
Crockett,Texas,1591
Crockett,Tennessee,15867
Crook,Oregon,3964
Crook,Wyoming,3137
Crosby,Texas,788
Cross,Arkansas,11051
Crow Creek Res,South Dakota,N/a
Crow Res,Montana,2660
Crow Wing,Minnesota,14250
Cullman,Alabama,17849
Culpeper,Virginia,14123
Cumberland,Pennsylvania,50344
Cumberland,Maine,100689
Cumberland,Tennessee,8311
Cumberland,New Jersey,51193
Cumberland,Kentucky,8962
Cumberland,Virginia,8996
Cumberland,Illinois,16124
Cumberland,North Carolina,29249
Cuming,Nebraska,14584
Currituck,North Carolina,6529
Curry,Oregon,1868
Custer,Nebraska,19758
Custer,South Dakota,2728
Custer,Idaho,2049
Custer,Colorado,2937
Custer,Montana,7891
Cuyahoga,Ohio,439120
Dade,Florida,4955
Dade,Missouri,18125
Dade,Georgia,4578
Dakota,Nebraska,6286
Dakota,Minnesota,21733
Dale,Alabama,21189
Dallam,Texas,146
Dallas,Texas,82726
Dallas,Alabama,54657
Dallas,Missouri,13903
Dallas,Arkansas,11518
Dallas,Iowa,23058
Dane,Wisconsin,69435
Danville,Virginia,16520
Dare,North Carolina,4757
Darke,Ohio,42532
Darlington,South Carolina,32388
Dauphin,Pennsylvania,114443
Davidson,Tennessee,122815
Davidson,North Carolina,23403
Davie,North Carolina,12115
Daviess,Kentucky,38667
Daviess,Missouri,21325
Daviess,Indiana,29914
Davis,Utah,7996
Davis,Iowa,15620
Davison,South Dakota,7483
Dawes,Nebraska,6215
Dawson,Texas,37
Dawson,Georgia,5442
Dawson,Montana,2443
Dawson,Nebraska,12214
Day,South Dakota,12254
De Kalb,Georgia,21112
De Kalb,Illinois,31756
De Kalb,Indiana,25711
De Kalb,Missouri,14418
De Kalb,Alabama,23558
De Kalb,Tennessee,16460
De Soto,Louisiana,25063
De Soto,Florida,8047
De Soto,Mississippi,24751
De Witt,Illinois,18972
De Witt,Texas,21311
Deaf Smith,Texas,843
Dearborn,Indiana,22194
Decatur,Georgia,29454
Decatur,Iowa,18115
Decatur,Indiana,19518
Decatur,Tennessee,10439
Decatur,Kansas,9234
Deer Lodge,Montana,17393
Defiance,Ohio,26387
Del Norte,California,2408
Delaware,Ohio,26401
Delaware,Iowa,19185
Delaware,Indiana,49624
Delaware,New York,46413
Delaware,Pennsylvania,94762
Delta,Texas,15249
Delta,Michigan,23881
Delta,Colorado,5487
Dent,Missouri,12986
Denton,Texas,28318
Des Moines,Iowa,35989
Desha,Arkansas,11511
Deuel,South Dakota,6656
Deuel,Nebraska,2630
Devils Lake Res,North Dakota,N/a
Dewey,South Dakota,N/a
Dickens,Texas,1151
Dickenson,Virginia,7747
Dickey,North Dakota,6061
Dickinson,Iowa,7995
Dickinson,Michigan,17890
Dickinson,Kansas,21816
Dickson,Tennessee,18635
Dimmit,Texas,1106
Dinwiddie,Virginia,15374
Dixon,Nebraska,10535
Doddridge,West Virginia,13689
Dodge,Minnesota,13340
Dodge,Nebraska,22298
Dodge,Georgia,13975
Dodge,Wisconsin,46631
Dolores,Colorado,1134
Doniphan,Kansas,15079
Donley,Texas,2756
Dooly,Georgia,26567
Door,Wisconsin,17583
Dorchester,Maryland,27962
Dorchester,South Carolina,16294
Dougherty,Georgia,13679
Douglas,Colorado,3120
Douglas,Oregon,14565
Douglas,Nebraska,140590
Douglas,Wisconsin,36335
Douglas,Missouri,16802
Douglas,Nevada,1534
Douglas,Illinois,19097
Douglas,South Dakota,5012
Douglas,Kansas,25096
Douglas,Minnesota,17964
Douglas,Georgia,8745
Douglas,Washington,4926
Drew,Arkansas,19451
Du Page,Illinois,28196
Dubois,Indiana,20357
Dubuque,Iowa,56403
Duck Valley Res,Nevada,N/a
Dukes,Massachusetts,4561
Dundy,Nebraska,2434
Dunklin,Missouri,21706
Dunn,Wisconsin,25043
Duplin,North Carolina,22405
Durham,North Carolina,26233
Dutchess,New York,81670
Duval,Texas,8483
Duval,Florida,39733
Dyer,Tennessee,23776
Eagle,Colorado,3008
Early,Georgia,14828
East Baton Rouge,Louisiana,31153
East Carroll,Louisiana,11373
East Feliciana,Louisiana,20443
Eastland,Texas,17971
Eaton,Michigan,31668
Eau Claire,Wisconsin,31692
Echols,Georgia,3209
Ector,Texas,381
Eddy,North Dakota,3330
Edgar,Illinois,28273
Edgecombe,North Carolina,26591
Edgefield,South Carolina,25478
Edmonson,Kentucky,10080
Edmunds,South Dakota,4916
Edwards,Texas,3108
Edwards,Kansas,3682
Edwards,Illinois,10345
Effingham,Illinois,20465
Effingham,Georgia,8334
El Dorado,California,8986
El Paso,Colorado,31602
El Paso,Texas,24886
Elbert,Colorado,3101
Elbert,Georgia,19729
Elizabeth City,Virginia,19460
Elk,Kansas,11443
Elk,Pennsylvania,32903
Elkhart,Indiana,45052
Elko,Nevada,5688
Elliott,Kentucky,10387
Ellis,Kansas,8626
Ellis,Texas,50059
Ellsworth,Kansas,9626
Elmore,Alabama,26099
Elmore,Idaho,2286
Emanuel,Georgia,21279
Emery,Utah,4657
Emmet,Iowa,9936
Emmet,Michigan,15931
Emmons,North Dakota,4349
Erath,Texas,29966
Erie,Ohio,37650
Erie,Pennsylvania,98473
Erie,New York,433686
Escambia,Alabama,11320
Escambia,Florida,28313
Esmeralda,Nevada,1972
Essex,New Jersey,359053
Essex,Virginia,9701
Essex,Massachusetts,357030
Essex,New York,30707
Essex,Vermont,8056
Estill,Kentucky,11669
Etowah,Alabama,27361
Eureka,Nevada,1954
Fairfax,Virginia,18580
Fairfield,Connecticut,184203
Fairfield,Ohio,34259
Fairfield,South Carolina,29425
Fall River,South Dakota,3541
Falls,Texas,33342
Fannin,Georgia,11214
Fannin,Texas,51793
Faribault,Minnesota,22055
Faulk,South Dakota,3547
Faulkner,Arkansas,20780
Fauquier,Virginia,23374
Fayette,Pennsylvania,110412
Fayette,West Virginia,31987
Fayette,Tennessee,29701
Fayette,Alabama,14132
Fayette,Texas,36542
Fayette,Indiana,13495
Fayette,Illinois,28065
Fayette,Georgia,10114
Fayette,Ohio,21725
Fayette,Kentucky,42071
Fayette,Iowa,29845
Fentress,Tennessee,6106
Fergus,Montana,6937
Ferry,Washington,4562
Fillmore,Minnesota,28238
Fillmore,Nebraska,15087
Finney,Kansas,3469
Fisher,Texas,3708
Flathead,Montana,9375
Flathead Res,Montana,N/a
Fleming,Kentucky,17074
Florence,South Carolina,28474
Florence,Wisconsin,3197
Floyd,Texas,2020
Floyd,Virginia,15388
Floyd,Georgia,33113
Floyd,Iowa,17754
Floyd,Kentucky,15552
Floyd,Indiana,30118
Fluvanna,Virginia,9050
Foard,Texas,1568
Fond Du Lac,Wisconsin,47589
Ford,Kansas,5497
Ford,Illinois,18359
Forest,Wisconsin,1396
Forest,Pennsylvania,11039
Forsyth,North Carolina,35261
Forsyth,Georgia,11550
Fort Bend,Texas,16538
Fort Berthold Res,North Dakota,N/a
Fort Hall Res,Idaho,N/a
Fort Peck Res,Montana,N/a
Foster,North Dakota,3770
Fountain,Indiana,21446
Franklin,North Carolina,25116
Franklin,Maine,18444
Franklin,Illinois,19675
Franklin,Massachusetts,41209
Franklin,Iowa,14996
Franklin,Vermont,30198
Franklin,Kentucky,20852
Franklin,Kansas,21354
Franklin,Georgia,17700
Franklin,New York,42853
Franklin,Florida,4890
Franklin,Louisiana,8890
Franklin,Alabama,16511
Franklin,Pennsylvania,54902
Franklin,Nebraska,9455
Franklin,Tennessee,20392
Franklin,Ohio,164460
Franklin,Washington,486
Franklin,Indiana,16388
Franklin,Missouri,30581
Franklin,Arkansas,17395
Franklin,Mississippi,13678
Franklin,Texas,8674
Franklin,Virginia,25953
Frederick,Maryland,51920
Frederick,Virginia,13239
Fredericksburg,Virginia,5068
Freeborn,Minnesota,21838
Freestone,Texas,18910
Fremont,Iowa,18546
Fremont,Wyoming,5357
Fremont,Idaho,12821
Fremont,Colorado,15636
Fresno,California,37862
Frio,Texas,4200
Frontier,Nebraska,8781
Fulton,New York,42842
Fulton,Georgia,117363
Fulton,Pennsylvania,9924
Fulton,Arkansas,12917
Fulton,Ohio,22801
Fulton,Indiana,17453
Fulton,Kentucky,11546
Fulton,Illinois,46201
Furnas,Nebraska,12373
Gadsden,Florida,15294
Gage,Nebraska,30051
Gaines,Texas,55
Gallatin,Illinois,15836
Gallatin,Montana,9553
Gallatin,Kentucky,5163
Gallia,Ohio,27918
Galveston,Texas,44116
Garfield,Nebraska,2127
Garfield,Utah,3400
Garfield,Colorado,5835
Garfield,Washington,3918
Garland,Arkansas,18773
Garrard,Kentucky,12042
Garrett,Maryland,17701
Garza,Texas,185
Gasconade,Missouri,12298
Gaston,North Carolina,27903
Gates,North Carolina,10413
Geary,Kansas,10744
Geauga,Ohio,14744
Genesee,Michigan,41804
Genesee,New York,34561
Geneva,Alabama,19096
Gentry,Missouri,20554
Georgetown,South Carolina,22846
Gibson,Tennessee,39408
Gibson,Indiana,30099
Giles,Tennessee,33035
Giles,Virginia,10793
Gillespie,Texas,8229
Gilliam,Oregon,3201
Gilmer,West Virginia,11762
Gilmer,Georgia,10198
Gilpin,Colorado,6690
Gladwin,Michigan,6564
Glascock,Georgia,4516
Glasscock,Texas,286
Glenn,California,5150
Gloucester,Virginia,12832
Gloucester,New Jersey,31905
Glynn,Georgia,14317
Gogebic,Michigan,16738
Goliad,Texas,8310
Gonzales,Texas,28882
Goochland,Virginia,9519
Goodhue,Minnesota,31137
Gordon,Georgia,14119
Gosper,Nebraska,5301
Gove,Kansas,2441
Grafton,New Hampshire,40844
Graham,North Carolina,4343
Graham,Kansas,5173
Grainger,Tennessee,15512
Grand,Colorado,741
Grand,Utah,1149
Grand Forks,North Dakota,24459
Grand Isle,Vermont,4462
Grand Ronde Res,Oregon,N/a
Grand Traverse,Michigan,20479
Granite,Montana,4328
Grant,Minnesota,8935
Grant,Arkansas,7671
Grant,Oregon,5948
Grant,Nebraska,763
Grant,Kansas,422
Grant,Kentucky,13239
Grant,Indiana,54693
Grant,West Virginia,7275
Grant,Louisiana,12902
Grant,Wisconsin,38881
Grant,South Dakota,9103
Granville,North Carolina,23263
Gratiot,Michigan,29889
Graves,Kentucky,33204
Gray,Kansas,1264
Gray,Texas,480
Grays Harbor/cheh,Washington,15124
Grayson,Kentucky,19878
Grayson,Virginia,16853
Grayson,Texas,63661
Greeley,Kansas,493
Greeley,Nebraska,5691
Green,Wisconsin,22719
Green,Kentucky,12255
Green Lake,Wisconsin,15797
Greenbrier,West Virginia,20683
Greene,Georgia,16542
Greene,Indiana,28530
Greene,North Carolina,12038
Greene,Tennessee,30596
Greene,Alabama,24182
Greene,Mississippi,6795
Greene,Arkansas,16979
Greene,Virginia,6214
Greene,Missouri,52713
Greene,Illinois,23402
Greene,Ohio,31613
Greene,Iowa,17820
Greene,Pennsylvania,28281
Greene,New York,31478
Greensville,Virginia,9758
Greenup,Kentucky,15432
Greenville,South Carolina,53490
Greenwood,South Carolina,28343
Greenwood,Kansas,16196
Gregg,Texas,12343
Gregory,South Dakota,2211
Grenada,Mississippi,14112
Griggs,North Dakota,4744
Grimes,Texas,26106
Grundy,Iowa,13757
Grundy,Tennessee,7802
Grundy,Illinois,24136
Grundy,Missouri,17832
Guadalupe,Texas,21385
Guernsey,Ohio,34425
Guilford,North Carolina,39074
Gunnison,Colorado,5331
Guthrie,Iowa,18729
Gwinnett,Georgia,25585
Habersham,Georgia,13604
Hale,Alabama,31011
Hale,Texas,1680
Halifax,North Carolina,30793
Halifax,Virginia,37197
Hall,Georgia,20752
Hall,Texas,1670
Hall,Nebraska,17206
Hamblen,Tennessee,12728
Hamilton,Kansas,1426
Hamilton,Ohio,409479
Hamilton,New York,4947
Hamilton,Indiana,29914
Hamilton,Nebraska,13330
Hamilton,Texas,13520
Hamilton,Florida,11881
Hamilton,Tennessee,61695
