County-Level Results For 1880

county,state,population
Carson,Texas,N/a
Carter,Missouri,2168
Carter,Kentucky,12345
Carter,Tennessee,10019
Carteret,North Carolina,9784
Carver,Minnesota,14140
Casey,Kentucky,10983
Cass,Nebraska,16683
Cass,Illinois,14493
Cass,Iowa,16943
Cass,Minnesota,486
Cass,Indiana,27611
Cass,Michigan,22009
Cass/davis,Texas,16724
Cass/van Buren,Missouri,22431
Castro,Texas,N/a
Caswell,North Carolina,17825
Catahoula,Louisiana,10277
Catawba,North Carolina,14946
Catoosa,Georgia,4739
Cattaraugus,New York,55806
Cayuga,New York,65081
Cecil,Maryland,27108
Cedar,Nebraska,2899
Cedar,Missouri,10741
Cedar,Iowa,18936
Centre,Pennsylvania,37922
Cerro Gordo,Iowa,11461
Chaffee,Colorado,6512
Chambers,Texas,2187
Chambers,Alabama,23440
Champaign,Ohio,27817
Champaign,Illinois,40863
Chariton,Missouri,25224
Charles,Maryland,18548
Charles City,Virginia,5512
Charleston,South Carolina,102800
Charlevoix,Michigan,5115
Charlotte,Virginia,16653
Charlton,Georgia,2154
Chase,Kansas,6081
Chase,Nebraska,70
Chatham,North Carolina,23453
Chatham,Georgia,45023
Chattahoochee,Georgia,5670
Chattooga,Georgia,10021
Chautauqua,Kansas,11072
Chautauqua,New York,65342
Cheatham,Tennessee,7956
Cheboygan,Michigan,6524
Chemung,New York,43065
Chenango,New York,39891
Cherokee,Iowa,8240
Cherokee,Georgia,14325
Cherokee,North Carolina,8182
Cherokee,Texas,16723
Cherokee,Alabama,19108
Cherokee/mcghee,Kansas,21905
Cheshire,New Hampshire,28734
Chester,Pennsylvania,83481
Chester,South Carolina,24153
Chesterfield,Virginia,25085
Chesterfield,South Carolina,16345
Cheyenne,Nebraska,1558
Cheyenne,Kansas,37
Chickasaw,Iowa,14534
Chickasaw,Mississippi,17905
Chicot,Arkansas,10117
Childress,Texas,25
Chilton/baker,Alabama,10793
Chippewa,Michigan,5248
Chippewa,Minnesota,5408
Chippewa,Wisconsin,15491
Chisago,Minnesota,7982
Chittenden,Vermont,32792
Choctaw,Alabama,15731
Choctaw,Mississippi,9036
Chowan,North Carolina,7900
Christian,Kentucky,31682
Christian,Illinois,28227
Christian,Missouri,9628
Churchill,Nevada,479
Clackamas,Oregon,9260
Claiborne,Tennessee,13373
Claiborne,Louisiana,18837
Claiborne,Mississippi,16768
Clare,Michigan,4187
Clarendon,South Carolina,19190
Clarion,Pennsylvania,40328
Clark,Illinois,21894
Clark,Kansas,163
Clark,Indiana,28610
Clark,Ohio,41948
Clark,Kentucky,12115
Clark,Wisconsin,10715
Clark,Arkansas,15771
Clark,Missouri,15031
Clarke,Alabama,17806
Clarke,Georgia,11702
Clarke,Mississippi,15021
Clarke,Iowa,11513
Clarke,Virginia,7682
Clatsop,Oregon,7222
Clay,Georgia,6650
Clay,Kansas,12320
Clay,West Virginia,3460
Clay,Minnesota,5887
Clay,Tennessee,6987
Clay,Missouri,15572
Clay,Alabama,12938
Clay,Nebraska,11294
Clay,Arkansas,7213
Clay,Florida,2838
Clay,Iowa,4248
Clay,Texas,5045
Clay,Illinois,16192
Clay,Kentucky,10222
Clay,North Carolina,3316
Clay,Indiana,25854
Clay,Mississippi,17367
Clayton,Georgia,8027
Clayton,Iowa,28829
Clear Creek,Colorado,7823
Clearfield,Pennsylvania,43408
Cleburne,Alabama,10976
Clermont,Ohio,36713
Cleveland,North Carolina,16571
Clinch,Georgia,4138
Clinton,Indiana,23472
Clinton,Missouri,16073
Clinton,New York,50897
Clinton,Iowa,36763
Clinton,Pennsylvania,26278
Clinton,Kentucky,7212
Clinton,Illinois,18714
Clinton,Ohio,24756
Clinton,Michigan,28100
Cloud,Kansas,15343
Coahoma,Mississippi,13568
Cobb,Georgia,20748
Cochran,Texas,N/a
Cocke,Tennessee,14808
Coffee,Tennessee,12894
Coffee,Georgia,5070
Coffee,Alabama,8119
Coffey,Kansas,11438
Colbert,Alabama,16153
Cole,Missouri,15515
Coleman,Texas,3603
Coles,Illinois,27042
Colfax,Nebraska,6588
Colleton,South Carolina,36386
Collin,Texas,25983
Collingsworth,Texas,6
Colorado,Texas,16673
Colquitt,Georgia,2527
Columbia,Oregon,2042
Columbia,Arkansas,14090
Columbia,Florida,9589
Columbia,New York,47928
Columbia,Wisconsin,28065
Columbia,Pennsylvania,32409
Columbia,Georgia,10465
Columbiana,Ohio,48602
Columbus,North Carolina,14439
Colusa,California,13118
Comal,Texas,5546
Comanche,Kansas,372
Comanche,Texas,8608
Concho,Texas,800
Concordia,Louisiana,14914
Conecuh,Alabama,12605
Conejos,Colorado,5605
Contra Costa,California,12525
Conway,Arkansas,12755
Cook,Illinois,607524
Cook,Minnesota,65
Cooke,Texas,20391
Cooper,Missouri,21596
Coos,Oregon,4834
Coos,New Hampshire,18580
Coosa,Alabama,15113
Copiah,Mississippi,27552
Cortland,New York,25825
Coryell,Texas,10924
Coshocton,Ohio,26642
Costilla,Colorado,2879
Cottle,Texas,24
Cottonwood,Minnesota,5533
Covington,Mississippi,5993
Covington,Alabama,5639
Coweta,Georgia,21109
Cowley,Kansas,21538
Craig,Virginia,3794
Craighead,Arkansas,7037
Craven,North Carolina,19729
Crawford,Kansas,16851
Crawford,Michigan,1159
Crawford,Missouri,10756
Crawford,Georgia,8656
Crawford,Illinois,16197
Crawford,Ohio,30583
Crawford,Pennsylvania,68607
Crawford,Wisconsin,15644
Crawford,Arkansas,14740
Crawford,Iowa,12413
Crawford,Indiana,12356
Crenshaw,Alabama,11726
Crittenden,Kentucky,11688
Crittenden,Arkansas,9415
Crockett,Texas,127
Crockett,Tennessee,14109
Crosby,Texas,82
Cross,Arkansas,5050
Crow Wing,Minnesota,2319
Cullman,Alabama,6355
Culpeper,Virginia,13408
Cumberland,New Jersey,37687
Cumberland,Maine,86359
Cumberland,Tennessee,4538
Cumberland,Illinois,13759
Cumberland,Kentucky,8894
Cumberland,Virginia,10540
Cumberland,Pennsylvania,45977
Cumberland,North Carolina,23836
Cuming,Nebraska,5569
Currituck,North Carolina,6476
Curry,Oregon,1208
Custer,Nebraska,2211
Custer,Colorado,8080
Cuyahoga,Ohio,196943
Dade,Georgia,4702
Dade,Missouri,12557
Dade,Florida,257
Dakota,Minnesota,17391
Dakota,Nebraska,3213
Dale,Alabama,12677
Dallam,Texas,N/a
Dallas,Texas,33488
Dallas,Arkansas,6505
Dallas,Missouri,9263
Dallas,Alabama,48433
Dallas,Iowa,18746
Dane,Wisconsin,53233
Dare,North Carolina,3243
Darke,Ohio,40496
Darlington,South Carolina,34485
Dauphin,Pennsylvania,76148
Davidson,Tennessee,79026
Davidson,North Carolina,20333
Davie,North Carolina,11096
Daviess,Indiana,21552
Daviess,Kentucky,27730
Daviess,Missouri,19145
Davis,Iowa,16468
Davis,Kansas,6994
Dawson,Texas,24
Dawson,Georgia,5837
Dawson,Nebraska,2909
De Kalb,Missouri,13334
De Kalb,Alabama,12675
De Kalb,Tennessee,14813
De Kalb,Georgia,14497
De Kalb,Illinois,26768
De Kalb,Indiana,20225
De Soto,Louisiana,15603
De Soto,Mississippi,22924
De Witt,Texas,10082
De Witt,Illinois,17010
Deaf Smith,Texas,38
Dearborn,Indiana,26671
Decatur,Indiana,19779
Decatur,Tennessee,8498
Decatur,Georgia,19072
Decatur,Iowa,15336
Decatur,Kansas,4180
Defiance,Ohio,22515
Del Norte,California,2584
Delaware,New York,42721
Delaware,Ohio,27381
Delaware,Indiana,22926
Delaware,Iowa,17950
Delaware,Pennsylvania,56101
Delta,Michigan,6812
Delta,Texas,5597
Dent,Missouri,10646
Denton,Texas,18143
Des Moines,Iowa,33099
Desha,Arkansas,8973
Dickens,Texas,28
Dickenson,Virginia,-2
Dickinson,Kansas,15251
Dickinson,Iowa,1901
Dickson,Tennessee,12460
Dimmit,Texas,665
Dinwiddie,Virginia,32870
Dixon,Nebraska,4177
Doddridge,West Virginia,10552
Dodge,Minnesota,11344
Dodge,Georgia,5358
Dodge,Wisconsin,45931
Dodge,Nebraska,11263
Doniphan,Kansas,14257
Donley,Texas,160
Dooly,Georgia,12420
Door,Wisconsin,11645
Dorchester,Maryland,23110
Dorsey,Arkansas,8370
Dougherty,Georgia,12622
Douglas,Minnesota,9130
Douglas,Georgia,6934
Douglas,Colorado,2486
Douglas,Nebraska,37645
Douglas,Oregon,9596
Douglas,Illinois,15853
Douglas,Nevada,1581
Douglas,Wisconsin,655
Douglas,Kansas,21700
Douglas,Missouri,7753
Drew,Arkansas,12231
Du Page,Illinois,19161
Dubois,Indiana,15992
Dubuque,Iowa,42996
Dukes,Massachusetts,4300
Dundy,Nebraska,37
Dunklin,Missouri,9604
Dunn,Wisconsin,16817
Duplin,North Carolina,18773
Dutchess,New York,79184
Duval,Texas,5732
Duval,Florida,19431
Dyer,Tennessee,15118
Early,Georgia,7611
East Baton Rouge,Louisiana,19966
East Carroll,Louisiana,12134
East Feliciana,Louisiana,15132
Eastland,Texas,4855
Eaton,Michigan,31225
Eau Claire,Wisconsin,19993
Echols,Georgia,2553
Edgar,Illinois,25499
Edgecombe,North Carolina,26181
Edgefield,South Carolina,45844
Edmonson,Kentucky,7222
Edwards,Kansas,2409
Edwards,Illinois,8597
Edwards,Texas,266
Effingham,Illinois,18920
Effingham,Georgia,5979
El Dorado,California,10683
El Paso,Texas,3845
El Paso,Colorado,7949
Elbert,Colorado,1708
Elbert,Georgia,12957
Elizabeth City,Virginia,10689
Elk,Kansas,10623
Elk,Pennsylvania,12800
Elkhart,Indiana,33454
Elko,Nevada,5716
Elliott,Kentucky,6567
Ellis,Texas,21294
Ellis,Kansas,6179
Ellsworth,Kansas,8494
Elmore,Alabama,17502
Emanuel,Georgia,9759
Emmet,Iowa,1550
Emmet,Michigan,6639
Encinal,Texas,1902
Erath,Texas,11796
Erie,New York,219884
Erie,Ohio,32640
Erie,Pennsylvania,74688
Escambia,Florida,12156
Escambia,Alabama,5719
Esmeralda,Nevada,3220
Essex,Massachusetts,244535
Essex,Vermont,7931
Essex,New Jersey,189929
Essex,New York,34515
Essex,Virginia,11032
Estill,Kentucky,9860
Etowah,Alabama,15398
Eureka,Nevada,7086
Fairfax,Virginia,16025
Fairfield,Ohio,34284
Fairfield,South Carolina,27765
Fairfield,Connecticut,112042
Falls,Texas,16240
Fannin,Georgia,7245
Fannin,Texas,25501
Faribault,Minnesota,13016
Faulkner,Arkansas,12786
Fauquier,Virginia,22993
Fayette,Tennessee,31871
Fayette,Illinois,23241
Fayette,Indiana,11394
Fayette,Ohio,20364
Fayette,Kentucky,29023
Fayette,Iowa,22258
Fayette,West Virginia,11560
Fayette,Texas,27996
Fayette,Georgia,8605
Fayette,Alabama,10135
Fayette,Pennsylvania,58842
Fentress,Tennessee,5941
Fillmore,Nebraska,10204
Fillmore,Minnesota,28162
Fisher,Texas,136
Fleming,Kentucky,15221
Floyd,Texas,3
Floyd,Georgia,24418
Floyd,Iowa,14677
Floyd,Kentucky,10176
Floyd,Indiana,24590
Floyd,Virginia,13255
Fluvanna,Virginia,10802
Fond Du Lac,Wisconsin,46859
Foote,Kansas,411
Ford,Illinois,15099
Ford,Kansas,3122
Forest,Pennsylvania,4385
Forsyth,Georgia,10559
Forsyth,North Carolina,18070
Fort Bend,Texas,9380
Fountain,Indiana,20228
Franklin,Louisiana,6495
Franklin,Vermont,30225
Franklin,Florida,1791
Franklin,Kentucky,18699
Franklin,Arkansas,14951
Franklin,Indiana,20092
Franklin,Alabama,9155
Franklin,Missouri,26534
Franklin,Tennessee,17178
Franklin,Ohio,86797
Franklin,Kansas,16797
Franklin,Mississippi,9729
Franklin,Pennsylvania,49855
Franklin,Iowa,10249
Franklin,New York,32390
Franklin,Georgia,11453
Franklin,Illinois,16129
Franklin,North Carolina,20829
Franklin,Texas,5280
Franklin,Massachusetts,36001
Franklin,Maine,18180
Franklin,Virginia,25084
Franklin,Nebraska,5465
Frederick,Virginia,17553
Frederick,Maryland,50482
Freeborn,Minnesota,16069
Freestone,Texas,14921
Fremont,Iowa,17652
Fremont,Colorado,4735
Fresno,California,9478
Frio,Texas,2130
Frontier,Nebraska,934
Fulton,Indiana,14301
Fulton,New York,30985
Fulton,Pennsylvania,10149
Fulton,Arkansas,6720
Fulton,Kentucky,7977
Fulton,Illinois,41240
Fulton,Georgia,49137
Fulton,Ohio,21053
Furnas,Nebraska,6407
Gadsden,Florida,12169
Gage,Nebraska,13164
Gaines,Texas,8
Gallatin,Illinois,12861
Gallatin,Kentucky,4832
Gallia,Ohio,28124
Galveston,Texas,24121
Garland,Arkansas,9023
Garrard,Kentucky,11704
Garrett,Maryland,12175
Garza,Texas,36
Gasconade,Missouri,11153
Gaston,North Carolina,14254
Gates,North Carolina,8897
Geauga,Ohio,14251
Genesee,Michigan,39220
Genesee,New York,32806
Geneva,Alabama,4342
Gentry,Missouri,17176
Georgetown,South Carolina,19613
Gibson,Tennessee,32685
Gibson,Indiana,22742
Giles,Virginia,8794
Giles,Tennessee,36014
Gillespie,Texas,5228
Gilmer,Georgia,8386
Gilmer,West Virginia,7108
Gilpin,Colorado,6489
Gladwin,Michigan,1127
Glascock,Georgia,3577
Gloucester,New Jersey,25886
Gloucester,Virginia,11876
Glynn,Georgia,6497
Goliad,Texas,5832
Gonzales,Texas,14840
Goochland,Virginia,10292
Goodhue,Minnesota,29651
Gordon,Georgia,11171
Gosper,Nebraska,1673
Gove,Kansas,1196
Grafton,New Hampshire,38788
Graham,North Carolina,2335
Graham,Kansas,4258
Grainger,Tennessee,12384
Grand,Colorado,417
Grand Isle,Vermont,4124
Grand Traverse,Michigan,8422
Grant,Kansas,9
Grant,Oregon,4303
Grant,Arkansas,6185
Grant,West Virginia,5542
Grant,Indiana,23618
Grant,Wisconsin,37852
Grant,Kentucky,13083
Grant,Minnesota,3004
Grant,Louisiana,6188
Granville,North Carolina,31286
Gratiot,Michigan,21936
Graves,Kentucky,24138
Gray,Texas,56
Grayson,Virginia,13068
Grayson,Kentucky,15784
Grayson,Texas,38108
Greeley,Kansas,3
Greeley,Nebraska,1461
Green,Kentucky,11871
Green,Wisconsin,21729
Green Lake,Wisconsin,14483
Greenbrier,West Virginia,15060
Greene,Arkansas,7480
Greene,Virginia,5830
Greene,New York,32695
Greene,Pennsylvania,28273
Greene,Illinois,23010
Greene,Iowa,12727
Greene,North Carolina,10037
Greene,Mississippi,3194
Greene,Tennessee,24005
Greene,Alabama,21931
Greene,Indiana,22996
Greene,Missouri,28801
Greene,Ohio,31349
Greene,Georgia,17547
Greensville,Virginia,8407
Greenup,Kentucky,13371
Greenville,South Carolina,37496
Greenwood,Kansas,10548
Gregg,Texas,8530
Grenada,Mississippi,12071
Grimes,Texas,18603
Grundy,Tennessee,4592
Grundy,Missouri,15185
Grundy,Iowa,12639
Grundy,Illinois,16732
Guadalupe,Texas,12202
Guernsey,Ohio,27197
Guilford,North Carolina,23585
Gunnison,Colorado,8235
Guthrie,Iowa,14394
Gwinnett,Georgia,19531
Habersham,Georgia,8718
Hale,Texas,N/a
Hale,Alabama,26553
Halifax,North Carolina,30300
Halifax,Virginia,33588
Hall,Georgia,15298
Hall,Texas,36
Hall,Nebraska,8572
Hamblen,Tennessee,10187
Hamilton,Nebraska,8267
Hamilton,Iowa,11252
Hamilton,Texas,6365
Hamilton,Illinois,16712
Hamilton,Indiana,24801
Hamilton,Florida,6790
Hamilton,Ohio,313374
Hamilton,Kansas,168
Hamilton,New York,3923
Hamilton,Tennessee,23642
Hampden,Massachusetts,104142
Hampshire,West Virginia,10366
Hampshire,Massachusetts,47232
Hampton,South Carolina,18741
Hancock,Illinois,35337
Hancock,Maine,38129
Hancock,Iowa,3453
Hancock,West Virginia,4882
Hancock,Mississippi,6439
Hancock,Indiana,17123
Hancock,Ohio,27784
Hancock,Tennessee,9098
Hancock,Kentucky,8563
Hancock,Georgia,16989
Hanover,Virginia,18588
Hansford,Texas,18
Haralson,Georgia,5974
Hardeman,Texas,50
Hardeman,Tennessee,22921
Hardin,Kentucky,22564
Hardin,Iowa,17807
Hardin,Illinois,6024
Hardin,Ohio,27023
Hardin,Tennessee,14793
Hardin,Texas,1870
Hardy,West Virginia,6794
Harford,Maryland,28042
Harlan,Kentucky,5278
Harlan,Nebraska,6086
Harnett,North Carolina,10862
Harper,Kansas,4133
Harris,Texas,27985
Harris,Georgia,15758
Harrison,Indiana,21326
Harrison,Mississippi,7895
Harrison,West Virginia,20181
Harrison,Texas,25177
Harrison,Missouri,20304
Harrison,Iowa,16649
Harrison,Kentucky,16504
Harrison,Ohio,20456
Hart,Georgia,9094
Hart,Kentucky,17133
Hartford,Connecticut,125382
Hartley,Texas,100
Harvey,Kansas,11451
Haskell,Texas,48
Hawkins,Tennessee,20610
Hayes,Nebraska,119
Hays,Texas,7555
Haywood,Tennessee,26053
Haywood,North Carolina,10271
Heard,Georgia,8769
Hemphill,Texas,149
Hempstead,Arkansas,19015
Henderson,Illinois,10722
Henderson,North Carolina,10281
Henderson,Texas,9735
Henderson,Tennessee,17430
Henderson,Kentucky,24515
Hendricks,Indiana,22981
Hennepin,Minnesota,67013
Henrico,Virginia,82703
Henry,Iowa,20986
Henry,Indiana,24016
Henry,Illinois,36597
Henry,Georgia,14193
Henry,Ohio,20585
Henry,Alabama,18761
Henry,Virginia,16009
Henry,Kentucky,14492
Henry,Tennessee,22142
Henry/rives,Missouri,23906
Herkimer,New York,42669
Hernando/benton,Florida,4248
Hertford,North Carolina,11843
Hickman,Tennessee,12095
Hickman,Kentucky,10651
Hickory,Missouri,7387
Hidalgo,Texas,4347
Highland,Ohio,30281
Highland,Virginia,5164
Hill,Texas,16554
Hillsborough,New Hampshire,75634
Hillsborough,Florida,5814
Hillsdale,Michigan,32723
Hinds,Mississippi,43958
Hinsdale,Colorado,1487
Hitchcock,Nebraska,1012
Hocking,Ohio,21126
Hockley,Texas,N/a
Hodgeman,Kansas,1704
Holmes,Florida,2170
Holmes,Mississippi,27164
Holmes,Ohio,20776
Holt,Nebraska,3287
Holt,Missouri,15509
Hood,Texas,6125
Hopkins,Kentucky,19122
Hopkins,Texas,15461
Horry,South Carolina,15574
Hot Spring,Arkansas,7775
Houghton,Michigan,22473
Houston,Texas,16702
Houston,Georgia,22414
Houston,Minnesota,16332
Houston,Tennessee,4295
Howard,Missouri,18428
Howard,Arkansas,9917
Howard,Nebraska,4391
Howard,Texas,50
Howard,Indiana,19584
Howard,Iowa,10837
Howard,Maryland,16140
Howell,Missouri,8814
Hudson,New Jersey,187944
Huerfano,Colorado,4124
Humboldt,Iowa,5341
Humboldt,California,15512
Humboldt,Nevada,3480
Humphreys,Tennessee,11379
Hunt,Texas,17230
Hunterdon,New Jersey,38570
Huntingdon,Pennsylvania,33954
Huntington,Indiana,21805
Huron,Michigan,20089
Huron,Ohio,31609
Hutchinson,Texas,50
Hyde,North Carolina,7765
Iberia,Louisiana,16676
Iberville,Louisiana,17544
Ida,Iowa,4382
Independence,Arkansas,18086
Indiana,Pennsylvania,40527
Ingham,Michigan,33676
Inyo,California,2928
Ionia,Michigan,33872
Iosco,Michigan,6873
Iowa,Wisconsin,23628
Iowa,Iowa,19221
Iredell,North Carolina,22675
Iron,Missouri,8183
Iroquois,Illinois,35451
Irwin,Georgia,2696
Isabella,Michigan,12159
Isanti,Minnesota,5063
Isle Of Wight,Virginia,10572
Isle Royale,Michigan,55
Issaquena,Mississippi,10004
Itasca,Minnesota,124
Itawamba,Mississippi,10663
Izard,Arkansas,10857
Jack,Texas,6626
