County-Level Results For 1840

county,state,population
Cattaraugus,New York,28872
Cayuga,New York,50338
Cecil,Maryland,17232
Cedar,Iowa,1253
Centre,Pennsylvania,20492
Chambers,Alabama,17333
Champaign,Ohio,16721
Champaign,Illinois,1475
Chariton,Missouri,4746
Charles,Maryland,16023
Charles City,Virginia,4774
Charleston,South Carolina,82661
Charlotte,Virginia,14595
Chatham,North Carolina,16242
Chatham,Georgia,18801
Chattooga,Georgia,3438
Chautauqua,New York,47975
Chemung,New York,20732
Chenango,New York,40785
Cherokee,Alabama,8773
Cherokee,Georgia,5895
Cherokee,North Carolina,3427
Cheshire,New Hampshire,26429
Chester,Pennsylvania,57515
Chester,South Carolina,17747
Chesterfield,South Carolina,8574
Chesterfield,Virginia,17148
Chickasaw,Mississippi,2955
Chicot,Arkansas,3806
Chippewa,Michigan,534
Chittenden,Vermont,22977
Choctaw,Mississippi,6010
Chowan,North Carolina,6690
Christian,Kentucky,15587
Christian,Illinois,1878
Claiborne,Mississippi,13078
Claiborne,Louisiana,6185
Claiborne,Tennessee,9474
Clark,Kentucky,10802
Clark,Missouri,2846
Clark,Arkansas,2309
Clark,Ohio,16882
Clark,Indiana,14595
Clark,Illinois,7453
Clarke,Mississippi,2986
Clarke,Alabama,8640
Clarke,Virginia,6353
Clarke,Georgia,10522
Clay,Indiana,5567
Clay,Missouri,8282
Clay,Illinois,3228
Clay,Kentucky,4607
Clayton,Iowa,1101
Clearfield,Pennsylvania,7834
Clermont,Ohio,23106
Clinton,Iowa,821
Clinton,Indiana,7508
Clinton,Ohio,15719
Clinton,Missouri,2724
Clinton,New York,28157
Clinton,Michigan,1614
Clinton,Illinois,3718
Clinton,Kentucky,3863
Clinton,Pennsylvania,8323
Coahoma,Mississippi,1290
Cobb,Georgia,7539
Cocke,Tennessee,6992
Coffee,Tennessee,8184
Cole,Missouri,9286
Coles,Illinois,9616
Colleton,South Carolina,25548
Columbia,New York,43252
Columbia,Pennsylvania,24267
Columbia,Florida,2102
Columbia,Georgia,11356
Columbiana,Ohio,40378
Columbus,North Carolina,3941
Concordia,Louisiana,9414
Conecuh,Alabama,8197
Conway,Arkansas,2892
Cook,Illinois,10201
Cooper,Missouri,10484
Coos,New Hampshire,9849
Coosa,Alabama,6995
Copiah,Mississippi,8954
Cortland,New York,24607
Coshocton,Ohio,21590
Covington,Alabama,2435
Covington,Mississippi,2717
Coweta,Georgia,10364
Craven,North Carolina,13438
Crawford,Missouri,3561
Crawford,Pennsylvania,31724
Crawford,Illinois,4422
Crawford,Arkansas,4266
Crawford,Indiana,5282
Crawford,Wisconsin,1502
Crawford,Ohio,13152
Crawford,Georgia,7981
Crittenden,Arkansas,1561
Culpeper,Virginia,11393
Cumberland,Kentucky,6090
Cumberland,Virginia,10399
Cumberland,North Carolina,15284
Cumberland,Pennsylvania,30953
Cumberland,New Jersey,14374
Cumberland,Maine,68658
Currituck,North Carolina,6703
Cuyahoga,Ohio,26506
Dade,Florida,446
Dade,Georgia,1364
Dale,Alabama,7397
Dallas,Alabama,25199
Dane,Wisconsin,314
Darke,Ohio,13282
Darlington,South Carolina,14822
Dauphin,Pennsylvania,30118
Davidson,North Carolina,14606
Davidson,Tennessee,30509
Davie,North Carolina,7574
Daviess,Indiana,6720
Daviess,Missouri,2736
Daviess,Kentucky,8331
De Kalb,Illinois,1697
De Kalb,Georgia,10467
De Kalb,Alabama,5929
De Kalb,Indiana,1968
De Kalb,Tennessee,5868
De Soto,Mississippi,7002
De Witt,Illinois,3247
Dearborn,Indiana,19327
Decatur,Georgia,5872
Decatur,Indiana,12171
Delaware,Indiana,8843
Delaware,New York,35396
Delaware,Ohio,22060
Delaware,Pennsylvania,19791
Delaware,Iowa,168
Des Moines,Iowa,5577
Desha,Arkansas,1598
Dickson,Tennessee,7074
Dinwiddie,Virginia,22558
Dodge,Wisconsin,67
Dooly,Georgia,4427
Dorchester,Maryland,18843
Du Page,Illinois,3535
Dubois,Indiana,3632
Dubuque,Iowa,3059
Dukes,Massachusetts,3958
Duplin,North Carolina,11182
Dutchess,New York,52398
Duval,Florida,4156
Dyer,Tennessee,4484
Early,Georgia,5444
East Baton Rouge,Louisiana,8138
East Feliciana,Louisiana,11893
Eaton,Michigan,2379
Edgar,Illinois,8225
Edgecombe,North Carolina,15708
Edgefield,South Carolina,32852
Edmonson,Kentucky,2914
Edwards,Illinois,3070
Effingham,Georgia,3075
Effingham,Illinois,1675
Elbert,Georgia,11125
Elizabeth City,Virginia,3706
Elkhart,Indiana,6660
Emanuel,Georgia,3129
Erie,Ohio,12599
Erie,Pennsylvania,31344
Erie,New York,62465
Escambia,Florida,3993
Essex,New York,23634
Essex,Virginia,11309
Essex,Vermont,4226
Essex,New Jersey,44621
Essex,Massachusetts,94987
Estill,Kentucky,5535
Fairfax,Virginia,9370
Fairfield,Connecticut,49917
Fairfield,South Carolina,20165
Fairfield,Ohio,31924
Fauquier,Virginia,21897
Fayette,Ohio,10984
Fayette,Kentucky,22194
Fayette,Tennessee,21501
Fayette,Georgia,6191
Fayette,Indiana,9837
Fayette,Virginia,3924
Fayette,Illinois,6328
Fayette,Pennsylvania,33574
Fayette,Alabama,6942
Fentress,Tennessee,3550
Fleming,Kentucky,13268
Floyd,Virginia,4453
Floyd,Indiana,9454
Floyd,Georgia,4441
Floyd,Kentucky,6302
Fluvanna,Virginia,8812
Fond Du Lac,Wisconsin,139
Forsyth,Georgia,5619
Fountain,Indiana,11218
Franklin,Kentucky,9420
Franklin,Vermont,24531
Franklin,Alabama,14270
Franklin,Pennsylvania,37793
Franklin,North Carolina,10980
Franklin,Indiana,13349
Franklin,New York,16518
Franklin,Mississippi,4775
Franklin,Georgia,9886
Franklin,Ohio,25049
Franklin,Illinois,3682
Franklin,Virginia,15832
Franklin,Massachusetts,28812
Franklin,Florida,1030
Franklin,Missouri,7515
Franklin,Tennessee,12033
Franklin,Arkansas,2665
Franklin,Maine,20801
Frederick,Virginia,14242
Frederick,Maryland,36405
Fulton,Indiana,1993
Fulton,Illinois,13142
Fulton,New York,18049
Gadsden,Florida,5992
Gallatin,Kentucky,4003
Gallatin,Illinois,10760
Gallia,Ohio,13444
Garrard,Kentucky,10480
Gasconade,Missouri,5330
Gates,North Carolina,8161
Geauga,Ohio,16297
Genesee,Michigan,4268
Genesee,New York,59587
Georgetown,South Carolina,18274
Gibson,Tennessee,13689
Gibson,Indiana,8977
Giles,Tennessee,21494
Giles,Virginia,5307
Gilmer,Georgia,2536
Gloucester,New Jersey,25438
Gloucester,Virginia,10715
Glynn,Georgia,5302
Goochland,Virginia,9760
Grafton,New Hampshire,42311
Grainger,Tennessee,10572
Grand Isle,Vermont,3883
Grant,Kentucky,4192
Grant,Indiana,4875
Grant,Wisconsin,3926
Granville,North Carolina,18817
Graves,Kentucky,7465
Grayson,Kentucky,4461
Grayson,Virginia,9087
Green,Kentucky,14212
Green,Wisconsin,933
Greenbrier,Virginia,8695
Greene,Virginia,4232
Greene,Georgia,11690
Greene,Alabama,24024
Greene,Missouri,5372
Greene,Arkansas,1586
Greene,Tennessee,16076
Greene,North Carolina,6595
Greene,Mississippi,1636
Greene,Illinois,11951
Greene,Ohio,17528
Greene,New York,30446
Greene,Pennsylvania,19147
Greene,Indiana,8321
Greensville,Virginia,6366
Greenup,Kentucky,6297
Greenville,South Carolina,17839
Guernsey,Ohio,27748
Guilford,North Carolina,19175
Gwinnett,Georgia,10804
Habersham,Georgia,7961
Halifax,Virginia,25936
Halifax,North Carolina,16865
Hall,Georgia,7875
Hamilton,New York,1907
Hamilton,Florida,1464
Hamilton,Illinois,3945
Hamilton,Tennessee,8175
Hamilton,Indiana,9855
Hamilton,Ohio,80145
Hampden,Massachusetts,37366
Hampshire,Massachusetts,30897
Hampshire,Virginia,12295
Hancock,Maine,28605
Hancock,Illinois,9946
Hancock,Georgia,9659
Hancock,Mississippi,3367
Hancock,Kentucky,2581
Hancock,Ohio,9986
Hancock,Indiana,7535
Hanover,Virginia,14968
Hardeman,Tennessee,14563
Hardin,Kentucky,16357
Hardin,Illinois,1378
Hardin,Tennessee,8245
Hardin,Ohio,4598
Hardy,Virginia,7622
Harford,Maryland,17120
Harlan,Kentucky,3015
Harris,Georgia,13933
Harrison,Ohio,20099
Harrison,Virginia,17669
Harrison,Indiana,12459
Harrison,Kentucky,12472
Hart,Kentucky,7031
Hartford,Connecticut,55629
Hawkins,Tennessee,15035
Haywood,North Carolina,4975
Haywood,Tennessee,13870
Heard,Georgia,5329
Hempstead,Arkansas,4921
Henderson,Tennessee,11875
Henderson,North Carolina,5129
Henderson,Kentucky,9548
Hendricks,Indiana,11264
Henrico,Virginia,33076
Henry,Iowa,3772
Henry,Ohio,2503
Henry,Indiana,15128
Henry,Tennessee,14906
Henry,Illinois,1260
Henry,Kentucky,10015
Henry,Virginia,7335
Henry,Georgia,11756
Henry,Alabama,5787
Henry/rives,Missouri,4726
Herkimer,New York,37477
Hertford,North Carolina,7484
Hickman,Kentucky,8968
Hickman,Tennessee,8618
Highland,Ohio,22269
Hillsborough,Florida,452
Hillsborough,New Hampshire,42494
Hillsdale,Michigan,7240
Hinds,Mississippi,19098
Hocking,Ohio,9741
Holmes,Ohio,18088
Holmes,Mississippi,9452
Hopkins,Kentucky,9171
Horry,South Carolina,5750
Hot Spring,Arkansas,1907
Houston,Georgia,9711
Howard,Missouri,13108
Hudson,New Jersey,9483
Humphreys,Tennessee,5195
Hunterdon,New Jersey,24789
Huntingdon,Pennsylvania,35484
Huntington,Indiana,1579
Huron,Ohio,23933
Hyde,North Carolina,6458
Iberville,Louisiana,8495
Independence,Arkansas,3669
Indiana,Pennsylvania,20782
Ingham,Michigan,2498
Ionia,Michigan,1923
Iowa,Wisconsin,3978
Iredell,North Carolina,15685
Iroquois,Illinois,1695
Irwin,Georgia,2038
Isle Of Wight,Virginia,9972
Itawamba,Mississippi,5375
Izard,Arkansas,2240
Jackson,Indiana,8961
Jackson,Illinois,3566
Jackson,Mississippi,1965
Jackson,Tennessee,12872
Jackson,Virginia,4890
Jackson,Missouri,7612
Jackson,Florida,4681
Jackson,Arkansas,1540
Jackson,Georgia,8522
Jackson,Ohio,9744
Jackson,Alabama,15715
Jackson,Michigan,13130
Jackson,Iowa,1411
James City,Virginia,3779
Jasper,Georgia,11111
Jasper,Indiana,1267
Jasper,Illinois,1472
Jasper,Mississippi,3958
Jay,Indiana,3863
Jefferson,Indiana,16614
Jefferson,Illinois,5762
Jefferson,Mississippi,11650
Jefferson,Louisiana,10470
Jefferson,Kentucky,36346
Jefferson,Pennsylvania,7253
Jefferson,Georgia,7254
Jefferson,Tennessee,12076
Jefferson,Iowa,2773
Jefferson,Florida,5713
Jefferson,Arkansas,2566
Jefferson,New York,60984
Jefferson,Virginia,14082
Jefferson,Alabama,7131
Jefferson,Missouri,4296
Jefferson,Wisconsin,914
Jefferson,Ohio,25030
Jennings,Indiana,8829
Jersey,Illinois,4535
Jessamine,Kentucky,9396
Jo Daviess,Illinois,6180
Johnson,Indiana,9352
Johnson,Iowa,1491
Johnson,Missouri,4471
Johnson,Tennessee,26581
Johnson,Illinois,3626
Johnson,Arkansas,3433
Johnston,North Carolina,10599
Jones,North Carolina,4945
Jones,Iowa,471
Jones,Mississippi,1258
Jones,Georgia,10065
Juniata,Pennsylvania,11080
Kalamazoo,Michigan,7380
Kanawha,Virginia,13567
Kane,Illinois,6501
Kemper,Mississippi,7663
Kennebec,Maine,55823
Kent,Delaware,19872
Kent,Maryland,10842
Kent,Michigan,2587
Kent,Rhode Island,13083
Kenton,Kentucky,7816
Kershaw,South Carolina,12281
King And Queen,Virginia,10862
King George,Virginia,5927
King William,Virginia,9258
Kings,New York,47613
Knox,Kentucky,5722
Knox,Tennessee,15485
Knox,Indiana,10657
Knox,Ohio,29579
Knox,Illinois,7060
Kosciusko,Indiana,4170
La Porte,Indiana,8184
La Salle,Illinois,9348
Lafayette,Louisiana,7841
Lafayette,Missouri,6815
Lafayette,Mississippi,6531
Lafayette,Arkansas,2200
Lafourche,Louisiana,7303
Lagrange,Indiana,3664
Lake,Indiana,1468
Lake,Ohio,13719
Lake,Illinois,2634
Lamoille,Vermont,10475
Lancaster,Pennsylvania,84203
Lancaster,South Carolina,9907
Lancaster,Virginia,4628
Lapeer,Michigan,4265
Lauderdale,Tennessee,3435
Lauderdale,Alabama,14485
Lauderdale,Mississippi,5358
Laurel,Kentucky,3079
Laurens,Georgia,5585
Laurens,South Carolina,21584
Lawrence,Kentucky,4730
Lawrence,Arkansas,2835
Lawrence,Indiana,11782
Lawrence,Mississippi,5920
Lawrence,Ohio,9738
Lawrence,Illinois,7092
Lawrence,Tennessee,7121
Lawrence,Alabama,13313
Leake,Mississippi,2162
Lebanon,Pennsylvania,21872
Lee,Iowa,6093
Lee,Virginia,8441
Lee,Illinois,2035
Lee,Georgia,4520
Lehigh,Pennsylvania,25787
Lenawee,Michigan,17889
Lenoir,North Carolina,7605
Leon,Florida,10713
Lewis,New York,17830
Lewis,Missouri,6040
Lewis,Kentucky,6306
Lewis,Virginia,8151
Lexington,South Carolina,12111
Liberty,Georgia,7241
Licking,Ohio,35096
Limestone,Alabama,14374
Lincoln,Kentucky,10187
Lincoln,Missouri,7449
Lincoln,Georgia,5895
Lincoln,North Carolina,25160
Lincoln,Maine,63517
Lincoln,Tennessee,21493
Linn,Iowa,1373
Linn,Missouri,2245
Litchfield,Connecticut,40448
Livingston,New York,35140
Livingston,Louisiana,2315
Livingston,Michigan,7430
Livingston,Illinois,759
Livingston,Missouri,4325
Livingston,Kentucky,9025
Logan,Kentucky,13615
Logan,Ohio,14015
Logan,Illinois,2333
Logan,Virginia,4309
Lorain,Ohio,18467
Loudoun,Virginia,20431
Louisa,Iowa,1927
Louisa,Virginia,15433
Lowndes,Alabama,19539
Lowndes,Georgia,5574
Lowndes,Mississippi,14513
Lucas,Ohio,9382
Lumpkin,Georgia,5671
Lunenburg,Virginia,11055
Luzerne,Pennsylvania,44006
Lycoming,Pennsylvania,22649
Mackinac/michilim,Michigan,923
Macomb,Michigan,9716
Macon,Illinois,3039
Macon,Georgia,5045
Macon,Alabama,11247
Macon,Missouri,6034
Macon,North Carolina,4869
Macoupin,Illinois,7826
Madison,New York,40008
Madison,Mississippi,15530
Madison,Louisiana,5142
Madison,Kentucky,16355
Madison,Arkansas,2775
Madison,Missouri,3395
Madison,Illinois,14433
Madison,Florida,2644
Madison,Georgia,4510
Madison,Ohio,9025
Madison,Virginia,8107
Madison,Indiana,8874
Madison,Alabama,25706
Madison,Tennessee,16530
Manitowoc,Wisconsin,235
Marengo,Alabama,17264
Marion,Indiana,16080
Marion,Arkansas,1325
Marion,South Carolina,13932
Marion,Kentucky,11032
Marion,Alabama,5847
Marion,Georgia,4812
Marion,Mississippi,3830
Marion,Ohio,14765
Marion,Tennessee,6070
Marion,Illinois,4742
Marion,Missouri,9623
Marlboro,South Carolina,8408
Marquette,Wisconsin,18
Marshall,Alabama,7553
Marshall,Mississippi,17526
Marshall,Illinois,1849
Marshall,Indiana,1651
Marshall,Virginia,6937
Marshall,Tennessee,14555
Martin,North Carolina,7637
Martin,Indiana,3875
Mason,Virginia,6777
Mason,Kentucky,15719
Mathews,Virginia,7442
Maury,Tennessee,28186
Mccracken,Kentucky,4745
Mcdonough,Illinois,5308
Mchenry,Illinois,2578
Mcintosh,Georgia,5360
Mckean,Pennsylvania,2975
Mclean,Illinois,6565
Mcminn,Tennessee,12719
Mcnairy,Tennessee,9385
Meade,Kentucky,5780
Mecklenburg,North Carolina,18273
Mecklenburg,Virginia,20724
Medina,Ohio,18352
Meigs,Ohio,11452
Meigs,Tennessee,4794
Menard,Illinois,4431
Mercer,New Jersey,21502
Mercer,Illinois,2352
Mercer,Pennsylvania,32873
Mercer,Kentucky,18720
Mercer,Ohio,8277
Mercer,Virginia,2233
Meriwether,Georgia,14132
Merrimack,New Hampshire,36253
Miami,Indiana,3048
Miami,Ohio,19688
Middlesex,Connecticut,24879
Middlesex,Massachusetts,106611
Middlesex,Virginia,4392
Middlesex,New Jersey,21893
Mifflin,Pennsylvania,13092
Miller,Missouri,2282
Milwaukee,Wisconsin,5605
Mississippi,Arkansas,1410
Mobile,Alabama,18741
Monmouth,New Jersey,32909
Monongalia,Virginia,17368
Monroe,Georgia,16275
Monroe,New York,64902
Monroe,Alabama,10680
Monroe,Missouri,9505
Monroe,Florida,688
Monroe,Tennessee,12056
Monroe,Virginia,8422
Monroe,Illinois,4481
Monroe,Mississippi,9250
Monroe,Kentucky,6526
Monroe,Ohio,18521
Monroe,Indiana,10143
Monroe,Arkansas,936
Monroe,Michigan,9922
Monroe,Pennsylvania,9879
Montgomery,Pennsylvania,47241
Montgomery,Kentucky,9332
Montgomery,Virginia,7405
Montgomery,New York,35818
Montgomery,Tennessee,16927
Montgomery,Ohio,31938
Montgomery,Indiana,14438
Montgomery,Missouri,4371
Montgomery,North Carolina,10780
Montgomery,Georgia,1616
Montgomery,Alabama,24574
Montgomery,Illinois,4490
Montgomery,Maryland,15456
Moore,North Carolina,7988
Morgan,Indiana,10741
Morgan,Kentucky,4603
Morgan,Illinois,19547
Morgan,Missouri,4407
Morgan,Tennessee,2660
Morgan,Georgia,9121
Morgan,Virginia,4253
Morgan,Ohio,20852
Morgan/cotaco,Alabama,9841
Morris,New Jersey,25844
Muhlenberg,Kentucky,6964
Murray,Georgia,4695
Muscatine,Iowa,1942
Muscogee,Georgia,11699
Muskingum,Ohio,38749
Nansemond,Virginia,10795
Nantucket,Massachusetts,9012
Nash,North Carolina,9047
Nassau,Florida,1892
Natchitoches,Louisiana,14350
Nelson,Virginia,12287
Nelson,Kentucky,13637
Neshoba,Mississippi,2437
New Castle,Delaware,33120
New Hanover,North Carolina,13312
New Haven,Connecticut,48619
New Kent,Virginia,6230
New London,Connecticut,44463
New Madrid,Missouri,4554
New York,New York,312710
Newberry,South Carolina,18350
Newport,Rhode Island,16874
Newton,Mississippi,2527
Newton,Georgia,11628
Newton,Missouri,3790
Niagara,New York,31132
Nicholas,Virginia,2515
Nicholas,Kentucky,8745
Noble,Indiana,2702
Norfolk,Massachusetts,53140
Norfolk,Virginia,27569
Northampton,Pennsylvania,40996
Northampton,Virginia,7715
Northampton,North Carolina,13369
Northumberland,Virginia,7924
Northumberland,Pennsylvania,20027
Nottoway,Virginia,9719
Noxubee,Mississippi,9975
Oakland,Michigan,23646
Obion,Tennessee,4814
Oceana,Michigan,496
Ogle,Illinois,3479
Oglethorpe,Georgia,10868
Ohio,Kentucky,6592
Ohio,Virginia,13357
Oktibbeha,Mississippi,4276
Oldham,Kentucky,7380
Oneida,New York,85310
Onondaga,New York,67911
Onslow,North Carolina,7527
Ontario,New York,43501
Orange,North Carolina,24356
Orange,New York,50739
Orange,Indiana,9602
Orange,Virginia,9125
Orange,Vermont,27873
Orange/mosquito,Florida,73
Orangeburg,South Carolina,18519
Orleans,Vermont,13634
Orleans,Louisiana,102193
Orleans,New York,25127
Oswego,New York,43619
Otsego,New York,49628
Ottawa,Michigan,208
Ottawa,Ohio,2248
Ouachita,Louisiana,4640
Overton,Tennessee,9279
Owen,Indiana,8359
Owen,Kentucky,8232
Oxford,Maine,38351
Page,Virginia,6194
Panola,Mississippi,4657
Parke,Indiana,13499
Pasquotank,North Carolina,8514
Passaic,New Jersey,16734
Patrick,Virginia,8032
Paulding,Ohio,1034
Paulding,Georgia,2556
Pendleton,Virginia,6940
Pendleton,Kentucky,4455
Penobscot,Maine,45705
Peoria,Illinois,6153
Perquimans,North Carolina,7346
Perry,Kentucky,3089
Perry,Pennsylvania,17096
Perry,Tennessee,7419
Perry,Alabama,19086
Perry,Mississippi,1889
Perry,Ohio,19344
Perry,Illinois,3222
Perry,Indiana,4655
Perry,Missouri,5760
Person,North Carolina,9790
Pettis,Missouri,2930
Philadelphia,Pennsylvania,258037
Phillips,Arkansas,3547
Pickaway,Ohio,19725
Pickens,South Carolina,14356
Pickens,Alabama,17118
Pike,Pennsylvania,3832
Pike,Illinois,11728
Pike,Georgia,9176
Pike,Kentucky,3567
Pike,Alabama,10108
Pike,Mississippi,6151
Pike,Arkansas,969
Pike,Indiana,4769
Pike,Ohio,7626
Pike,Missouri,10646
Piscataquis,Maine,13138
Pitt,North Carolina,11806
Pittsylvania,Virginia,26398
Plaquemines,Louisiana,5060
Platte,Missouri,8913
Plymouth,Massachusetts,47373
Pocahontas,Virginia,2922
Poinsett,Arkansas,1320
Pointe Coupee,Louisiana,7898
Polk,Missouri,8449
Polk,Tennessee,3570
Pontotoc,Mississippi,4491
Pope,Illinois,4094
Pope,Arkansas,2850
Portage,Ohio,22965
Portage,Wisconsin,1623
Porter,Indiana,2162
Posey,Indiana,9683
Potter,Pennsylvania,3371
Powhatan,Virginia,7924
Preble,Ohio,19482
Preston,Virginia,6866
Prince Edward,Virginia,14069
Prince George,Virginia,7175
Prince Georges,Maryland,19539
Prince William,Virginia,8144
Princess Anne,Virginia,7285
Providence,Rhode Island,58073
Pulaski,Arkansas,5350
Pulaski,Kentucky,9620
Pulaski,Indiana,561
Pulaski,Missouri,6529
Pulaski,Georgia,5389
Pulaski,Virginia,3739
Putnam,Illinois,2131
Putnam,New York,12825
Putnam,Indiana,16843
Putnam,Ohio,5189
Putnam,Georgia,10260
Queen Annes,Maryland,12633
Queens,New York,30324
Rabun,Georgia,1912
Racine,Wisconsin,3475
Ralls,Missouri,5670
Randolph,Virginia,6208
Randolph,Georgia,8276
Randolph,Alabama,4973
Randolph,Illinois,7944
Randolph,Arkansas,2196
Randolph,Missouri,7198
Randolph,North Carolina,12875
Randolph,Indiana,10684
Rankin,Mississippi,4631
Rapides,Louisiana,14132
Rappahannock,Virginia,9257
Ray,Missouri,6553
Rensselaer,New York,60259
Rhea,Tennessee,3985
Richland,Ohio,44532
Richland,South Carolina,16397
Richmond,New York,10965
Richmond,Virginia,5965
Richmond,North Carolina,8909
Richmond,Georgia,11932
Ripley,Indiana,10392
Ripley,Missouri,2856
Roane,Tennessee,10948
Roanoke,Virginia,5499
Robertson,Tennessee,13801
Robeson,North Carolina,10370
Rock,Wisconsin,1701
Rock Island,Illinois,2610
Rockbridge,Virginia,14284
Rockcastle,Kentucky,3409
Rockingham,New Hampshire,45771
Rockingham,North Carolina,13442
Rockingham,Virginia,17344
Rockland,New York,11975
Ross,Ohio,27460
Rowan,North Carolina,12109
Rush,Indiana,16456
Russell,Virginia,7878
Russell,Alabama,13513
Russell,Kentucky,4238
Rutherford,North Carolina,19202
Rutherford,Tennessee,24280
Rutland,Vermont,30699
Saginaw,Michigan,892
Salem,New Jersey,16024
Saline,Missouri,5258
Saline,Arkansas,2061
Sampson,North Carolina,12157
Sandusky,Ohio,10182
Sangamon,Illinois,14716
Saratoga,New York,40553
Sauk,Wisconsin,102
Schenectady,New York,17387
Schoharie,New York,32358
Schuyler,Illinois,6972
Schuylkill,Pennsylvania,29053
Scioto,Ohio,11192
Scott,Illinois,6215
Scott,Arkansas,1694
Scott,Indiana,4242
Scott,Iowa,2140
Scott,Kentucky,13668
Scott,Virginia,7303
