County-Level Results For 1840

county,state,population
Scott,Missouri,5974
Scott,Mississippi,1653
Screven,Georgia,4794
Searcy,Arkansas,936
Seneca,Ohio,18128
Seneca,New York,24874
Sevier,Tennessee,6442
Sevier,Arkansas,2810
Sheboygan,Wisconsin,133
Shelby,Illinois,6659
Shelby,Missouri,3056
Shelby,Indiana,12005
Shelby,Ohio,12154
Shelby,Tennessee,14721
Shelby,Alabama,6112
Shelby,Kentucky,17768
Shenandoah,Virginia,11618
Shiawassee,Michigan,2103
Simpson,Mississippi,3380
Simpson,Kentucky,6537
Smith,Tennessee,21179
Smith,Mississippi,1961
Smyth,Virginia,6522
Somerset,Pennsylvania,19650
Somerset,New Jersey,17455
Somerset,Maryland,19508
Somerset,Maine,33912
Southampton,Virginia,14525
Spartanburg,South Carolina,23669
Spencer,Kentucky,6581
Spencer,Indiana,6305
Spotsylvania,Virginia,15161
St Bernard,Louisiana,3237
St Charles,Louisiana,4700
St Charles,Missouri,7911
St Clair,Michigan,4606
St Clair,Alabama,5638
St Clair,Illinois,13631
St Croix,Wisconsin,809
St Francis,Arkansas,2499
St Francois,Missouri,3211
St Helena,Louisiana,3525
St James,Louisiana,8548
St John The Bapti,Louisiana,5776
St Johns,Florida,2694
St Joseph,Indiana,6425
St Joseph,Michigan,7068
St Landry,Louisiana,15233
St Lawrence,New York,56706
St Louis,Missouri,35979
St Martin,Louisiana,8674
St Mary,Louisiana,8950
St Marys,Maryland,13224
St Tammany,Louisiana,4598
Stafford,Virginia,8454
Stark,Ohio,34603
Stark,Illinois,1573
Starke,Indiana,149
Ste Genevieve,Missouri,3148
Stephenson,Illinois,2800
Steuben,New York,46138
Steuben,Indiana,2578
Stewart,Tennessee,8587
Stewart,Georgia,12933
Stoddard,Missouri,3153
Stokes,North Carolina,16265
Strafford,New Hampshire,61127
Suffolk,New York,32469
Suffolk,Massachusetts,95773
Sullivan,Tennessee,10736
Sullivan,Indiana,8315
Sullivan,New Hampshire,20340
Sullivan,New York,15629
Summit,Ohio,22560
Sumner,Tennessee,22415
Sumter,South Carolina,27892
Sumter,Georgia,5759
Sumter,Alabama,29937
Surry,Virginia,6480
Surry,North Carolina,15079
Susquehanna,Pennsylvania,21195
Sussex,Virginia,11229
Sussex,Delaware,25093
Sussex,New Jersey,21770
Switzerland,Indiana,9920
Talbot,Georgia,15627
Talbot,Maryland,12090
Taliaferro,Georgia,5190
Talladega,Alabama,12587
Tallahatchie,Mississippi,2985
Tallapoosa,Alabama,6444
Taney,Missouri,3264
Tattnall,Georgia,2724
Tazewell,Virginia,6290
Tazewell,Illinois,7221
Telfair,Georgia,2763
Terrebonne,Louisiana,4410
Thomas,Georgia,6766
Tioga,New York,20527
Tioga,Pennsylvania,15498
Tippah,Mississippi,9444
Tippecanoe,Indiana,13724
Tipton,Tennessee,6800
Tishomingo,Mississippi,6681
Todd,Kentucky,9991
Tolland,Connecticut,17980
Tompkins,New York,37948
Trigg,Kentucky,7716
Trimble,Kentucky,4480
Troup,Georgia,15733
Trumbull,Ohio,38107
Tunica,Mississippi,821
Tuscaloosa,Alabama,16583
Tuscarawas,Ohio,25631
Twiggs,Georgia,8422
Tyler,Virginia,6954
Tyrrell,North Carolina,4657
Ulster,New York,45822
Union,Louisiana,1838
Union,Indiana,8017
Union,Georgia,3152
Union,Ohio,8422
Union,South Carolina,18936
Union,Kentucky,6673
Union,Pennsylvania,22787
Union,Arkansas,2889
Union,Illinois,5524
Upson,Georgia,9408
Van Buren,Michigan,1910
Van Buren,Iowa,6146
Van Buren,Arkansas,1518
Van Wert,Ohio,1577
Vanderburgh,Indiana,6250
Venango,Pennsylvania,17900
Vermilion,Illinois,9303
Vermillion,Indiana,8274
Vigo,Indiana,12076
Wabash,Illinois,4240
Wabash,Indiana,2756
Wake,North Carolina,21118
Waldo,Maine,41509
Walker,Georgia,6572
Walker,Alabama,4032
Walton,Georgia,10209
Walton,Florida,1461
Walworth,Wisconsin,2611
Ware,Georgia,2323
Warren,Mississippi,15820
Warren,Illinois,6739
Warren,Kentucky,15446
Warren,Georgia,9789
Warren,Pennsylvania,9278
Warren,Ohio,23141
Warren,North Carolina,12919
Warren,Indiana,5656
Warren,New Jersey,20366
Warren,Tennessee,10803
Warren,Virginia,5627
Warren,Missouri,4253
Warren,New York,13422
Warrick,Indiana,6321
Warwick,Virginia,1456
Washington,Maine,28327
Washington,Alabama,5300
Washington,New York,41080
Washington,Florida,859
Washington,Illinois,4810
Washington,Vermont,23506
Washington,North Carolina,4525
Washington,Ohio,20823
Washington,Louisiana,2649
Washington,Virginia,13001
Washington,Indiana,15269
Washington,Kentucky,10596
Washington,Tennessee,11751
Washington,Arkansas,7148
Washington,Missouri,7213
Washington,Iowa,1594
Washington,Georgia,10565
Washington,Mississippi,7287
Washington,Rhode Island,14324
Washington,Maryland,28850
Washington,Pennsylvania,41279
Washington,Wisconsin,343
Washtenaw,Michigan,23571
Wayne,New York,42057
Wayne,Tennessee,7705
Wayne,Mississippi,2120
Wayne,Indiana,23290
Wayne,Ohio,35808
Wayne,Kentucky,7399
Wayne,Missouri,3403
Wayne,Michigan,24173
Wayne,North Carolina,10891
Wayne,Georgia,1258
Wayne,Illinois,5133
Wayne,Pennsylvania,11848
Weakley,Tennessee,9870
Wells,Indiana,1822
West Baton Rouge,Louisiana,4638
West Feliciana,Louisiana,10910
Westchester,New York,48686
Westmoreland,Pennsylvania,42699
Westmoreland,Virginia,8019
White,Tennessee,10747
White,Arkansas,929
White,Indiana,1832
White,Illinois,7919
Whiteside,Illinois,2514
Whitley,Kentucky,4673
Whitley,Indiana,1237
Wilcox,Alabama,15278
Wilkes,Georgia,10148
Wilkes,North Carolina,12577
Wilkinson,Mississippi,14193
Wilkinson,Georgia,6842
Will,Illinois,10167
Williams,Ohio,4465
Williamsburg,South Carolina,10327
Williamson,Illinois,4457
Williamson,Tennessee,27006
Wilson,Tennessee,24460
Windham,Connecticut,28080
Windham,Vermont,27442
Windsor,Vermont,40356
Winnebago,Illinois,4609
Winnebago,Wisconsin,135
Winston,Mississippi,4650
Wood,Virginia,7923
Wood,Ohio,5357
Woodford,Kentucky,11740
Worcester,Massachusetts,95313
Worcester,Maryland,18377
Wythe,Virginia,9375
Yalobusha,Mississippi,12248
Yancey,North Carolina,5962
Yates,New York,20444
Yazoo,Mississippi,10480
York,Virginia,4720
York,South Carolina,18383
York,Pennsylvania,47010
York,Maine,54034
