County-Level Results For 1810

county,state,population
Carter,Tennessee,4190
Carteret,North Carolina,4823
Casey,Kentucky,3285
Caswell,North Carolina,11757
Cayuga,New York,29843
Cecil,Maryland,13066
Centre,Pennsylvania,10681
Champaign,Ohio,6303
Charles,Maryland,20245
Charles City,Virginia,5186
Charleston,South Carolina,63179
Charlotte,Virginia,13161
Chatham,Georgia,13540
Chatham,North Carolina,12977
Chenango,New York,21704
Cheshire,New Hampshire,40988
Chester,Pennsylvania,39596
Chester,South Carolina,11479
Chesterfield,Virginia,9979
Chesterfield,South Carolina,5564
Chittenden,Vermont,18120
Chowan,North Carolina,5297
Christian,Kentucky,11020
Claiborne,Tennessee,4798
Clark,Kentucky,11519
Clarke,Georgia,7628
Clay,Kentucky,2398
Clearfield,Pennsylvania,875
Clermont,Ohio,9965
Clinton,New York,8002
Clinton,Ohio,2674
Cocke,Tennessee,5154
Colleton,South Carolina,26359
Columbia,New York,32390
Columbia,Georgia,11242
Columbiana,Ohio,10878
Columbus,North Carolina,3022
Coos,New Hampshire,3991
Cortland,New York,8869
Craven,North Carolina,12676
Crawford,Pennsylvania,6178
Culpeper,Virginia,18967
Cumberland,New Jersey,12670
Cumberland,North Carolina,9382
Cumberland,Kentucky,6191
Cumberland,Pennsylvania,26757
Cumberland,Virginia,9992
Cumberland,Maine,42831
Currituck,North Carolina,6985
Cuyahoga,Ohio,1459
Darlington,South Carolina,9047
Dauphin,Pennsylvania,31883
Davidson,Tennessee,15608
Delaware,New York,20303
Delaware,Ohio,2000
Delaware,Pennsylvania,14734
Dickson,Tennessee,4516
Dinwiddie,Virginia,12524
Dorchester,Maryland,18108
Dukes,Massachusetts,3290
Duplin,North Carolina,7863
Dutchess,New York,51363
Edgecombe,North Carolina,12423
Edgefield,South Carolina,23160
Effingham,Georgia,2586
Elbert,Georgia,12156
Elizabeth City,Virginia,3608
Erie,Pennsylvania,3758
Essex,Virginia,9376
Essex,New York,9477
Essex,Massachusetts,71888
Essex,New Jersey,25984
Essex,Vermont,3087
Estill,Kentucky,2082
Fairfax,Virginia,13111
Fairfield,Ohio,11361
Fairfield,Connecticut,41050
Fairfield,South Carolina,11857
Fauquier,Virginia,22689
Fayette,Pennsylvania,24714
Fayette,Kentucky,21370
Fayette,Ohio,1854
Fleming,Kentucky,8947
Floyd,Kentucky,3485
Fluvanna,Virginia,4775
Franklin,Georgia,10815
Franklin,Kentucky,8013
Franklin,Ohio,3486
Franklin,Tennessee,5730
Franklin,Pennsylvania,23083
Franklin,Virginia,10724
Franklin,Vermont,16615
Franklin,New York,2617
Franklin,North Carolina,10166
Frederick,Virginia,22574
Frederick,Maryland,34437
Gallatin,Kentucky,3307
Gallia,Ohio,4181
Garrard,Kentucky,9186
Gates,North Carolina,5965
Geauga,Ohio,2917
Genesee,New York,12588
Georgetown,South Carolina,15679
Giles,Virginia,3745
Giles,Tennessee,4546
Gloucester,Virginia,10427
Gloucester,New Jersey,19744
Glynn,Georgia,3417
Goochland,Virginia,10203
Grafton,New Hampshire,28462
Grainger,Tennessee,6397
Grand Isle,Vermont,3445
Granville,North Carolina,15576
Grayson,Virginia,4941
Grayson,Kentucky,2301
Green,Kentucky,6735
Greenbrier,Virginia,5914
Greene,Pennsylvania,12544
Greene,Ohio,5870
Greene,New York,19536
Greene,North Carolina,4867
Greene,Tennessee,9713
Greene,Georgia,11679
Greensville,Virginia,6853
Greenup,Kentucky,2369
Greenville,South Carolina,13133
Guernsey,Ohio,3051
Guilford,North Carolina,11420
Halifax,Virginia,22133
Halifax,North Carolina,15620
Hamilton,Ohio,15258
Hampshire,Virginia,9784
Hampshire,Massachusetts,76275
Hancock,Georgia,13330
Hancock,Maine,30031
Hanover,Virginia,15082
Hardin,Kentucky,7531
Hardy,Virginia,5525
Harford,Maryland,21258
Harrison,Kentucky,7752
Harrison,Virginia,9958
Hartford,Connecticut,44733
Hawkins,Tennessee,7643
Haywood,North Carolina,2780
Henderson,Kentucky,4703
Henrico,Virginia,9945
Henry,Virginia,5611
Henry,Kentucky,6777
Herkimer,New York,22046
Hertford,North Carolina,6052
Hickman,Tennessee,2583
Highland,Ohio,5766
Hillsborough,New Hampshire,49249
Hopkins,Kentucky,2964
Horry,South Carolina,4349
Humphreys,Tennessee,1511
Hunterdon,New Jersey,24556
Huntingdon,Pennsylvania,14778
Hyde,North Carolina,6029
Indiana,Pennsylvania,6214
Iredell,North Carolina,10972
Isle Of Wight,Virginia,9186
Jackson,Tennessee,5401
Jackson,Georgia,10569
James City,Virginia,4094
Jefferson,Ohio,17260
Jefferson,Virginia,11851
Jefferson,Pennsylvania,161
Jefferson,Kentucky,13399
Jefferson,Georgia,6111
Jefferson,Tennessee,7309
Jefferson,New York,15140
Jessamine,Kentucky,8377
Johnston,North Carolina,6867
Jones,North Carolina,4968
Jones,Georgia,8597
Kanawha,Virginia,3866
Kennebec,Maine,32564
Kent,Delaware,20495
Kent,Maryland,11450
Kent,Rhode Island,9834
Kershaw,South Carolina,9867
King And Queen,Virginia,10988
King George,Virginia,6454
King William,Virginia,9285
Kings,New York,8303
Knox,Ohio,2149
Knox,Kentucky,5875
Knox,Tennessee,10171
Lancaster,South Carolina,6318
Lancaster,Pennsylvania,53927
Lancaster,Virginia,5592
Laurens,South Carolina,14982
Laurens,Georgia,2210
Lee,Virginia,4694
Lenoir,North Carolina,5572
Lewis,New York,6433
Lewis,Kentucky,2357
Lexington,South Carolina,6641
Liberty,Georgia,6228
Licking,Ohio,3852
Lincoln,North Carolina,16359
Lincoln,Tennessee,6104
Lincoln,Georgia,4555
Lincoln,Kentucky,8676
Lincoln,Maine,42992
Litchfield,Connecticut,41375
Livingston,Kentucky,3674
Logan,Kentucky,12123
Loudoun,Virginia,21338
Louisa,Virginia,11900
Lunenburg,Virginia,12265
Luzerne,Pennsylvania,18109
Lycoming,Pennsylvania,11006
Madison,New York,25144
Madison,Kentucky,15540
Madison,Ohio,1603
Madison,Virginia,8381
Marion,South Carolina,8884
Marlboro,South Carolina,4966
Martin,North Carolina,5987
Mason,Kentucky,12459
Mason,Virginia,1991
Mathews,Virginia,4227
Maury,Tennessee,10359
Mcintosh,Georgia,3739
Mckean,Pennsylvania,142
Mecklenburg,North Carolina,14272
Mecklenburg,Virginia,18453
Mercer,Pennsylvania,8277
Mercer,Kentucky,12630
Miami,Ohio,3941
Middlesex,Connecticut,20723
Middlesex,Massachusetts,52789
Middlesex,New Jersey,20381
Middlesex,Virginia,4414
Mifflin,Pennsylvania,12132
Monmouth,New Jersey,22150
Monongalia,Virginia,12793
Monroe,Virginia,5444
Montgomery,New York,41214
Montgomery,North Carolina,8430
Montgomery,Georgia,2954
Montgomery,Virginia,8409
Montgomery,Pennsylvania,29703
Montgomery,Kentucky,12975
Montgomery,Maryland,17980
Montgomery,Ohio,7722
Montgomery,Tennessee,8021
Moore,North Carolina,6367
Morgan,Georgia,8369
Morris,New Jersey,21828
Muhlenberg,Kentucky,4181
Muskingum,Ohio,10036
Nansemond,Virginia,10324
Nantucket,Massachusetts,6807
Nash,North Carolina,7268
Nelson,Kentucky,14078
Nelson,Virginia,9684
New Castle,Delaware,24429
New Hanover,North Carolina,11465
New Haven,Connecticut,37064
New Kent,Virginia,6478
New London,Connecticut,34707
New York,New York,96373
Newberry,South Carolina,13964
Newport,Rhode Island,16294
Niagara,New York,8971
Nicholas,Kentucky,4898
Norfolk,Virginia,13679
Norfolk,Massachusetts,31245
Norfolk Borough,Virginia,9193
Northampton,Virginia,7474
Northampton,Pennsylvania,38145
Northampton,North Carolina,13082
Northumberland,Pennsylvania,36327
Northumberland,Virginia,8308
Nottoway,Virginia,9278
Oglethorpe,Georgia,12297
Ohio,Kentucky,3792
Ohio,Virginia,8175
Oneida,New York,33792
Onondaga,New York,25987
Onslow,North Carolina,6669
Ontario,New York,42032
Orange,Vermont,25247
Orange,Virginia,12323
Orange,North Carolina,20135
Orange,New York,34347
Orangeburg,South Carolina,13229
Orleans,Vermont,5838
Otsego,New York,38802
Overton,Tennessee,5643
Oxford,Maine,17630
Pasquotank,North Carolina,7674
Patrick,Virginia,4695
Pendleton,Virginia,4239
Pendleton,South Carolina,22897
Pendleton,Kentucky,3061
Perquimans,North Carolina,6052
Person,North Carolina,6642
Petersburg,Virginia,5668
Philadelphia,Pennsylvania,111210
Pickaway,Ohio,7124
Pitt,North Carolina,9169
Pittsylvania,Virginia,17172
Plymouth,Massachusetts,35169
Portage,Ohio,2995
Potter,Pennsylvania,29
Powhatan,Virginia,8073
Preble,Ohio,3304
Prince Edward,Virginia,12409
Prince George,Virginia,8050
Prince Georges,Maryland,20589
Prince William,Virginia,11311
Princess Anne,Virginia,9498
Providence,Rhode Island,30869
Pulaski,Georgia,2093
Pulaski,Kentucky,6897
Putnam,Georgia,10029
Queen Annes,Maryland,16648
Queens,New York,19336
Randolph,Georgia,7573
Randolph,North Carolina,10112
Randolph,Virginia,2854
Rensselaer,New York,36309
Rhea,Tennessee,2504
Richland,South Carolina,9027
Richmond,Georgia,6189
Richmond,Virginia,6214
Richmond,New York,5347
Richmond,North Carolina,6695
Richmond City,Virginia,9735
Roane,Tennessee,5581
Robertson,Tennessee,7270
Robeson,North Carolina,7528
Rockbridge,Virginia,10318
Rockcastle,Kentucky,1731
Rockingham,North Carolina,10316
Rockingham,New Hampshire,50175
Rockingham,Virginia,12753
Rockland,New York,7758
Ross,Ohio,15514
Rowan,North Carolina,21543
Russell,Virginia,6316
Rutherford,North Carolina,13202
Rutherford,Tennessee,10265
Rutland,Vermont,29486
Salem,New Jersey,12761
Sampson,North Carolina,6620
Saratoga,New York,33147
Schenectady,New York,10201
Schoharie,New York,18945
Scioto,Ohio,3399
Scott,Kentucky,12419
Screven,Georgia,4477
Seneca,New York,16609
Sevier,Tennessee,4595
Shelby,Kentucky,14877
Shenandoah,Virginia,13646
Smith,Tennessee,11649
Somerset,New Jersey,14725
Somerset,Maryland,17195
Somerset,Pennsylvania,11284
Somerset,Maine,12910
Southampton,Virginia,13497
Spartanburg,South Carolina,14259
Spotsylvania,Virginia,13296
St Lawrence,New York,7885
St Marys,Maryland,12794
Stafford,Virginia,9830
Stark,Ohio,2734
Steuben,New York,7246
Stewart,Tennessee,4262
Stokes,North Carolina,11645
Strafford,New Hampshire,41595
Suffolk,New York,21113
Suffolk,Massachusetts,34381
Sullivan,Tennessee,6847
Sullivan,New York,6108
Sumner,Tennessee,13792
Sumter,South Carolina,19054
Surry,Virginia,6855
Surry,North Carolina,10366
Sussex,Delaware,27750
Sussex,Virginia,11362
Sussex,New Jersey,25549
Talbot,Maryland,14230
Tattnall,Georgia,2206
Tazewell,Virginia,3007
Telfair,Georgia,744
Tioga,Pennsylvania,1687
Tioga,New York,7899
Tolland,Connecticut,13779
Trumbull,Ohio,8671
Tuscarawas,Ohio,3045
Twiggs,Georgia,3405
Tyrrell,North Carolina,3364
Ulster,New York,26576
Union,South Carolina,10995
Venango,Pennsylvania,3060
Wake,North Carolina,17086
Walton,Georgia,1026
Warren,Tennessee,5725
Warren,Georgia,8725
Warren,Ohio,9925
Warren,Pennsylvania,827
Warren,Kentucky,11937
Warren,North Carolina,11004
Warwick,Virginia,1835
Washington,Tennessee,7740
Washington,Pennsylvania,36289
Washington,North Carolina,3464
Washington,Georgia,9940
Washington,Rhode Island,14962
Washington,Virginia,12136
Washington,Maine,7870
Washington,Ohio,5991
Washington,New York,44289
Washington,Maryland,18730
Washington,Kentucky,13248
Wayne,North Carolina,8687
Wayne,Pennsylvania,4125
Wayne,Kentucky,5430
Wayne,Georgia,676
Westchester,New York,30272
Westmoreland,Virginia,8102
Westmoreland,Pennsylvania,26392
White,Tennessee,4028
Wilkes,North Carolina,9054
Wilkes,Georgia,14887
Wilkinson,Georgia,2154
Williamsburg,South Carolina,6871
Williamson,Tennessee,13153
Wilson,Tennessee,11952
Windham,Connecticut,28611
Windham,Vermont,26760
Windsor,Vermont,34877
Wood,Virginia,3036
Woodford,Kentucky,9659
Worcester,Maryland,16971
Worcester,Massachusetts,64910
Wythe,Virginia,8356
York,Maine,41877
York,South Carolina,10032
York,Pennsylvania,31958
York,Virginia,5187
